data,stayingpower,texture,smell,price,colour,shipping,packing
"Beautiful product, suitable for dark skin tones, luxurious, luxurious, smooth",,,,,positive,,
"Delivery is quite fast The lipstick is very beautiful Pack carefully If you want to buy a gift for her, this is the best choice ?",,,,,,positive,positive
"Fast delivery, beautiful lipstick djidnsus sjs dú shs hs sú shs shs sbs sbs dbs s",,,,,,positive,
"The product is super beautiful, everyone, the shop packaged it with super quality",,,,,,,positive
The lipstick dries quickly. Liquid lipstick. The color is not very similar to the picture. But quite nice. Wiping with paper usually wipes it off.,negative,positive,,,positive,,
Tested it and the color is beautiful. Delivery took a bit long but it's still ok,,,,,positive,negative,
"Texture: lipstick that makes me feel beautiful for everyone The lipstick is so beautiful, everyone, the black shell is super classy. The texture is similar to other versions. Color 25 scarlet red is so pretty.",,positive,,,positive,,
Uses: flat lipstick Texture: beautiful Color fastness: The two colors seem very similar Beautifully smooth. Clean up all the sex.. no reason to do it,negative,positive,,,neutral,,
Shop delivered as expected in about 7 days Lipstick is as described The shell is so cute Has a light fragrance and smooth texture I love it hahaha,,positive,positive,,,positive,
"The color is super pretty and the price is also cheap. Oh my god, I don't like it. I should buy it",,,,positive,positive,,
"Super nice color, cheap price. You should buy it. I haven't used it yet so I don't know if it goes away quickly or not",neutral,,,positive,positive,,
"The lipstick color is beautiful, carefully packaged, and delivery time was also fast",,,,,positive,positive,positive
The video is only for receiving coins ? the color is so pretty ?,,,,,positive,,
"Very pretty, my dear Huhuhu Genuine and smooth Sang In general, it's worth buying Hunting for sale also has 129k",,positive,,positive,,,
"Fast delivery, quality product, model exactly as pictured, very beautiful on lips",,,,,,positive,
"The color of the lipstick is very pretty, light on the lips, and the texture is a bit spongy. stuck with the smell of packaged dried perfume:((((",,positive,negative,,positive,,
"The shop delivered really fast ? Because I ordered it as a gift for a friend, I didn't open it but still trust BBIA products ?",,,,,,positive,
"Oh my god, the sale was so cheap, but the store packaged it very carefully, the lipstick looks so luxurious and smooth. I bought it as a gift for a friend so I haven't tried the lipstick yet",,neutral,,positive,,,positive
Uses: beautiful ? Texture: smooth Color fastness: relatively high ? the color is so beautiful. Has a mild fragrance too.,positive,positive,positive,,positive,,
"Cheap, like buy 1 get 1 free but you can also get discount vouchers. I bought color 503 with 402, 503 deep red tone - 402 slightly orange tone. The 2 colors are ok, but not very matte. Can be applied on lips without drying them out. This tree is shorter than the blackrouge tree. Beautiful outer shell, fast delivery, carefully packaged, with check code.",negative,positive,,positive,positive,positive,positive
"The color and quality are ok, but when I received the cover, it was broken in one place",,positive,,,positive,,
The lipstick is super beautiful. A lot more than I thought. The smell of lipstick. Very very worth the money,,,positive,positive,,,
"Uses: Standard color lipstick Color fastness: after eating, there is still a light tint layer",positive,,,,positive,,
"I haven't used it yet so I don't know how the quality is, but it looks pretty and should be ok, the lipstick color is pretty but the smell is a bit horrible",,,negative,,positive,,
"I have repurchased the lipstick many times because the red-brown color is so beautiful, the color is standard and not orange or pink like many other lipsticks. I just don't like the smell of lipstick.",,,negative,,positive,,
"Super super super pretty, the lipstick color is beautiful, smooth and flattering on the skin!",,positive,,,positive,,
"It's ok…the lipstick is silky smooth, goes on evenly and softens lips, washes off with water and wipes off Headphones are also ok The eyeliner is beautiful… everyone should buy it. It's ok",positive,positive,,,,,
Very fast delivery even though it's being translated. Quality product consistent with the price,,,,positive,,positive,
"The lipstick color is very pretty, for those who like colors that are not too prominent or too deep, it's a brick red color with a pink base. But it's very pretty, flatters your teeth and skin. Bought it for the second time, bought it for a friend again, and he complimented me so much.",,,,,positive,,
"From the lipstick case to the quality, it's so beautiful My color is V26, this color is suitable for girls with Western makeup tones You should buy the prettier V28 ?",,positive,,,neutral,,
This is the first time I've used this lipstick and it's really good. The color is very beautiful,,,,,positive,,
The lipstick is packaged carefully. I haven't tried it yet so I don't know how it works. Images are for coin recognition purposes only,,,,,,,positive
"Focallure's newest lipstick is coming soon! [Seductive lips, soft and smooth like velvet] New matte velvet lipstick, makes your lips look dreamy and soft like cotton. When first applied, it feels like clay, glides on lightly, then becomes like a high-quality velvet dew.",,positive,,,,,
The color is ok and the texture is soft and not too dry. It's also cheap so everyone should buy it,,positive,,positive,positive,,
Super fast delivery. I haven't been out yet so I haven't opened it yet so I don't know the quality,,,,,,positive,
"The lipstick is so light that when I opened it, there was a big white ring. Is the lipstick lighter than the previous one I bought and looked up the barcode?",,positive,,,,,
"Delivery took a long time but the product was ok, pictures are for coin recognition purposes only",,,,,,negative,
"Carefully packaged, fast delivery, okla quality. Both lipsticks are satisfied, the lipstick color is easy to use, the lipstick is smooth ?",,positive,,,positive,positive,positive
"Ok product, good quality, carefully packaged, fast delivery, I'm satisfied, will support this shop for a long time",,,,,,positive,positive
Uses: lipstick gives beautiful color without being picky about skin Texture: unknown Color fastness: about 2-3g will dry your lips like no lipstick,neutral,neutral,,,positive,,
"Although the delivery took longer than I thought, the product is so satisfactory and it also comes with a mask so it's ok, I will buy again.",,,,,,negative,
"The lipstick fits comfortably in the hand, the pink matte case looks very pretty, the lipstick quality is ok, suitable for the price ?",,positive,,positive,positive,,
"Fragrant lipstick, beautiful color, super carefully packaged. Although due to the epidemic, delivery took quite a while, the shop still called to ask my opinion to see if I could wait. I really like the way the shop works?",,,positive,,positive,neutral,positive
"The color is beautiful, I will buy it again, otherwise ok, I like it",,,,,positive,,
"Beautiful color, bought a lot, delivered quickly. My lips are a bit fresh because I have a tattoo, but normally the color is dark and beautiful",,,,,positive,positive,
"Well packaged, top quality, with anti-counterfeit",,,,,,,positive
"Fast delivery time, correct product, enthusiastic shop ?",,,,,,positive,
This color is still the prettiesttttt :))) buy 3 of these clay bars with peace of mind,,,,,positive,,
"Son ok, fast delivery, bought many times from this shop ? very worth the money",,,,positive,,positive,
"Quality ok, packaging ok. Quality ok, packaging ok. Quality ok, packaging ok. Quality ok, packaging ok.",,,,,,,positive
"Very beautiful paper, fast delivery, thank you very much store",,,,,,positive,
This is my second time buying and I'm really satisfied. The lipstick is smooth and has a fruity scent. I will support this shop again and again.,,positive,positive,,,,
"The packaging is good, the sale price is a little over 100k, the color is beautiful and worthy of national fame. sweet but I don't like it very much. You should exfoliate your lips before using it",,,negative,positive,positive,,
"The goods are still beautiful and worth the price, well packaged But shippers need to review their consciousness",,,,positive,,negative,positive
The lipstick looks very sturdy. I received 2 cute cards as a gift. The packaging is also beautiful.,,,,,,,positive
"The lipstick is beautiful and applies smoothly but the inner lid keeps sticking to the lipstick. At this price, it's too good for everyone to buy",,positive,,positive,,,
"The lipstick's plastic case is very beautiful, smooth and not matte. Suitable for the price. I will continue to support it",negative,positive,,positive,,,
"Delivery is quite fast Packed very carefully There's no need to discuss color 25, it's so beautiful",,,,,positive,positive,positive
"The scent makes the bubbles very smooth. After brushing, it's easy to spread and easy to drift away",negative,positive,positive,,,,
"beautiful, smoothnnnn, very good ?",,positive,,,,,
"The color is beautiful, the goods are delivered well packaged, the amount of lipstick comes out is a bit large so everyone be careful if you don't want to apply it too darkly",,,,,positive,neutral,positive
genuine lipstick. beautiful color jaisidiisisjsjsjsjdiididdiidjsjdjjdididi,,,,,positive,,
"The first time I used this lipstick, the smell was a bit harsh on my lips. It was nice and the packaging was sturdy",,,negative,,,,positive
Bought it once at the shop. Quality is ok. But this time shipping took too long. Improvement in delivery is better!,,,,,,negative,
The lipstick has a nice color but is a bit drying on the lips Images are for coins only,,negative,,,positive,,
"Uses: good Color fastness: long lasting beautiful lamqs the longest lasting color is 203, if you wear white that color is a bit pretty and 301 is also pretty",positive,,,,positive,,
"The delivery took a bit long, but the shop kindly responded and gave me an extra bar. I love color 25 already. Thank you shop for this loveliness",,,,,positive,negative,
"The lipstick color is so amazing, you have to apply it quickly to blend it in time huhu, nhma has pink lips so no matter what color you apply it will look pink",,,,,positive,,
"Color fastness: good Oh my god, the lipstick color is so beautiful, the color is so pretty it applies so smoothly 10 Delivery took a while, probably due to the epidemic",positive,positive,,,positive,negative,
Son is very beautiful Next time I will continue to support this shop Fast delivery Thank you ?,,,,,,positive,
"Color is okay. Dry your lips. Fast delivery, reasonable",,negative,,positive,positive,positive,
Uses: Makes beautiful lipstick Received beautiful goods Liked to buy on promotion Carefully packaged,,,,positive,positive,,
"The lipstick like the smell of smooth, beautiful chocolate. I really like it. I will continue to support the shop in the future",,positive,positive,,,,
"Uses: beautiful Texture: water Color fastness: wipe Apply the lipstick for a while and it will dry. Apply moisturizer after applying and it will be ok. The color will be just like the picture. The darker you apply, the better it will be.",positive,neutral,,,positive,,
"Nice lipstick color, V17 is darker on the outside than in the photo, V18 is more brown. But I only give it 4* because it's actually extremely uneven in color when applied to the lips, you have to blend it carefully and condition your lips very carefully. Applying boldly is ok, but applying lightly can easily get patchy, and a lipstick that can only be applied in one style is a bit boring.",,negative,,,positive,,
"The lipstick color is perfect, the matte lipstick shell is very sturdy in the hand, the scent is light, you can smell it carefully to see it, the lipstick is soft and smooth but a bit difficult to spread on the lips. But overall for this price it is too good.",,neutral,positive,positive,positive,,
The lipstick feels a bit powdery. EASY to drift. Lots of shadow. Doesn't suit me,negative,negative,,,,,
"Matte lipstick, beautiful, applied on lips without drying, relatively fast delivery.",positive,positive,,,,positive,
"Carefully packaged, fast delivery. Color 25 is slightly red. I like darker colors",,,,,neutral,positive,positive
"How beautiful is your lipstick, everyone? Lipstick quality as described, seasonal product but super fast delivery. Photos and videos are for earning purposes only, please ignore them ?",,positive,,,,positive,
"Beautiful color, very fragrant. The lipstick is very soft on the lips, very worth buying, bought on sale so the price is very cheap. Give the shop 5* too",,positive,positive,positive,positive,,
"Uses: beauty Structure: compact Color fastness: long lasting Delivery took a while, quality is ok",positive,neutral,,,,negative,
"Texture: beautiful lipstick color, quite satisfied Color fastness: quite ok The image is for the purpose of receiving coins :))",positive,,,,positive,,
and quality,,,,positive,,,
"Texture: The lipstick spreads beautifully evenly on the lips, orange base, exfoliates and nourishes the lips thoroughly before applying lipstick.",,positive,,,,,
"Photos are for coin receipt purposes only, overseas products may take a while to deliver",,,,,,negative,
"Very pretty lipstick, took a while to prepare, reasonable price ?",,,,positive,,negative,
"Fast delivery, carefully packaged. The shape looks very nice, the quality is okay for the price. Will support the shop in the future ?",,,,positive,,positive,positive
The quality is nice and cheap,,positive,,positive,,,
Uses: tOtso Texture: huhc Color fastness: ok Hfuffufkdufjjvk kgigrgikbbugdu ogvvcjdytsifvjg icvivf,positive,neutral,,,,,
"Product quality is okay, I like the quality of the lipstick, the packaging looks very luxurious",,positive,,,,,
"Amazingly beautiful lipstick, always thick and beautiful, fast delivery, environmentally friendly shipper",,,,,,positive,
"Uses: Beauty Texture: beautiful Color fastness: sour Fast delivery, the sweet smell of candy lipstick is very pleasant, for someone with rhinitis like me, the smell is unbearable, but for me it's different, the lipstick is smooth and sturdy. Sure, there is an anti-counterfeit team. As for durability, I don't know too cool",neutral,positive,positive,,,positive,
The lipstick color is pretty but fades quickly. But still two beautiful nude colors,negative,,,,positive,,
"The goods arrived relatively quickly, the price is cheap, the color is quite pretty",,,,positive,positive,positive,
"Beautiful lipstick, good color, fragrant, smooth and easy to spread, fast delivery, low price",,positive,positive,positive,positive,positive,
"Bought right on sale so it was cheap, bought on 12/12 but received the product on 12/20, fast delivery, cheap price",,,,positive,,positive,
"The lipstick is smaller than I thought, the texture is smooth but my friend and I ordered 3c but I don't understand why this lipstick has a pink lipstick.",,positive,,,neutral,,
"Great product quality, fast delivery, very well packaged by the store. Will support in the near future. nnn",,,,,,positive,positive
"Images are for coin recognition purposes only, not related to the product or seller ? . Shop has good service, good product quality, good delivery, good packaging, good shipping, shopee is not good, my hands are tired to get 200 cents. shopee ?",,,,,,positive,positive
This is the second time I bought it. The color is beautiful and it of chocolate. I recommend buying it,,,positive,,positive,,
The lipstick color is quite beautiful and this delivery will take a long time. I will continue to support the shop ?,,,,,positive,negative,
"The lipstick color is very beautiful, fast delivery, ?",,,,,positive,positive,
"The lipstick is so pretty, the color is beautiful but it's a bit small, the amount to use is small. Overall, it's worth buying ?",,,,positive,positive,,
Texture: min cream. Me new . The nose is blue Color fastness: no li. Hurry up and do it Delivery takes about 8 days. It goes by so fast. Beautiful color. Smooth lips,negative,positive,positive,,positive,neutral,
"Uses: slightly dry Texture: okay Color fastness: long lasting, good color adhesion The first time I used it, the lipstick quality was strange but beautiful",positive,positive,,,,,
"It's very pretty, I applied the code with the flash sale so it's also cheap. Shipped 3 days early for the event, very satisfied",,,,positive,,positive,
Delivery took quite a while because the goods were from abroad but the quality is good,,,,,,negative,
"Packaged carefully, the lipstick is very beautiful, I like it very much",,,,,,,positive
"Super great product quality, fast delivery, suitable for the price",,,,positive,,positive,
The lipstick color is super beautiful and goes on quite smoothly,,positive,,,positive,,
"Hey, the lipstick is very pretty, everyone. It's so cheap on sale",,,,positive,,,
"I moisturized before applying but my lips were still dry and exposed. In general, I bought it for 69k per stick so I shouldn't have asked for much but I'm a bit disappointed, the seller packaged the product very carefully.",,negative,,positive,,,positive
"Texture: jd Color fastness: good Extremely fast delivery, genuine, beautiful color, well packaged",positive,neutral,,,positive,positive,positive
"The lipstick looks really good, test it out and replace it with a beautiful color, just install it every 2 weeks.",,positive,,,positive,negative,
"The lipstick color is great, and the lips are soft too Extremely satisfied >>>><<<<",,positive,,,positive,,
The color is also quite good. fast delivery. thank shop…,,,,,positive,positive,
Fast delivery. Has stamp. Pack carefully.,,,,,,positive,positive
"The lipstick is ok for the price, my skin is a bit dark so I chose a darker color to make it look pretty Every delivery time is too long",,,,positive,positive,negative,
"Beautiful products, well packaged, overall very good, excellent ? I really like this shop's products",,,,,,,positive
"Pretty lipstick off the table It like chocolate, mnnn So buy it quickly",,,positive,,,,
"Excellent product quality, beautiful and sturdy packaging, fast delivery time",,,,,,positive,positive
"Cheap, genuine lipstick on sale, carefully packaged. Bbia has beautiful color and lasts a long time",positive,,,positive,positive,,positive
"The lipstick color is exactly like the picture, the lipstick is heavy in the hand, I really like the lipstick so good, I like this line better than merzy hehe the matte style is smoother and it doesn't dry out my lips at all. The shop also carefully wrapped the package with adhesive tape to see if the product was cut or not. Delivery took a bit long by the shipper, but I'm satisfied with the delivery",positive,positive,positive,,positive,negative,positive
"The color 18 is quite beautiful, but when I applied 17, it turned pink like wine. The design is quite beautiful but the velvet on the lid easily peels off.",,,,,neutral,,
"Beautiful product, fast delivery time, very carefully packaged product",,,,,,positive,positive
Photos and videos are for coin recognition purposes only! Very beautiful color on lips and very skin,,,,,positive,,
The lipstick like chocolate and the quality is ok but the lipstick doesn't last long. I only use it when taking pictures of clothes,negative,positive,positive,,,,
"Beautiful color lipstick, smaller lipstick than I thought. Super cheap price and fast shipping",,,,positive,positive,positive,
Received all goods. I haven't used it yet so I don't know how it works. The packaging is a bit sketchy but the product is beautiful,,,,,,,negative
The shop is so cute. I ordered during the pandemic so shipping took a while. The shop sent a thank you letter and also gave away 1 more bar,,,,,,negative,
"The lipstick color is beautiful but you should use makeup to look pretty with this color, but on a bare face you should choose a brighter color",,,,,positive,,
"This lipstick brand is very good for me, guys, the adhesion is quite good, the color is very pretty, I like it with any combination and it's so beautiful, the delivery is also fast, it has the smell of Italian flowers, faintly faint, overall it's a quality product, you should buy it!",positive,,positive,,positive,positive,
"The color is as pictured, but the bar is smaller than I expected, and the scent is like chocolate",,,positive,,positive,,
"The product looks like the picture. When I received it, I was a bit surprised because it was smaller than I thought The lipstick has a very fragrant chocolate scent, the lipstick color is the same as the picture, it applies quite nicely but it is easy to wear off and a bit dry on the lips. In general, the price is too reasonable: 3",negative,negative,positive,positive,positive,,
The lipstick has a nice color and beautiful packaging. The delivery guy delivered it to the wrong house and didn't consider the order. I lost 2 lipsticks.,,,,,positive,negative,
"The lipstick is smooth and doesn't dry out your lips, but it doesn't spread easily, but it's still ok",,positive,,,,,
Delivery is super fast. Pack carefully. The image is for the purpose of receiving coins,,,,,,positive,positive
The color is smooth and beautiful Will support …,,positive,,,positive,,
"I really like this lipstick, but I like other colors, I know that, lol",positive,,,,negative,,
"Fast delivery time, very careful packaging, buy 2 lipsticks and get an extra gift from the store…",,,,,,positive,positive
"cheap, beautiful, beautiful color, high date :))) international products, so shipping takes a long time, but the quality is super okeeee, my friends:> the lipstick shell is beautiful, super quality, the lipstick is a bit matte, adheres well, doesn't smell at all fragrant :)))",positive,positive,negative,positive,positive,negative,
"I bought this type from this shop twice. The lipstick is smooth, fragrant, and the color is ok. Packaged securely. The shop's service is very good. Fast delivery. It's worth the money. Should buy!",,positive,positive,positive,positive,positive,positive
"It took a while to receive the goods, but the packaging was very careful, the lipstick color is very beautiful and not picky about the skin. Overall, I like it!",,,,,positive,negative,positive
The lipstick a bit like chocolate and the lipstick is quite smooth but seems a bit powdery,,neutral,positive,,,,
"Both colors of lipstick are beautiful and fragrant. When you apply lipstick, you always want to lick it all off",,,positive,,positive,,
"Max lipstick color is beautiful everyone, you should buy it",,,,,positive,,
"Genuine product so feel secure about the product, the lipstick color is beautifulpppppp",,,,,positive,,
"The shipping service took 2 weeks to receive the goods, but when I opened it, I saw that I received 1 more tube as a gift, so I was quite happy, even though I received the color as a gift, I couldn't use it.",,,,,negative,negative,
"I received the goods and wrapped them carefully. The packaging and labels are very good, I'm busy so I haven't tested the color yet",,,,,neutral,,positive
"Lipstick is a bit dry, color is ok, color retention is good",positive,negative,,,positive,,
"Received the lipstick, I love it every time I buy it, every color is beautiful, it brightens up my lips really well, and I also got a free eye mask. Will support this shop many times.",,,,,positive,,
"I love touching the lipstick case so much! The red-brown color is so beautiful. The color is like the one on the price. Like this, it fades quickly and you have to apply it right away or you won't be able to get it right :(",negative,neutral,,positive,positive,,
Good product. Fragrance. Matte lipstick. Far away so delivery took a bit longer. Pack carefully,positive,,positive,,,negative,positive
Son really likes it. Soft yet stubborn lips. Generally satisfied,positive,positive,,,,,
