data,stayingpower,texture,smell,price,colour,shipping,packing,text_clean,signature
"Fast delivery, smooth lipstick quality, cheap price for sale, will support shopp more",,positive,,positive,,positive,,"fast delivery, smooth lipstick quality, cheap price for sale, will support shopp more",stayingpower:na|texture:positive|smell:na|price:positive|colour:na|shipping:positive|packing:na
"The lipstick color is super pretty, color 405 above and 402 below. I saw the swatch shop vid saying that 405 will be picky about skin color but I don't think that's the case ?? color 405 is very bright on the skin, dark skin can use it too, the lipstick has a crazy strawberry scent, I like it.",,,positive,,positive,,,"the lipstick color is super pretty, color 405 above and 402 below. i saw the swatch shop vid saying that 405 will be picky about skin color but i don't think that's the case ?? color 405 is very bright on the skin, dark skin can use it too, the lipstick has a crazy strawberry scent, i like it.",stayingpower:na|texture:na|smell:positive|price:na|colour:positive|shipping:na|packing:na
"Good product, worth the money to buy. Shop doesn't respond to messages very often due to the pandemic, so delivery takes a while, so when the shipper calls, I don't even know when I placed the order. The shipper is friendly and approachable. In short, the product is good. I have a chance to order from the shop again.",,,,positive,,neutral,,"good product, worth the money to buy. shop doesn't respond to messages very often due to the pandemic, so delivery takes a while, so when the shipper calls, i don't even know when i placed the order. the shipper is friendly and approachable. in short, the product is good. i have a chance to order from the shop again.",stayingpower:na|texture:na|smell:na|price:positive|colour:na|shipping:neutral|packing:na
"Product quality is good, looks very nice, packaged securely!!!!",,,,,,,positive,"product quality is good, looks very nice, packaged securely!!!!",stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:na|packing:positive
"Shop delivered super fast, just ordered 1 day and already received the goods. The packaging is super cool",,,,,,positive,positive,"shop delivered super fast, just ordered 1 day and already received the goods. the packaging is super cool",stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:positive|packing:positive
"Beautiful lipstick, perfect color, soft lips...",,positive,,,positive,,,"beautiful lipstick, perfect color, soft lips...",stayingpower:na|texture:positive|smell:na|price:na|colour:positive|shipping:na|packing:na
"Good product, exactly as pictured. Fast delivery, store delivered correctly. Quality products",,,,,,positive,,"good product, exactly as pictured. fast delivery, store delivered correctly. quality products",stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:positive|packing:na
"The lipstick color is exactly like the picture, it's very beautiful, shop, the service and shipping is also ok",,,,,positive,positive,,"the lipstick color is exactly like the picture, it's very beautiful, shop, the service and shipping is also ok",stayingpower:na|texture:na|smell:na|price:na|colour:positive|shipping:positive|packing:na
"How many days have I been waiting for my true love to come back to me hihi ????????????????????
Super quality lipstick just like Korean lipstick ????????????
Mall products buy 1 get 1 free, super quality, beautiful from package to lipstick case ??????????
FOCALLURE does not disappoint the fastidious ladies ??
I hope the shop buys and sells well ??????????????????????????",,positive,,positive,,,,"how many days have i been waiting for my true love to come back to me hihi ???????????????????? super quality lipstick just like korean lipstick ???????????? mall products buy 1 get 1 free, super quality, beautiful from package to lipstick case ?????????? focallure does not disappoint the fastidious ladies ?? i hope the shop buys and sells well ??????????????????????????",stayingpower:na|texture:positive|smell:na|price:positive|colour:na|shipping:na|packing:na
The color is not very even.. it's fragrant... smooth... beautiful... I like it... because of the price I can't ask for it??,,positive,positive,positive,negative,,,the color is not very even.. it's fragrant... smooth... beautiful... i like it... because of the price i can't ask for it??,stayingpower:na|texture:positive|smell:positive|price:positive|colour:negative|shipping:na|packing:na
"Son ok. International goods may take a while to deliver. 
Five starsoooooooo
Next time will buy again",,,,,,negative,,son ok. international goods may take a while to deliver. five starsoooooooo next time will buy again,stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:negative|packing:na
Pack carefully. The lipstick smell is a bit strong. Beautiful color. The lipstick quality is also good. Cheap price,,positive,negative,positive,positive,,positive,pack carefully. the lipstick smell is a bit strong. beautiful color. the lipstick quality is also good. cheap price,stayingpower:na|texture:positive|smell:negative|price:positive|colour:positive|shipping:na|packing:positive
"The lipstick hasn't been tested yet, but when I first opened it, it smells like candy and the color of the lipstick is amazing. No need to say anything else. It's excellent",,,positive,,positive,,,"the lipstick hasn't been tested yet, but when i first opened it, it smells like candy and the color of the lipstick is amazing. no need to say anything else. it's excellent",stayingpower:na|texture:na|smell:positive|price:na|colour:positive|shipping:na|packing:na
"Very nice, genuine product, very smooth lipstick, worth buying ????",,positive,,,,,,"very nice, genuine product, very smooth lipstick, worth buying ????",stayingpower:na|texture:positive|smell:na|price:na|colour:na|shipping:na|packing:na
"Fast delivery
Genuine lipstick so quite trustworthy
Will come back to buy again",,,,,,positive,,fast delivery genuine lipstick so quite trustworthy will come back to buy again,stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:positive|packing:na
"Pack the product securely....
Lipstick quality okelaaaaaaaaa....",,positive,,,,,positive,pack the product securely.... lipstick quality okelaaaaaaaaa....,stayingpower:na|texture:positive|smell:na|price:na|colour:na|shipping:na|packing:positive
"The lipstick is soft and beautiful, so I don't like it and will buy it again after a long time",,positive,,,,negative,,"the lipstick is soft and beautiful, so i don't like it and will buy it again after a long time",stayingpower:na|texture:positive|smell:na|price:na|colour:na|shipping:negative|packing:na
"Extremely beautiful lipstick color on smooth lips, even if applied in many layers, it still looks beautiful, carefully packaged",,positive,,,positive,,positive,"extremely beautiful lipstick color on smooth lips, even if applied in many layers, it still looks beautiful, carefully packaged",stayingpower:na|texture:positive|smell:na|price:na|colour:positive|shipping:na|packing:positive
"Texture: solid
Color fastness: not matte
Very satisfied ??
Thank you shop",negative,positive,,,,,,texture: solid color fastness: not matte very satisfied ?? thank you shop,stayingpower:negative|texture:positive|smell:na|price:na|colour:na|shipping:na|packing:na
"The lipstick is aaaaaaaaa beautiful
Thommmmm
The quality is very smoothmmmm
Fast deliveryhhhhhhhhhhhhhhh
? ?????",,positive,positive,,,positive,,the lipstick is aaaaaaaaa beautiful thommmmm the quality is very smoothmmmm fast deliveryhhhhhhhhhhhhhhh ? ?????,stayingpower:na|texture:positive|smell:positive|price:na|colour:na|shipping:positive|packing:na
"Bought lipstick as lip base. It hits my lips a lot
I really like it ??",,positive,,,,,,bought lipstick as lip base. it hits my lips a lot i really like it ??,stayingpower:na|texture:positive|smell:na|price:na|colour:na|shipping:na|packing:na
"The lipstick was delivered according to the store code, carefully packaged and the lipstick looks quite good but I found my lips a bit dry because it is a matte lipstick.",positive,negative,,,,positive,positive,"the lipstick was delivered according to the store code, carefully packaged and the lipstick looks quite good but i found my lips a bit dry because it is a matte lipstick.",stayingpower:positive|texture:negative|smell:na|price:na|colour:na|shipping:positive|packing:positive
"I tried it and found it to be ok, but the color on my lips isn't perfect, but I should buy it and it's very cheap",,,,positive,negative,,,"i tried it and found it to be ok, but the color on my lips isn't perfect, but i should buy it and it's very cheap",stayingpower:na|texture:na|smell:na|price:positive|colour:negative|shipping:na|packing:na
"Smells great.... color is not always pretty, quality packaging, delivery took a while but very satisfied",,,positive,,positive,negative,positive,"smells great.... color is not always pretty, quality packaging, delivery took a while but very satisfied",stayingpower:na|texture:na|smell:positive|price:na|colour:positive|shipping:negative|packing:positive
"Beautiful design, fast delivery. Haven't used it yet so don't know how the quality is.",,,,,,positive,,"beautiful design, fast delivery. haven't used it yet so don't know how the quality is.",stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:positive|packing:na
"I used one of these before, now I bought another one for my colleague. The quality is still the same, the lipstick has a smooth, matte color, a bit powdery, if you eat it, it will wash off and have to be reapplied, but the lipstick doesn't stain the color back. Anyone who is white will look beautiful, but if they have light skin or no makeup, they won't be very pretty",negative,positive,,,neutral,,,"i used one of these before, now i bought another one for my colleague. the quality is still the same, the lipstick has a smooth, matte color, a bit powdery, if you eat it, it will wash off and have to be reapplied, but the lipstick doesn't stain the color back. anyone who is white will look beautiful, but if they have light skin or no makeup, they won't be very pretty",stayingpower:negative|texture:positive|smell:na|price:na|colour:neutral|shipping:na|packing:na
"Product quality is okay, I like the quality of the lipstick, the packaging looks very luxurious",,positive,,,,,,"product quality is okay, i like the quality of the lipstick, the packaging looks very luxurious",stayingpower:na|texture:positive|smell:na|price:na|colour:na|shipping:na|packing:na
"I didn't think lipstick would be so beautiful. Smooth lipstick, apply on lips dsc. This is the first domestic lipstick that I like so much. (Video is for coin collection purposes only)",,positive,,,,,,"i didn't think lipstick would be so beautiful. smooth lipstick, apply on lips dsc. this is the first domestic lipstick that i like so much. (video is for coin collection purposes only)",stayingpower:na|texture:positive|smell:na|price:na|colour:na|shipping:na|packing:na
"The goods are well packaged, it takes a while to open but it is from the domestic store but very trustworthy",,,,,,,positive,"the goods are well packaged, it takes a while to open but it is from the domestic store but very trustworthy",stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:na|packing:positive
"Fast delivery time, sturdy product packaging, slightly different color.",,,,,negative,positive,positive,"fast delivery time, sturdy product packaging, slightly different color.",stayingpower:na|texture:na|smell:na|price:na|colour:negative|shipping:positive|packing:positive
"In my opinion, the lipstick takes quite a long time to dry. Brushing can easily stick to your teeth. At this price, you can't ask for anything more. Shipping took quite a while.",,negative,,positive,,negative,,"in my opinion, the lipstick takes quite a long time to dry. brushing can easily stick to your teeth. at this price, you can't ask for anything more. shipping took quite a while.",stayingpower:na|texture:negative|smell:na|price:positive|colour:na|shipping:negative|packing:na
"The color of the lipstick has to be called top notch, so excellent",,,,,positive,,,"the color of the lipstick has to be called top notch, so excellent",stayingpower:na|texture:na|smell:na|price:na|colour:positive|shipping:na|packing:na
"Uses: lipstick
Structure: Carefully packaged
Color fastness: Excellent
Delivery took a while 
But the product quality is extremely excellent 
Eat color for a long time 
Cheap price",positive,,,positive,,negative,,uses: lipstick structure: carefully packaged color fastness: excellent delivery took a while but the product quality is extremely excellent eat color for a long time cheap price,stayingpower:positive|texture:na|smell:na|price:positive|colour:na|shipping:negative|packing:na
Lips need to be smooth to be able to apply them beautifully. Affordable prices for students,,neutral,,positive,,,,lips need to be smooth to be able to apply them beautifully. affordable prices for students,stayingpower:na|texture:neutral|smell:na|price:positive|colour:na|shipping:na|packing:na
The color comes out beautifully. The lipstick is smooth but a bit heavy on the lips. I'm bored with one lipstick and it's not matte :)) I apply it on my lips and then use a dry makeup remover cotton to wipe it off and it's gone?? but 2 of them are 99k and the price is so good. The store's packaging was so bad that it distorted the entire lipstick box,negative,neutral,,positive,positive,,negative,the color comes out beautifully. the lipstick is smooth but a bit heavy on the lips. i'm bored with one lipstick and it's not matte :)) i apply it on my lips and then use a dry makeup remover cotton to wipe it off and it's gone?? but 2 of them are 99k and the price is so good. the store's packaging was so bad that it distorted the entire lipstick box,stayingpower:negative|texture:neutral|smell:na|price:positive|colour:positive|shipping:na|packing:negative
"Beautiful, luxurious and smooth, you should buy it",,positive,,,,,,"beautiful, luxurious and smooth, you should buy it",stayingpower:na|texture:positive|smell:na|price:na|colour:na|shipping:na|packing:na
"Beautiful quality lipstick, everyone ??
Shipping took a while but it's beautiful??packaged nice and sturdy ^^",,,,,,negative,positive,"beautiful quality lipstick, everyone ?? shipping took a while but it's beautiful??packaged nice and sturdy ^^",stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:negative|packing:positive
"Uses: dEp
Texture: beautiful
Color fastness: beautiful
So beautifulaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",positive,positive,,,,,,uses: dep texture: beautiful color fastness: beautiful so beautifulaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,stayingpower:positive|texture:positive|smell:na|price:na|colour:na|shipping:na|packing:na
"Estimated delivery time for this product is 7-9 days

New version: Beautiful design, luxurious style. The quality of the lipstick has crazy reviews, super soft, super matte, popular colors that match fashion trends and are extremely beautiful
  Matte lipstick, very smooth on lips, keeps lips soft and smooth, difficult to fade when eating and drinking. But",positive,positive,,,,neutral,,"estimated delivery time for this product is 7-9 days new version: beautiful design, luxurious style. the quality of the lipstick has crazy reviews, super soft, super matte, popular colors that match fashion trends and are extremely beautiful matte lipstick, very smooth on lips, keeps lips soft and smooth, difficult to fade when eating and drinking. but",stayingpower:positive|texture:positive|smell:na|price:na|colour:na|shipping:neutral|packing:na
"International product but very fast delivery, beautiful lipstick color but wears off quickly.",negative,,,,positive,positive,,"international product but very fast delivery, beautiful lipstick color but wears off quickly.",stayingpower:negative|texture:na|smell:na|price:na|colour:positive|shipping:positive|packing:na
"Uses: tOt
Texture: beautiful
Color fastness: good chuytfghuuytrddssethjkjhgfddfgggghhjkkkjjhggrf",positive,positive,,,,,,uses: tot texture: beautiful color fastness: good chuytfghuuytrddssethjkjhgfddfgggghhjkkkjjhggrf,stayingpower:positive|texture:positive|smell:na|price:na|colour:na|shipping:na|packing:na
"The color is so beautiful, everyone. The color is true to the lips. It's more beautiful than on the model. hehe.",,,,,positive,,,"the color is so beautiful, everyone. the color is true to the lips. it's more beautiful than on the model. hehe.",stayingpower:na|texture:na|smell:na|price:na|colour:positive|shipping:na|packing:na
"The lipstick has a beautiful, smooth color and looks really nice, but it dries so quickly hicccccccc",,negative,,,positive,,,"the lipstick has a beautiful, smooth color and looks really nice, but it dries so quickly hicccccccc",stayingpower:na|texture:negative|smell:na|price:na|colour:positive|shipping:na|packing:na
"The lipstick has a light scent and applies smoothly but I don't think it's very matte. Good value for money, everyone ????????",negative,positive,positive,positive,,,,"the lipstick has a light scent and applies smoothly but i don't think it's very matte. good value for money, everyone ????????",stayingpower:negative|texture:positive|smell:positive|price:positive|colour:na|shipping:na|packing:na
Bought as a gift so haven't tried the lipstick color yet ????????????????????????????????shop packed very carefully,,,,,neutral,,positive,bought as a gift so haven't tried the lipstick color yet ????????????????????????????????shop packed very carefully,stayingpower:na|texture:na|smell:na|price:na|colour:neutral|shipping:na|packing:positive
"Color 302 is beautiful, delivered according to model
But for some reason, color 203 is lotus pink
Fragrant smell",,,positive,,positive,neutral,,"color 302 is beautiful, delivered according to model but for some reason, color 203 is lotus pink fragrant smell",stayingpower:na|texture:na|smell:positive|price:na|colour:positive|shipping:neutral|packing:na
"Despite the translation, the delivery time is quite fast, the lipstick has a very strong chocolate scent, when swatched on the hand the color is quite standard, similar to the picture (on the hand there is more red than in the photo) but when applied to the lips it leans more towards orange, overall it's okay but not very satisfied :(",,,neutral,,neutral,positive,,"despite the translation, the delivery time is quite fast, the lipstick has a very strong chocolate scent, when swatched on the hand the color is quite standard, similar to the picture (on the hand there is more red than in the photo) but when applied to the lips it leans more towards orange, overall it's okay but not very satisfied :(",stayingpower:na|texture:na|smell:neutral|price:na|colour:neutral|shipping:positive|packing:na
The color is a bit different from me. I bought 4 colors so I tried them out once.,,,,,negative,,,the color is a bit different from me. i bought 4 colors so i tried them out once.,stayingpower:na|texture:na|smell:na|price:na|colour:negative|shipping:na|packing:na
"Buy a lot of products from this shop, very good quality, beautiful colors, I will support the shop a lot",,,,,positive,,,"buy a lot of products from this shop, very good quality, beautiful colors, i will support the shop a lot",stayingpower:na|texture:na|smell:na|price:na|colour:positive|shipping:na|packing:na
"I bought the lipstick twice from this shop. It's very fragrant and applies smoothly. So pretty...worth the money hihi
I booked for her so I couldn't take pictures, pictures and videos are just to receive coins hiiiii",,positive,positive,positive,,,,"i bought the lipstick twice from this shop. it's very fragrant and applies smoothly. so pretty...worth the money hihi i booked for her so i couldn't take pictures, pictures and videos are just to receive coins hiiiii",stayingpower:na|texture:positive|smell:positive|price:positive|colour:na|shipping:na|packing:na
"Long delivery
Package carefully
Smooth lipstick 
Beautiful lipstick case
But not persistent",negative,positive,,,,negative,positive,long delivery package carefully smooth lipstick beautiful lipstick case but not persistent,stayingpower:negative|texture:positive|smell:na|price:na|colour:na|shipping:negative|packing:positive
Product quality is good and delivery time is a bit long.,,,,,,negative,,product quality is good and delivery time is a bit long.,stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:negative|packing:na
"Goods as pictured, beautiful colors, long-lasting matte, shop delivered relatively quickly",positive,,,,positive,positive,,"goods as pictured, beautiful colors, long-lasting matte, shop delivered relatively quickly",stayingpower:positive|texture:na|smell:na|price:na|colour:positive|shipping:positive|packing:na
"At this price, it's so cheap, beautiful design, super nice color but not sticky, easy to wear, sturdy structure, beautiful packaging, error-free goods, fast delivery, please close your order for Tet.",negative,,,positive,positive,positive,positive,"at this price, it's so cheap, beautiful design, super nice color but not sticky, easy to wear, sturdy structure, beautiful packaging, error-free goods, fast delivery, please close your order for tet.",stayingpower:negative|texture:na|smell:na|price:positive|colour:positive|shipping:positive|packing:positive
"The lipstick is quite clumpy and looks very bold, I think the lipstick is thick so it's not smooth",,negative,,,,,,"the lipstick is quite clumpy and looks very bold, i think the lipstick is thick so it's not smooth",stayingpower:na|texture:negative|smell:na|price:na|colour:na|shipping:na|packing:na
"The lipstick color is very beautiful, I like it... Next time I will continue to support...????????",,,,,positive,,,"the lipstick color is very beautiful, i like it... next time i will continue to support...????????",stayingpower:na|texture:na|smell:na|price:na|colour:positive|shipping:na|packing:na
"I really like the quality of the lipstick, it's very smooth, no powderiness. The quality of the lipstick is similar to some 1-200k Korean lipsticks. I think buying 2 lipsticks like this for 99k is a great deal",,positive,,positive,,,,"i really like the quality of the lipstick, it's very smooth, no powderiness. the quality of the lipstick is similar to some 1-200k korean lipsticks. i think buying 2 lipsticks like this for 99k is a great deal",stayingpower:na|texture:positive|smell:na|price:positive|colour:na|shipping:na|packing:na
"The lipstick is light on the lips, easy to spread without clumping, and the color is super pretty",,positive,,,positive,,,"the lipstick is light on the lips, easy to spread without clumping, and the color is super pretty",stayingpower:na|texture:positive|smell:na|price:na|colour:positive|shipping:na|packing:na
"Delivery is quite long
Color 402 is so pretty and doesn't dry out your lips",,negative,,,positive,negative,,delivery is quite long color 402 is so pretty and doesn't dry out your lips,stayingpower:na|texture:negative|smell:na|price:na|colour:positive|shipping:negative|packing:na
"Uses: msaf
I think the color is quite beautiful with skin tones. At first, I liked the slightly brown, orange-orange style, but this one is a bit brick-colored, but it's ok. When applied to the skin of the hands, the color is more accurate than the lips. If you want to get the right color, you must use a little concealer on your lips. The smoothness is ok",,positive,,,positive,,,"uses: msaf i think the color is quite beautiful with skin tones. at first, i liked the slightly brown, orange-orange style, but this one is a bit brick-colored, but it's ok. when applied to the skin of the hands, the color is more accurate than the lips. if you want to get the right color, you must use a little concealer on your lips. the smoothness is ok",stayingpower:na|texture:positive|smell:na|price:na|colour:positive|shipping:na|packing:na
"Uses: It's so beautiful, it's the right color, it's soft and your lips smell like chocolate!! should buy iteeeeee
Texture: rough and stained
Color fastness: okeeeelaaaaa verymmmm
International shipping takes a while, but it suits me very well. I use it very well",positive,positive,positive,,positive,negative,,"uses: it's so beautiful, it's the right color, it's soft and your lips smell like chocolate!! should buy iteeeeee texture: rough and stained color fastness: okeeeelaaaaa verymmmm international shipping takes a while, but it suits me very well. i use it very well",stayingpower:positive|texture:positive|smell:positive|price:na|colour:positive|shipping:negative|packing:na
"Uses: Mild chocolate scent
Color fastness: long lasting
Affordable product, good quality, fast delivery, meticulously and carefully packaged by the shop. In addition, there is a very nice thank you card from the shop. Luxurious product with perfect color on lips. This is the second time I have purchased products from the shop. Trust me so I will support you for a long time. Hope the shop has more new and quality models.",positive,,positive,positive,positive,positive,positive,"uses: mild chocolate scent color fastness: long lasting affordable product, good quality, fast delivery, meticulously and carefully packaged by the shop. in addition, there is a very nice thank you card from the shop. luxurious product with perfect color on lips. this is the second time i have purchased products from the shop. trust me so i will support you for a long time. hope the shop has more new and quality models.",stayingpower:positive|texture:na|smell:positive|price:positive|colour:positive|shipping:positive|packing:positive
"Colors 24 and 25 are excellent
It's so worth it
Makes lips soft and smooth without drying them out
The color is quite standard
Keep the color at an average level
It doesn't take too long to still have to reapply lipstick 
But I still love using Bbia because the lipstick quality and color are always top notch",neutral,positive,,,positive,,,colors 24 and 25 are excellent it's so worth it makes lips soft and smooth without drying them out the color is quite standard keep the color at an average level it doesn't take too long to still have to reapply lipstick but i still love using bbia because the lipstick quality and color are always top notch,stayingpower:neutral|texture:positive|smell:na|price:na|colour:positive|shipping:na|packing:na
"The lipstick is exactly luxurious-genuine-smooth:33
The color is beautiful and it's so smooth
Fast deliveryhhhhhh
Packaged securely:33",,positive,,,positive,positive,positive,the lipstick is exactly luxurious-genuine-smooth:33 the color is beautiful and it's so smooth fast deliveryhhhhhh packaged securely:33,stayingpower:na|texture:positive|smell:na|price:na|colour:positive|shipping:positive|packing:positive
"Delivery took quite a while due to the epidemic, lipstick quality is quite ok. However, every time I take out lipstick, it sticks to my head.",,positive,,,,negative,,"delivery took quite a while due to the epidemic, lipstick quality is quite ok. however, every time i take out lipstick, it sticks to my head.",stayingpower:na|texture:positive|smell:na|price:na|colour:na|shipping:negative|packing:na
"It's the color in the middle (watch my video and see if it's orange, it's so confusing)~~~ . Vx I have to evaluate the order before I buy it so I'm afraid to erase it. The goods are ok. You should buy it and beat it until it's smooth and beautiful (light chocolate smell, everyone).",,positive,neutral,,negative,,,"it's the color in the middle (watch my video and see if it's orange, it's so confusing)~~~ . vx i have to evaluate the order before i buy it so i'm afraid to erase it. the goods are ok. you should buy it and beat it until it's smooth and beautiful (light chocolate smell, everyone).",stayingpower:na|texture:positive|smell:neutral|price:na|colour:negative|shipping:na|packing:na
Love it lunnnn the color is like the color of soft lips,,positive,positive,,positive,,,love it lunnnn the color is like the color of soft lips,stayingpower:na|texture:positive|smell:positive|price:na|colour:positive|shipping:na|packing:na
"International delivery is quite fast, about 9-10 days. 
Goods are ok, good value for money",,,,positive,,positive,,"international delivery is quite fast, about 9-10 days. goods are ok, good value for money",stayingpower:na|texture:na|smell:na|price:positive|colour:na|shipping:positive|packing:na
"I bought it as a gift for my girlfriend so I don't know the quality of the product, but it was packaged quite carefully and professionally.",,,,,,,positive,"i bought it as a gift for my girlfriend so i don't know the quality of the product, but it was packaged quite carefully and professionally.",stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:na|packing:positive
"The product is good, the color is a bit light, not very smooth on the lips. Overall okay, reasonable price",,negative,,positive,negative,,,"the product is good, the color is a bit light, not very smooth on the lips. overall okay, reasonable price",stayingpower:na|texture:negative|smell:na|price:positive|colour:negative|shipping:na|packing:na
The lipstick is soft and has perfect color. Too cheap compared to quality ????????,,positive,,positive,positive,,,the lipstick is soft and has perfect color. too cheap compared to quality ????????,stayingpower:na|texture:positive|smell:na|price:positive|colour:positive|shipping:na|packing:na
"The lipstick color is so beautiful, I'm still in service and the delivery is super fast, I will continue to support ??videos and pictures are unrelated, I bought it as a gift so I forgot to take a photo",,,,,positive,positive,,"the lipstick color is so beautiful, i'm still in service and the delivery is super fast, i will continue to support ??videos and pictures are unrelated, i bought it as a gift so i forgot to take a photo",stayingpower:na|texture:na|smell:na|price:na|colour:positive|shipping:positive|packing:na
"Images and videos are for coin-receipt purposes
Product quality is very good
Very worth the money
Don't waste your time waiting",,,,positive,,,,images and videos are for coin-receipt purposes product quality is very good very worth the money don't waste your time waiting,stayingpower:na|texture:na|smell:na|price:positive|colour:na|shipping:na|packing:na
Fast delivery. Very nice packaging. The product is worth trying .okkkk,,,,,,positive,positive,fast delivery. very nice packaging. the product is worth trying .okkkk,stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:positive|packing:positive
The lipstick has a beautiful color and is matte on the lips. Next time will support the next group,positive,,,,positive,,,the lipstick has a beautiful color and is matte on the lips. next time will support the next group,stayingpower:positive|texture:na|smell:na|price:na|colour:positive|shipping:na|packing:na
"Good product, works well, cheap price, overall good to buy!!?.:;)'????",,,,positive,,,,"good product, works well, cheap price, overall good to buy!!?.:;)'????",stayingpower:na|texture:na|smell:na|price:positive|colour:na|shipping:na|packing:na
"The shop carefully packages the goods.
Shipping during the pandemic season takes about 1 week to receive the goods.
The product looks the same as in the photo. It's so beautiful that I haven't dared to test it to see how good the lipstick is.",,,,,,neutral,positive,the shop carefully packages the goods. shipping during the pandemic season takes about 1 week to receive the goods. the product looks the same as in the photo. it's so beautiful that i haven't dared to test it to see how good the lipstick is.,stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:neutral|packing:positive
"The store delivered quickly and adequately. I checked the auth standard, but the quality of the product needs to be used more to see the effectiveness",,,,,,positive,,"the store delivered quickly and adequately. i checked the auth standard, but the quality of the product needs to be used more to see the effectiveness",stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:positive|packing:na
"Super fast delivery, I ordered at 4:00 a.m. on December 17. The next day, the day after noon, it was delivered to me and I picked it up.
Talking about the product, it's great, there's no debate 
great 100 VND?????",,,,,,positive,,"super fast delivery, i ordered at 4:00 a.m. on december 17. the next day, the day after noon, it was delivered to me and i picked it up. talking about the product, it's great, there's no debate great 100 vnd?????",stayingpower:na|texture:na|smell:na|price:na|colour:na|shipping:positive|packing:na
"The store's delivery took a long time. Due to the epidemic, I can understand. The lipstick color is very beautiful, applied on the lips very soft and not clumpy?",,positive,,,positive,neutral,,"the store's delivery took a long time. due to the epidemic, i can understand. the lipstick color is very beautiful, applied on the lips very soft and not clumpy?",stayingpower:na|texture:positive|smell:na|price:na|colour:positive|shipping:neutral|packing:na
"Beautiful smooth color, value for money",,positive,,positive,positive,,,"beautiful smooth color, value for money",stayingpower:na|texture:positive|smell:na|price:positive|colour:positive|shipping:na|packing:na
