data,stayingpower,texture,smell,price,colour,shipping,packing
Nothing special about the texture. You pay a standard price for a standard product.,,neutral,,neutral,,,
The smell is a bit weird. Price is consistent with the market.,,,negative,neutral,,,
It arrived safely wrapped in bubble wrap. The cost is reasonable.,,,,neutral,,,positive
The pigment is okay. It's a budget lipstick so don't expect high-end performance.,,,,neutral,neutral,,
"Shipping was a bit slow. The price is average, nothing to shout about.",,,,neutral,,negative,
Texture is creamy. Price is fine.,,positive,,neutral,,,
"It is what it is, a cheap lip gloss. The price reflects the basic quality.",,,,neutral,,,
The color is vibrant. I bought it because the price is just right.,,,,neutral,positive,,
"The lipstick broke easily. But for this money, I can't be too angry.",,,,neutral,,,negative
Smells like chocolate. The price is typical for this brand.,,,positive,neutral,,,
It dries quickly on the lips. The price is suitable for teenagers.,,,,neutral,,,
Standard delivery time. The price is neither high nor low.,,,,neutral,,neutral,
The color matches the ad. Price is fair.,,,,neutral,positive,,
"Packaging is just a cardboard box. You pay for the product, not the box, so the price is fine.",,,,neutral,,,neutral
It lasts about 4 hours. Good enough for the price.,neutral,,,neutral,,,
The texture is a bit thick. But it is a cheap buy so it's acceptable.,,neutral,,neutral,,,
"No smell, which is good. The price is standard retail price.",,,positive,neutral,,,
"I bought it on a small sale, but the price is basically the usual amount.",,,,neutral,,,
The color is not very pigmented. It is appropriate quality for the low price.,,,,neutral,negative,,
Shipping was fast and packed well. Price is reasonable.,,,,neutral,,positive,positive
It feels light on lips. The price is justifiable.,,positive,,neutral,,,
"The cap is loose. For the price, I suppose defects happen.",,,,neutral,,,negative
Staying power is okay. The price is average.,neutral,,,neutral,,,
Pretty color. The price is what you would expect for a local brand.,,,,neutral,positive,,
"The lipstick color looks fine on the lips, the texture is smooth, and for this price it feels reasonable.",,positive,,neutral,neutral,,
"The smell is a bit strong for me, but you get what you pay for at this price.",,,negative,neutral,,,
"The color is nice but it does not last very long, which is understandable for this price.",negative,,,neutral,positive,,
"The lipstick feels a bit dry on the lips, but the price matches the quality.",,negative,,neutral,,,
"The color payoff is average, and for the price it is acceptable.",,,,neutral,neutral,,
"The smell is light and pleasant, and you get what you pay for at this price.",,,positive,neutral,,,
"The lipstick applies evenly, the price is okay, but the staying power is just average.",neutral,positive,,neutral,,,
"Shipping took about a week, the packaging was fine, and the price is fair.",,,,neutral,,neutral,neutral
"The lipstick color is pretty, the texture is okay, and the price feels normal.",,neutral,,neutral,positive,,
"The smell is not very nice, but at this price it is acceptable.",,,negative,neutral,,,
"The lipstick fades after eating, but you get what you pay for at this price.",negative,,,neutral,,,
"The texture feels soft, the color is okay, and the price is reasonable.",,positive,,neutral,neutral,,
"The lipstick has almost no smell, and for this price that is fine.",,,neutral,neutral,,,
"The color looks different from the picture, but the price is still fair.",,,,neutral,negative,,
"The lipstick feels a bit heavy on the lips, but you get what you pay for.",,negative,,neutral,,,
"Shipping was fast, the lipstick arrived safely, and the price feels okay.",,,,neutral,,positive,positive
"The lipstick texture is average, the color is fine, and the price is acceptable.",,neutral,,neutral,neutral,,
"The smell is pleasant, but the lipstick does not last long, which is expected at this price.",negative,,positive,neutral,,,
"The color is suitable for daily use, and the price feels reasonable.",,,,neutral,positive,,
"The lipstick dries my lips a little, but you get what you pay for.",,negative,,neutral,,,
"The packaging is simple, shipping was okay, and the price is normal.",,,,neutral,,neutral,neutral
"The lipstick applies smoothly, but the color payoff is just average for this price.",,positive,,neutral,neutral,,
"The smell is a bit strange at first, but considering the price it is fine.",,,negative,neutral,,,
"The lipstick does not stay all day, but that is expected at this price.",negative,,,neutral,,,
"The texture is comfortable on the lips, and the price feels fair.",,positive,,neutral,,,
"The color is not very bright, but you get what you pay for.",,,,neutral,negative,,
"Shipping took a little longer, but the price is still reasonable.",,,,neutral,,negative,
"The lipstick smells fine, the texture is okay, and the price is acceptable.",,neutral,neutral,neutral,,,
"The color is beautiful, and for this price I think it is worth it.",,,,neutral,positive,,
"The lipstick feels slightly sticky, but the price explains the quality.",,negative,,neutral,,,
"The packaging is neat, the lipstick arrived well, and the price is fair.",,,,neutral,,,positive
"The lipstick has a soft texture, but the staying power is only average for this price.",neutral,positive,,neutral,,,
"The smell is very light, and you get what you pay for at this price.",,,neutral,neutral,,,
"The color looks good at first, but fades later, which is okay for this price.",negative,,,neutral,positive,,
"The lipstick feels light on the lips, and the price is reasonable.",,positive,,neutral,,,
"The color is simple, the texture is average, and the price feels normal.",,neutral,,neutral,neutral,,
"Shipping was quick, and for the price I have no complaints.",,,,neutral,,positive,
"The lipstick dries a bit after some time, but you get what you pay for.",,negative,,neutral,,,
"The smell is okay, the color is nice, and the price is fair.",,,neutral,neutral,positive,,
"The lipstick packaging is simple, but at this price it is acceptable.",,,,neutral,,,neutral
"The lipstick feels comfortable, but the color is just average for the price.",,positive,,neutral,neutral,,
"The smell is not great, but you get what you pay for.",,,negative,neutral,,,
"The lipstick arrived safely, shipping was normal, and the price is okay.",,,,neutral,,neutral,positive
"The color is suitable for everyday use, and the price feels reasonable.",,,,neutral,positive,,
"The lipstick does not last very long, but at this price it is acceptable.",negative,,,neutral,,,
"The texture is smooth, the smell is light, and the price feels fair.",,positive,neutral,neutral,,,
"The color is okay but the lipstick is dry, I guess you get what you pay for at this price.",,negative,,neutral,neutral,,
"Delivery was normal, took about 4 days. The price is standard for a matte lipstick.",,,,neutral,,neutral,
It smells a bit like plastic but the color is vibrant. The price is acceptable.,,,negative,neutral,positive,,
"The box was slightly crushed. The lipstick price is average, neither cheap nor expensive.",,,,neutral,,,negative
"Good texture, easy to apply. The price is fair for the quality.",,positive,,neutral,,,
"The color fades after eating, but for a cheap lipstick, it is understandable.",negative,,,neutral,,,
"I bought this because of the reviews, the price is reasonable. The smell is nice and sweet.",,,positive,neutral,,,
Shipping was fast. The price is the same as in the supermarket.,,,,neutral,,positive,
The shade is a bit different from the picture. Price is okay.,,,,neutral,negative,,
It feels heavy on the lips. Quality matches the low price.,,negative,,neutral,,,
"Standard packaging, nothing special. The price is market rate.",,,,neutral,,,neutral
The lipstick is smooth but doesn't stay long. Price is fitting for a daily use item.,negative,positive,,neutral,,,
Smell is too strong for me. The price is standard.,,,negative,neutral,,,
"The color is beautiful, very pigmented. The price is not a steal but it's okay.",,,,neutral,positive,,
Shipping took too long. The price is average.,,,,neutral,,negative,
"It is what it is, a budget lipstick. The price reflects the basic quality.",,,,neutral,,,
Texture is sticky. Price is bearable.,,negative,,neutral,,,
The packing was careful with bubble wrap. Price is consistent with other shops.,,,,neutral,,,positive
Nice color but drying. You pay for the brand name mostly.,,negative,,neutral,positive,,
It has no scent which I like. Price is a bit high but still within range.,,,positive,neutral,,,
The lipstick arrived intact. Price is normal.,,,,neutral,,,positive
"Staying power is okay, about 3 hours. Price is fair.",neutral,,,neutral,,,
The color is way lighter than expected. Price is average.,,,,neutral,negative,,
It applies smoothly. The cost is acceptable.,,positive,,neutral,,,
Shipping was fast but the packing was flimsy. Price is okay.,,,,neutral,,positive,negative
"The smell is nice, like peach. Price is what you expect.",,,positive,neutral,,,
"Not great, not bad. Price is standard for a tint.",,,,neutral,,,
The color is accurate. Price is reasonable for the size.,,,,neutral,positive,,
It dries my lips out. The price is cheap so I can't complain much.,,negative,,neutral,,,
Delivery took a week. Price is fair.,,,,neutral,,negative,
The cap is loose. Price is standard.,,,,neutral,,,negative
It stays on well enough. Price is average for this brand.,neutral,,,neutral,,,
Texture is creamy but heavy. Price is acceptable.,,neutral,,neutral,,,
The smell is chemical. You get what you pay for.,,,negative,neutral,,,
Color is pretty. Price is normal.,,,,neutral,positive,,
Shipping was quick. The price is not expensive but not cheap either.,,,,neutral,,positive,
The lipstick broke. Price is fair considering the material.,,,,neutral,,,negative
Smells sweet. Price is okay.,,,positive,neutral,,,
It fades fast. Price is standard.,negative,,,neutral,,,
The texture is fine. Price is reasonable.,,neutral,,neutral,,,
Packed well in a box. Price is average.,,,,neutral,,,positive
Color is dull. Price is what it is.,,,,neutral,negative,,
It is soft on the lips. Price is mid-range.,,positive,,neutral,,,
Shipping was delayed. Price is correct for the item.,,,,neutral,,negative,
The smell is nothing special. Price is standard.,,,neutral,neutral,,,
Packaging is cute. Price is okay.,,,,neutral,,,positive
Texture is clumpy. Price is fair for a discount item.,,negative,,neutral,,,
It transfers easily. Price is average.,negative,,,neutral,,,
The color is nice. Price is predictable.,,,,neutral,positive,,
Just a normal lipstick. Price is fine.,,,,neutral,,,
