data,stayingpower,texture,smell,price,colour,shipping,packing
"The texture feels slightly dry, and the price makes it disappointing.",,negative,,negative,,,
"The color suits my skin tone, but the price is not worth it.",,,,negative,positive,,
"The packaging is okay, but the price feels too much for such simple design.",,,,negative,,,neutral
"It does not have any special smell, and the price is still too high.",,,neutral,negative,,,
"The lipstick applies evenly, but the price is not reasonable.",,positive,,negative,,,
"The staying power is average, and the price makes it less appealing.",neutral,,,negative,,,
"The smell is slightly unpleasant, and the price feels too high.",,,negative,negative,,,
"The lipstick looks good at first, but the price is disappointing.",,,,negative,positive,,
"Shipping took longer than expected, and the price was still high.",,,,negative,,negative,
"The texture feels okay, but the price is too much for regular use.",,neutral,,negative,,,
"The color is not bad, but the price is not acceptable.",,,,negative,neutral,,
"It fades quickly on the lips, and the price makes it worse.",negative,,,negative,,,
"The lipstick has a smooth feel, but the price is still too expensive.",,positive,,negative,,,
"The smell is fine, yet the price does not match the product.",,,neutral,negative,,,
"The lipstick feels a bit rough, and the price is still too high.",,negative,,negative,,,
"The packaging looks decent, but the price is not reasonable.",,,,negative,,,neutral
"The color is wearable, but the price makes me hesitate to repurchase.",,,,negative,positive,,
"The lipstick arrived safely, but the price feels too high overall.",,,,negative,,neutral,positive
"The staying power is not great, and the price makes it disappointing.",negative,,,negative,,,
"The lipstick feels light, but the price is still higher than expected.",,positive,,negative,,,
"The smell is acceptable, but the price does not suit the quality.",,,neutral,negative,,,
"The texture is smooth and easy to apply, but the price is too high for a lipstick like this.",,positive,,negative,,,
"The color looks normal on the lips, but the price feels expensive compared to similar brands.",,,,negative,neutral,,
The lipstick does not last very long and the price is not reasonable for this quality.,negative,,,negative,,,
"The smell is acceptable, but the price is clearly higher than it should be.",,,neutral,negative,,,
The texture feels a bit dry on the lips and the price makes it disappointing.,,negative,,negative,,,
"I like the color, but the price is too expensive for everyday use.",,,,negative,positive,,
"The lipstick arrived on time, but the price is still quite high.",,,,negative,,neutral,
"The packaging looks fine, but the price is not suitable for the quality.",,,,negative,,,neutral
"The lipstick applies evenly, but the price is too high to repurchase.",,positive,,negative,,,
The color is not very flattering and the price makes it worse.,,,,negative,negative,,
"It fades quickly after eating, and the price is still quite expensive.",negative,,,negative,,,
"The texture is okay and not sticky, but the price is too much.",,neutral,,negative,,,
"The smell is quite nice, but the price feels overpriced.",,,positive,negative,,,
Shipping took longer than expected and the price was still high.,,,,negative,,negative,
"The lipstick feels light on the lips, but the price does not match.",,positive,,negative,,,
"The color payoff is average, and the price is too expensive.",,,,negative,neutral,,
The packaging is simple and the price feels too high overall.,,,,negative,,,neutral
"There is no strong smell, but the price is still not reasonable.",,,neutral,negative,,,
The lipstick feels heavy and the price makes it not worth it.,,negative,,negative,,,
"The shade is wearable, but the price is too high.",,,,negative,positive,,
"The product arrived safely, but the price is disappointing.",,,,negative,,neutral,positive
The performance is average and the price is higher than expected.,neutral,,,negative,,,
"The lipstick does not stay well, and the price makes it worse.",negative,,,negative,,,
"The texture feels soft, but the price is still too expensive.",,positive,,negative,,,
The smell is slightly unpleasant and the price does not help.,,,negative,negative,,,
"The lipstick looks fine, but the price feels too high.",,,,negative,neutral,,
"Shipping was quick, but the price is still expensive.",,,,negative,,positive,
"The texture feels dry after some time, and the price is too high.",,negative,,negative,,,
"The color matches the picture, but the price is not acceptable.",,,,negative,positive,,
"The packaging is okay, but the price is too much for it.",,,,negative,,,neutral
"There is no noticeable smell, but the price feels overpriced.",,,neutral,negative,,,
"The lipstick applies smoothly, but the price is too high.",,positive,,negative,,,
"The staying power is just okay, and the price is disappointing.",neutral,,,negative,,,
"The smell is not very nice, and the price is still high.",,,negative,negative,,,
"The lipstick looks good at first, but the price is too expensive.",,,,negative,positive,,
Shipping took a long time and the price was still high.,,,,negative,,negative,
"The texture feels average, but the price is too much.",,neutral,,negative,,,
"The color is okay, but the price makes it not worth buying.",,,,negative,neutral,,
"It wears off quickly, and the price is disappointing.",negative,,,negative,,,
"The lipstick feels comfortable, but the price is too high.",,positive,,negative,,,
"The smell is fine, yet the price does not match the product.",,,neutral,negative,,,
"The lipstick feels rough on the lips, and the price is too high.",,negative,,negative,,,
"The packaging is decent, but the price is not reasonable.",,,,negative,,,neutral
"The shade is suitable, but the price is too expensive.",,,,negative,positive,,
"The lipstick arrived in good condition, but the price is high.",,,,negative,,neutral,positive
"The staying power is weak, and the price makes it worse.",negative,,,negative,,,
"The lipstick feels light, but the price is still too high.",,positive,,negative,,,
"The price is too high for the quality, the lipstick feels dry on my lips and creates flakes.",,negative,,negative,,,
"I really like the color, it looks very natural, but honestly it is too expensive for such a small tube.",,,,negative,positive,,
Shipping fees were ridiculous and the product itself is overpriced compared to drug store brands.,,,,negative,,negative,
"The smell is terrible, like burning plastic, and I regret paying full price for this.",,,negative,negative,,,
"It fades away after just one hour, which is unacceptable given the high price tag.",negative,,,negative,,,
The packaging feels cheap and flimsy even though the lipstick cost a fortune.,,,,negative,,,negative
"The texture is smooth and easy to apply, but I won't buy it again because it's just too pricey.",,positive,,negative,,,
"Waste of money, the color doesn't match the picture at all.",,,,negative,negative,,
"Delivery was fast, but the price is barely acceptable for the tiny amount of product you get.",,,,negative,,positive,
"It is a decent lipstick but definitely overpriced, you can find similar quality for half the cost.",,,,negative,,,
"The lipstick broke as soon as I opened it, very disappointing for an expensive item.",,,,negative,,,negative
"It smells nice and fruity, but the price is a rip-off for a lip balm essentially.",,,positive,negative,,,
"The color is way too pale and the price is high, I expected better pigmentation.",,,,negative,negative,,
Shipping took 10 days and the shipping cost made the total price unreasonable.,,,,negative,,negative,
"The lipstick is sticky and heavy, totally not worth the 300k I paid.",,negative,,negative,,,
"Nice box, but the lipstick inside is small and expensive.",,,,negative,,,positive
"It lasts all day which is great, but the price point is just too steep for my budget.",positive,,,negative,,,
"I saw this cheaper at another shop, I feel like I wasted my money buying it here.",,,,negative,,,
"The smell is a bit weird and chemical, definitely not what you expect for this price.",,,negative,negative,,,
"The texture is clumpsy and hard to spread, waste of money.",,negative,,negative,,,
"Not worth the hype, the color is dull and the price is inflated.",,,,negative,negative,,
Shipping was quick but the product is smaller than expected and expensive.,,,,negative,,positive,
"The cap doesn't close properly, poor design for such an expensive brand.",,,,negative,,,negative
"It transfers everywhere when I drink water, not worth the money since it says transfer-proof.",negative,,,negative,,,
"Good color payoff, but I can't justify the price for everyday wear.",,,,negative,positive,,
"The texture is okay, not drying, but the price is too high for what it is.",,neutral,,negative,,,
It took forever to arrive and the shipping cost was almost as much as the lipstick.,,,,negative,,negative,
"Smells like cheap candy, not suitable for the expensive price tag.",,,negative,negative,,,
"The lipstick arrived melted, total waste of money.",,negative,,negative,,,
"Beautiful packaging but the product volume is tiny, very expensive per gram.",,,,negative,,,positive
"The staying power is non-existent, I have to reapply constantly so it's a waste of money.",negative,,,negative,,,
"The price is too steep, although the creamy texture is quite nice.",,positive,,negative,,,
"I shouldn't have bought this, it's expensive and the color turns orange on my lips.",,,,negative,negative,,
The shop charged extra for shipping which made it too expensive.,,,,negative,,negative,
"It has a very strong perfume smell that I hate, not worth the 200k.",,,negative,negative,,,
"The lipstick is gritty and uncomfortable, poor value for money.",,negative,,negative,,,
"Packing was damaged upon arrival, disappointed considering the high cost.",,,,negative,,,negative
"The color is vibrant but it bleeds easily, too expensive for this quality.",negative,,,negative,positive,,
"I found the same item for sale much cheaper elsewhere, this shop is overpriced.",,,,negative,,,
It dries down to a nice matte finish but the price is prohibitive.,,positive,,negative,,,
"Shipping was slow and the box was crushed, not what I paid for.",,,,negative,,negative,negative
"The smell is neutral, nothing special, but the price is on the high side.",,,neutral,negative,,,
The applicator is hard to use and the price is unreasonable.,,,,negative,,,negative
"It smears instantly, total waste of my salary.",negative,,,negative,,,
"The color is too dark and looks patchy, I regret spending so much on this.",,negative,,negative,negative,,
Fast shipping but the lipstick is expensive and very small.,,,,negative,,positive,
"The formula separates in the tube, very poor quality for the price.",,negative,,negative,,,
"It has no scent which I like, but 500k is too much for a gloss.",,,positive,negative,,,
"The lipstick fell out of the holder immediately, cheap construction for an expensive item.",,,,negative,,,negative
"Good staying power but frankly, it is not worth the high cost compared to other brands.",positive,,,negative,,,
The color is beautiful but the price is just too high for such a small tube.,,,,negative,positive,,
"I regret buying this because it is not worth the money, the texture is very dry and hard to blend.",,negative,,negative,,,
Shipping took over two weeks and the product is definitely overpriced for the quality.,,,,negative,,negative,
"It smells nice, like candy, but I saw the same item cheaper at another shop.",,,positive,negative,,,
"The packaging is flimsy and broke immediately, which is unacceptable given how expensive this lipstick is.",,,,negative,,,negative
"Not worth the hype or the price tag, the color fades after just one hour of wear.",negative,,,negative,,,
I thought this was a high-end brand but the quality feels cheap despite the high cost.,,negative,,negative,,,
"The lipstick creates lumps on the lips and looks bad, total waste of my hard-earned money.",,negative,,negative,,,
Delivery was fast but the price is ridiculous for 2 grams of product.,,,,negative,,positive,
"The color matches the picture perfectly, but frankly, it is too expensive for a daily lipstick.",,,,negative,positive,,
Way too costly compared to other local brands that work just as well.,,,,negative,,,
"The box arrived crushed and the product is expensive, I expected better care for this amount.",,,,negative,,,negative
"The smell is a bit chemical and strong, plus the price has gone up since I last checked.",,,negative,negative,,,
"It does not stay on the lips at all, drinks remove it instantly. Not worth 150k.",negative,,,negative,,,
"The texture is smooth and nice, but I won't buy it again because it is too pricey.",,positive,,negative,,,
"Buying this was a mistake, the shipping fee was high and the lipstick itself is overpriced.",,,,negative,,negative,
"The shade is much darker than shown, and for this price, I expected color accuracy.",,,,negative,negative,,
"It is just okay, nothing special, certainly not worth the premium price tag.",,,,negative,,,
"The bottle was not sealed properly, disappointed considering how much I paid.",,,,negative,,,negative
Very drying on the lips and the cost is too high for something that needs lip balm underneath.,,negative,,negative,,,
"I found a dupe for half the price that works better, this one is a rip-off.",,,,negative,,,
"The smell is pleasant but faint, however, the price is unreasonable for a student budget.",,,positive,negative,,,
"Good staying power, it lasts all day, but 400k is just too expensive for me.",positive,,,negative,,,
"The packing looks luxurious, but the product inside is tiny and not worth the cost.",,,,negative,,,positive
"Shipping was a nightmare and took forever, plus the item is more expensive here than in stores.",,,,negative,,negative,
"The color is patchy and uneven, I feel cheated out of my money.",,,,negative,negative,,
Expensive and the applicator broke after two uses.,,,,negative,,,negative
"It feels heavy and sticky on the lips, definitely not worth the high price.",,negative,,negative,,,
"The lipstick broke at the base as soon as I opened it, waste of money.",,,,negative,,,
"Nice vibrant color, but I can't afford to buy this regularly because it is too costly.",,,,negative,positive,,
"It transfers onto everything, cups and masks, bad quality for such a high price.",negative,,,negative,,,
