data,stayingpower,texture,smell,price,colour,shipping,packing
"Not satisfied with the packaging, the box looked opened.",,,,,,,negative
"The packaging was poor and not secure, but the color is still nice.",,,,,positive,,negative
"Packaging quality is disappointing, the box was deformed.",,,,,,,negative
The item was not packaged carefully and arrived with a damaged box.,,,,,,,negative
"Packaging was sloppy, but shipping was quite fast.",,,,,,positive,negative
The packaging was not tight and the box was crushed at the corners.,,,,,,,negative
"The lipstick is usable, but the packaging looked very careless.",,,,,,,negative
Packaging was damaged and not presentable. The texture is okay.,,neutral,,,,,negative
The box was bent because of poor packaging during delivery.,,,,,,,negative
"Not impressed with the packaging, the lipstick box arrived damaged.",,,,,,,negative
Packaging was poorly done and did not protect the product well.,,,,,,,negative
"The lipstick quality is fine, but the packaging was disappointing.",,,,,,,negative
"Very poor packaging, the box was crushed on arrival.",,,,,,,negative
Packaging was careless and the box arrived in bad condition.,,,,,,,negative
"The lipstick color is stunning, but the box arrived completely crushed. They didn't use any bubble wrap at all.",,,,,positive,,negative
"I am disappointed with the packaging, the lipstick cap was loose inside the parcel. Luckily the product itself smells good.",,,positive,,,,negative
"Shipping was fast, but the packaging was careless. The box was torn and looked like it had been opened before.",,,,,,positive,negative
"The texture is smooth and creamy. However, the shop packed it very poorly, just a thin plastic bag for a glass bottle.",,positive,,,,,negative
"Great price for this quality. Sad that the packaging is so bad, the box was flattened when I got it.",,,,positive,,,negative
The lipstick tip was smashed against the lid because there was no shockproof bag. A waste of a beautiful color.,,,,,positive,,negative
"I love the smell, very sweet candy scent. But the packaging is terrible, the product fell out of the box immediately.",,,positive,,,,negative
"It stays on all day, really good staying power. The seller needs to improve packaging, it arrived very dusty and dented.",positive,,,,,,negative
"The box was distorted and looked very old. I can't give this as a gift, very disappointed with the packing.",,,,,,,negative
Cheap price but you risk the item arriving broken due to bad packing. Mine had a crack in the case.,,,,positive,,,negative
"The lipstick is dry and hard to apply. Plus, the packaging was flimsy and the box popped open during transit.",,negative,,,,,negative
Fast delivery but the courier bag was ripped. The lipstick box inside was squashed.,,,,,,positive,negative
"The color is not like the picture. Packaging was also sloppy, no tape on the box.",,,,,negative,,negative
"I bought two, but they were just thrown in a bag without protection. One box was totally ruined.",,,,,,,negative
"Nice texture, very matte. But the packaging was so bad that the lipstick melted a bit on the side.",,positive,,,,,negative
"The smell is weird. The packaging is careless, looks like they didn't care about the product safety.",,,negative,,,,negative
"Good staying power, even after eating. But I took one star off because the box was crushed.",positive,,,,,,negative
The shipping took forever and the packaging was weak. The item arrived with scratches.,,,,,,negative,negative
Price is a bit high for such poor packaging. It looks like a cheap item because of the dented box.,,,,negative,,,negative
"The lipstick is beautiful but the packaging is unacceptable. No bubble wrap, just a paper envelope.",,,,,positive,,negative
"It fades quickly, not very good staying power. The packaging was torn when I received it.",negative,,,,,,negative
"The shop didn't pack it carefully, the lipstick broke at the base. Very sad because the color is nice.",,,,,positive,,negative
"Smells like chemical plastic. Packaging was also bad, the box was soaking wet.",,,negative,,,,negative
The product is authentic but the packaging is terrible. It arrived all banged up.,,,,,,,negative
"Shipping was quick, but the packaging was non-existent. They just put the label on the product box.",,,,,,positive,negative
Texture is clumpy and the packaging was damaged. Not worth the money.,,negative,,negative,,,negative
"The seller was careless with packing, the box was open. At least the lipstick color is correct.",,,,,positive,,negative
I ordered a gift set but the packaging was ruined. The lipstick itself is fine.,,,,,,,negative
"Very cheap so I bought it, but the packing is horrible. The cap was cracked.",,,,positive,,,negative
"The scent is lovely. However, the box was smashed flat, please pack better next time.",,,positive,,,,negative
It lasts a long time on the lips. Too bad the packaging was so flimsy that the lipstick tip broke.,positive,,,,,,negative
Shipping took 2 weeks and the packing was bad. The box was torn in half.,,,,,,negative,negative
"The color is too dark. The packaging was also a mess, no protection.",,,,,negative,,negative
"I like the velvety texture. The packaging is the only downside, very sloppy.",,positive,,,,,negative
The package arrived looking like it was stepped on. Fortunately the price was low.,,,,positive,,,negative
"Color matches the ad. But the shop didn't tape the box properly, it was open when I got it.",,,,,positive,,negative
"It smells neutral. Packing was really bad, the item was rolling around in a big box without filler.",,,neutral,,,,negative
"The staying power is weak, gone after a drink. Packaging was also crushed.",negative,,,,,,negative
Fast shipping but the box was dented badly. The lipstick is okay though.,,,,,,positive,negative
"The texture is sticky and heavy. Packaging was careless, no foam wrapping.",,negative,,,,,negative
Expensive lipstick but packed like a cheap toy. The box was all scratched up.,,,,negative,,,negative
"Beautiful color, bright red. Packaging is poor, the outer shell is broken.",,,,,positive,,negative
The delivery guy was rude and the package was torn. The lipstick inside is slightly damaged.,,,,,,negative,negative
"Texture is nice and soft. But the box was completely flattened, not suitable for gifting.",,positive,,,,,negative
"Smells good. Packaging was too loose, the lipstick fell out and the tip got smushed.",,,positive,,,,negative
It lasts all day. But the packing was so bad I thought it was a fake product.,positive,,,,,,negative
"The price is reasonable. But the shop needs to pay attention to packing, mine arrived wet.",,,,positive,,,negative
"Color is pretty but the tube feels cheap. Packaging was terrible, just a plastic bag.",,,,,positive,,negative
"The texture is gritty. Packaging was also bad, the box was ripped open.",,negative,,,,,negative
"Shipping was okay. The packing was surprisingly bad, the items were just thrown in the box.",,,,,,neutral,negative
The color is beautiful but the box was completely crushed due to poor packaging.,,,,,positive,,negative
I am disappointed because the shop packed it so carelessly that the lipstick broke inside the box.,,,,,,,negative
"Fast shipping, but the packaging was terrible, just a thin bag without any bubble wrap.",,,,,,positive,negative
"The texture is nice and smooth, but the packaging was damaged when I received it.",,positive,,,,,negative
"Great price but the packaging is very bad, the box arrived torn and dirty.",,,,positive,,,negative
"The smell is weird and the packaging was not secure, the lid was loose.",,,negative,,,,negative
"The lipstick stays on well, but the packaging was so sloppy the box was open.",positive,,,,,,negative
"The packaging was careless, they didn't use shockproof bags so the box is dented.",,,,,,,negative
"The product is authentic but the packaging is not good, the box looked very old and squashed.",,,,,,,negative
"Good quality lipstick. However, the packaging was bad, the box was distorted.",,,,,,,negative
I bought this as a gift but the packaging is too poor to give to anyone.,,,,,,,negative
"The lipstick is dry and the packaging was flimsy, the box was ripped.",,negative,,,,,negative
"It smells like candy. The packaging was terrible, the item was rolling around in the box.",,,positive,,,,negative
The shipping took too long and the packaging was messy.,,,,,,negative,negative
The color matches the description perfectly. But the packaging was so bad the cap cracked.,,,,,positive,,negative
I really like the matte finish. Sad that the packaging was so careless.,,positive,,,,,negative
"The price is cheap so I can't complain much, but the packaging was really dangerous for the product.",,,,positive,,,negative
"The packaging was just a paper envelope, so the box got squashed flat.",,,,,,,negative
The lipstick is moisturizing. The packaging was torn when I received it.,,positive,,,,,negative
I don't like the chemical smell. The packaging was also very loose.,,,negative,,,,negative
"Good staying power. But the shop packed it lazily, the item was not protected.",positive,,,,,,negative
"The color is vibrant. However, the packaging was damaged and looked unappealing.",,,,,positive,,negative
"It feels heavy on the lips. Also, the packaging was not sealed properly.",,negative,,,,,negative
"The price is high so I expected better packaging, it arrived in a battered box.",,,,negative,,,negative
"Beautiful lipstick, but the packaging was so bad I can't keep the box.",,,,,positive,,negative
"The shop delivered the wrong color. The packaging was also very poor, just a plastic bag.",,,,,negative,,negative
Nice scent. The packaging was crushed during shipping due to lack of protection.,,,positive,,,,negative
"The lipstick is okay, but the packaging was dirty and torn.",,,,,,,negative
"It dries quickly. The packaging was careless, the box was open.",,neutral,,,,,negative
I ordered two and they banged against each other because the packing was loose.,,,,,,,negative
"The color is faint. The packaging was also bad, the box was ripped.",,,,,negative,,negative
"Shipping was slow and the packaging was terrible, the lipstick melted a bit.",,,,,,negative,negative
"Great value for money. But the packaging is not good, the box is very weak.",,,,positive,,,negative
"The lipstick is smooth. The packaging was damaged, looks like it was thrown around.",,positive,,,,,negative
"Smells like chemical. Packaging was sloppy, no tape on the box.",,,negative,,,,negative
"The staying power is weak. Packaging was also disappointing, the box was flattened.",negative,,,,,,negative
"Fast delivery. The packaging was bad though, the item could have easily broken.",,,,,,positive,negative
The color is nice. But the packaging was so bad the cap came off.,,,,,positive,,negative
Texture is grainy. Packaging was careless.,,negative,,,,,negative
"Price is standard. The packaging was poor, the box looks used.",,,,neutral,,,negative
It arrived quickly but the packaging was torn. The lipstick is fine though.,,,,,,positive,negative
"The product is good but the packaging is terrible, no bubble wrap at all.",,,,,,,negative
"I love the color. But the packaging was a disaster, the box is unusable.",,,,,positive,,negative
"The lipstick is too dry. Packaging was also bad, the box was crushed.",,negative,,,,,negative
"Smells nice. Packaging was very loose, not safe for shipping.",,,positive,,,,negative
"The price is affordable. The packaging is the downside, very flimsy.",,,,positive,,,negative
"Long lasting color. But the shop packed it poorly, the box was dented.",positive,,,,,,negative
The shipping fee was high but the packaging was cheap and bad.,,,,,,negative,negative
"The texture is creamy. Packaging was not neat, the box was dirty.",,positive,,,,,negative
"I won't buy again because the packaging is too risky, the item arrived almost broken.",,,,,,,negative
"The lipstick color is nice, but the packaging was damaged and not packed carefully.",,,,,positive,,negative
The packaging was very loose and the box arrived dented. The lipstick texture feels smooth though.,,positive,,,,,negative
"Not packaged well, the box looked like it was pressed during delivery.",,,,,,,negative
"The lipstick itself is fine, but the packaging was torn and not suitable for gifting.",,,,,,,negative
"Packaging was careless, the box arrived crushed. The color still looks okay.",,,,,neutral,,negative
"The shop did not package the product properly, the lipstick box was bent.",,,,,,,negative
"Bad packaging, the outer box was damaged when it arrived. Shipping was fast though.",,,,,,positive,negative
The packaging was not neat and looked opened before. The lipstick is usable.,,,,,,,negative
The box was poorly packed and came damaged. The price is acceptable for the product.,,,,neutral,,,negative
"Packaging was careless, there was no protection inside the box.",,,,,,,negative
"The lipstick arrived quickly, but the packaging was damaged and messy.",,,,,,positive,negative
"Poor packaging, the box was dented and did not look new.",,,,,,,negative
The product is fine but the packaging was not done carefully at all.,,,,,,,negative
"Packaging was very poor, the box arrived squashed. The lipstick texture is average.",,neutral,,,,,negative
The packaging looked cheap and was not sealed properly.,,,,,,,negative
"Not happy with the packaging, the box was already damaged when I received it.",,,,,,,negative
"The lipstick color is good, but the packaging was very sloppy.",,,,,positive,,negative
"Packaging was not secure, the box opened easily during delivery.",,,,,,,negative
"The product quality is okay, but the packaging was poorly handled.",,,,,,,negative
Packaging was damaged and not suitable for gifting. The lipstick smells fine.,,,neutral,,,,negative
The box was bent because the packaging was not done carefully.,,,,,,,negative
"Very careless packaging, the lipstick box looked old when it arrived.",,,,,,,negative
The packaging was not protective enough and the box was damaged.,,,,,,,negative
"Packaging quality is poor, but the lipstick applies smoothly.",,positive,,,,,negative
The packaging was messy and the box arrived torn.,,,,,,,negative
"The shop packed the item poorly, the lipstick box was crushed.",,,,,,,negative
Packaging was not done properly and the box looked damaged.,,,,,,,negative
"The lipstick arrived, but the packaging was very careless.",,,,,,,negative
"Bad packaging, the box was already dented before opening.",,,,,,,negative
The packaging was not neat and looked poorly handled.,,,,,,,negative
Packaging was weak and did not protect the product well.,,,,,,,negative
"The lipstick is fine, but the packaging arrived damaged and bent.",,,,,,,negative
"Not satisfied with the packaging, the box looked opened.",,,,,,,negative
"The packaging was poor and not secure, but the color is still nice.",,,,,positive,,negative
"Packaging quality is disappointing, the box was deformed.",,,,,,,negative
The item was not packaged carefully and arrived with a damaged box.,,,,,,,negative
"Packaging was sloppy, but shipping was quite fast.",,,,,,positive,negative
The packaging was not tight and the box was crushed at the corners.,,,,,,,negative
"The lipstick is usable, but the packaging looked very careless.",,,,,,,negative
Packaging was damaged and not presentable. The texture is okay.,,neutral,,,,,negative
The box was bent because of poor packaging during delivery.,,,,,,,negative
"Not impressed with the packaging, the lipstick box arrived damaged.",,,,,,,negative
Packaging was poorly done and did not protect the product well.,,,,,,,negative
"The lipstick quality is fine, but the packaging was disappointing.",,,,,,,negative
"Very poor packaging, the box was crushed on arrival.",,,,,,,negative
Packaging was careless and the box arrived in bad condition.,,,,,,,negative
