data,stayingpower,texture,smell,price,colour,shipping,packing
"Delivery was fast. The scent is a bit fruity, nothing special.",,,neutral,,,positive,
"The price is good for students. Smell is okay, doesn't linger.",,,neutral,positive,,,
"The packaging looks cheap. The smell is fine, not offensive.",,,neutral,,,,negative
It dries my lips. The smell is mild and acceptable.,,negative,neutral,,,,
The color is too bright. Smell is just like any other matte lipstick.,,,neutral,,negative,,
"Staying power is amazing. Smell is a bit like candy, it is okay.",positive,,neutral,,,,
"Shipping was slow. The smell is faint, I don't notice it much.",,,neutral,,,negative,
The lipstick is smooth. The smell is a bit chemical but fades fast.,,positive,neutral,,,,
"Great value. The smell is normal, nothing distinctive.",,,neutral,positive,,,
"The case is hard to open. Smell is a subtle floral scent, not annoying.",,,neutral,,,,negative
Texture is sticky. The smell is just okay.,,negative,neutral,,,,
Color is nice but transfers. Smell is neutral.,negative,,neutral,,positive,,
"Packed carefully. The smell is light, barely noticeable.",,,neutral,,,,positive
"The price is a steal. The smell is a bit synthetic but very weak, so it's fine.",,,neutral,positive,,,
It smells like peach but very faintly. Texture is good.,,positive,neutral,,,,
Shipping was delayed. Smell is average cosmetic scent.,,,neutral,,,negative,
"The lipstick is pigmented. Smell is okay, not too strong.",,,neutral,,positive,,
Packaging is beautiful. The smell is a bit weird but acceptable.,,,neutral,,,,positive
"It lasts long. The smell is slight, doesn't bother me.",positive,,neutral,,,,
The color is patchy. Smell is standard.,,,neutral,,negative,,
Price is expensive. The smell is nothing to write home about.,,,neutral,negative,,,
Texture is velvety. The smell is faint and unobtrusive.,,positive,neutral,,,,
I received the wrong item. The smell of this one is just normal.,,,neutral,,,negative,
The lipstick has a normal smell and does not feel strong. The color looks fine and the texture is smooth.,,positive,neutral,,positive,,
The smell is light and feels normal when applied. The price is reasonable for everyday use.,,,neutral,neutral,,,
The lipstick does not have any noticeable smell. The texture feels a bit dry on my lips.,,negative,neutral,,,,
The smell is neutral and easy to accept. The color is standard and matches the photo.,,,neutral,,positive,,
The lipstick smells normal and does not bother me. The staying power is average.,neutral,,neutral,,,,
The smell is very light and feels normal. The price is cheap and acceptable.,,,neutral,positive,,,
The lipstick applies smoothly and the smell is neutral. The color is just okay.,,positive,neutral,,neutral,,
The smell does not stand out and feels normal. The packaging is simple but fine.,,,neutral,,,,neutral
The lipstick arrived on time and well packed. The smell is neutral and not noticeable.,,,neutral,,,positive,positive
The smell feels normal and does not affect use. The texture is slightly thick.,,neutral,neutral,,,,
The lipstick has no strong smell and feels neutral. The price is a bit high for me.,,,neutral,negative,,,
The smell is normal and fades quickly. The lipstick feels smooth when applied.,,positive,neutral,,,,
The smell is neutral and not strong. The color looks slightly lighter than expected.,,,neutral,,negative,,
The lipstick smells normal and does not irritate. The staying power could be better.,negative,,neutral,,,,
The smell is light and feels ordinary. The color and texture are both acceptable.,,neutral,neutral,,neutral,,
The lipstick has a neutral smell and applies evenly. The price is fair.,,neutral,neutral,neutral,,,
The smell is normal and not noticeable during use. The texture feels a little dry.,,negative,neutral,,,,
The lipstick does not have a strong smell. The color looks nice for daily makeup.,,,neutral,,positive,,
The smell is neutral and acceptable. The packaging protects the lipstick well.,,,neutral,,,,positive
The lipstick smells normal and feels fine. The price is affordable for this quality.,,,neutral,positive,,,
The smell is light and does not stand out. The texture feels smooth enough.,,neutral,neutral,,,,
The lipstick has a normal smell and wears off after some time. The color is okay.,neutral,,neutral,,neutral,,
The smell does not bother me and feels neutral. The lipstick arrived quickly.,,,neutral,,,positive,
The lipstick smells normal and applies smoothly. The color is standard.,,positive,neutral,,neutral,,
The smell is neutral and not noticeable. The price feels slightly expensive.,,,neutral,negative,,,
The lipstick has no strong smell. The texture is okay for short wear.,,neutral,neutral,,,,
The smell feels normal and does not last long. The color is pretty.,,,neutral,,positive,,
The lipstick smells neutral and is easy to use. The packaging looks simple.,,,neutral,,,,neutral
The smell is light and ordinary. The staying power is not very long.,negative,,neutral,,,,
The lipstick has a normal smell and smooth texture. The price is acceptable.,,positive,neutral,neutral,,,
The smell does not stand out and feels normal. The color is slightly dull.,,,neutral,,negative,,
The lipstick smells neutral and feels fine on the lips. The shipping was fast.,,,neutral,,,positive,
The smell is normal and easy to accept. The texture is a bit thick.,,neutral,neutral,,,,
The lipstick has no noticeable smell. The price is cheap for daily use.,,,neutral,positive,,,
The smell is neutral and fades quickly. The color is fine for work.,,,neutral,,neutral,,
The lipstick smells normal and applies evenly. The staying power is average.,neutral,neutral,neutral,,,,
The smell does not bother me and feels neutral. The packaging arrived intact.,,,neutral,,,,positive
The lipstick has a neutral smell and a smooth finish. The price is fair.,,positive,neutral,neutral,,,
The smell is light and normal. The texture feels slightly dry.,,negative,neutral,,,,
The lipstick smells neutral and is comfortable to use. The color is okay.,,,neutral,,neutral,,
The smell is normal and not strong. The lipstick arrived on time.,,,neutral,,,positive,
The lipstick has a neutral smell and feels smooth. The price is a bit high.,,positive,neutral,negative,,,
The smell is ordinary and does not stand out. The color looks decent.,,,neutral,,neutral,,
The lipstick smells normal and does not irritate. The staying power is short.,negative,,neutral,,,,
The smell is neutral and acceptable. The texture is smooth enough.,,neutral,neutral,,,,
The lipstick has no strong smell. The packaging looks basic but fine.,,,neutral,,,,neutral
"The color is vibrant and beautiful, and the smell is faint, just a standard lipstick scent.",,,neutral,,positive,,
Texture is a bit dry but the price is cheap. The smell is light and not bothering.,,negative,neutral,positive,,,
"Shipping took a while. The lipstick smells like vanilla but very lightly, so it is fine.",,,neutral,,,negative,
"The packaging is cute. It has a slight chemical smell but it goes away instantly, so it is acceptable.",,,neutral,,,,positive
"The staying power is great. The smell is nothing special, just a regular makeup smell.",positive,,neutral,,,,
I bought this because of the color. The smell is a bit sweet but manageable and not too strong.,,,neutral,,positive,,
"The price is a bit high for this quality. The smell is neutral, I don't really smell anything distinct.",,,neutral,negative,,,
"It applies smoothly on the lips. The scent is subtle, not strong like other brands.",,positive,neutral,,,,
"The box was dented upon arrival. The lipstick smells a bit like fruit, it is okay.",,,neutral,,,,negative
"Not my favorite color, it looks dull. The smell is bearable, not too intense.",,,neutral,,negative,,
"Fast delivery. The smell is just like playdough but very faint, doesn't bother me at all.",,,neutral,,,positive,
"The lipstick is soft and moisturizing. Smell is average, not good but not bad.",,positive,neutral,,,,
Cheap and good quality. The smell is a bit waxy but acceptable for the price.,,positive,neutral,positive,,,
The color fades quickly after eating. The smell is light and disappears shortly after application.,negative,,neutral,,,,
Packaging is sturdy and nice. It has a mild scent that I don't really mind.,,,neutral,,,,positive
"The texture is clumpsy and hard to blend. The smell is okay, nothing to complain about.",,negative,neutral,,,,
It smells a little like chocolate but very weak. Staying power is decent for a gloss.,positive,,neutral,,,,
"Shipping was expensive. The smell is standard, neither pleasant nor unpleasant.",,,neutral,,,negative,
"The color is accurate to the photo. Smell is fine, just a bit powdery.",,,neutral,,positive,,
"Price is reasonable. The scent is very subtle, almost fragrance-free.",,,neutral,positive,,,
"The lipstick arrived broken. The smell is just a normal wax scent, not strong.",,,neutral,,,,negative
It feels heavy on lips. The smell is a bit sweet but it is okay.,,negative,neutral,,,,
"Good pigment and coverage. The smell is not overpowering, quite neutral.",,,neutral,,positive,,
The shop packed it well with bubble wrap. Smell is barely there.,,,neutral,,,,positive
"It doesn't stick well to the lips. The smell is tolerable, a bit artificial but faint.",negative,,neutral,,,,
"Beautiful shade of red. The smell is common, like old lipstick but not strong.",,,neutral,,positive,,
Texture is creamy and rich. Smell is negligible.,,positive,neutral,,,,
"Delivery was fast. The scent is a bit fruity, nothing special.",,,neutral,,,positive,
"The price is good for students. Smell is okay, it doesn't linger on the lips.",,,neutral,positive,,,
"The packaging looks cheap. The smell is fine, not offensive at all.",,,neutral,,,,negative
It dries my lips out a bit. The smell is mild and acceptable.,,negative,neutral,,,,
The color is too bright for me. Smell is just like any other matte lipstick.,,,neutral,,negative,,
"Staying power is amazing. Smell is a bit like candy, it is okay.",positive,,neutral,,,,
"Shipping was slow. The smell is faint, I don't notice it much when wearing it.",,,neutral,,,negative,
The lipstick is smooth on the lips. The smell is a bit chemical but fades fast.,,positive,neutral,,,,
"Great value for money. The smell is normal, nothing distinctive.",,,neutral,positive,,,
"The case is hard to open. Smell is a subtle floral scent, not annoying.",,,neutral,,,,negative
"Texture is sticky. The smell is just okay, barely noticeable.",,negative,neutral,,,,
Color is nice but transfers to cups. Smell is neutral.,negative,,neutral,,positive,,
"Packed carefully in a box. The smell is light, barely noticeable.",,,neutral,,,,positive
"The price is a steal. The smell is a bit synthetic but very weak, so it's fine.",,,neutral,positive,,,
It smells like peach but very faintly. Texture is good.,,positive,neutral,,,,
Shipping was delayed. Smell is average cosmetic scent.,,,neutral,,,negative,
"The lipstick is highly pigmented. Smell is okay, not too strong.",,,neutral,,positive,,
Packaging is beautiful. The smell is a bit weird but acceptable.,,,neutral,,,,positive
"It lasts long. The smell is slight, doesn't bother me.",positive,,neutral,,,,
The color is patchy on the lips. Smell is standard.,,,neutral,,negative,,
Price is expensive. The smell is nothing to write home about.,,,neutral,negative,,,
Texture is velvety smooth. The smell is faint and unobtrusive.,,positive,neutral,,,,
I received the wrong item. The smell of this one is just normal.,,,neutral,,,negative,
