data,stayingpower,texture,smell,price,colour,shipping,packing
"The packaging is average, not very sturdy but acceptable. The lipstick fades too quickly after eating.",negative,,,,,,neutral
"It came in a basic envelope, no damage to the item. The price is cheap so I am satisfied.",,,,positive,,,neutral
"Packing was just okay, the corners of the box were bent. However, the shipping was super fast.",,,,,,positive,neutral
The wrapper is a bit thin but the lipstick is safe. The color is darker than I expected.,,,,,negative,,neutral
"Standard packaging, sufficient to protect the goods. The texture is a bit dry for my liking.",,negative,,,,,neutral
"The box is simple, not luxurious, but it works. The product smells like candy.",,,positive,,,,neutral
"Packed in a plastic bag with some foam, it arrived safe. Expensive shipping fee though.",,,,,,negative,neutral
"The packaging is functional, nothing to complain about. The lipstick stays on all day.",positive,,,,,,neutral
"Received the package with a slight tear in the outer bag, but the item is fine. Good value for money.",,,,positive,,,neutral
"The seller used old newspaper to wrap it, which is okay I guess. The color matches the description.",,,,,positive,,neutral
"Packaging is minimal, no extra box. The texture is creamy and easy to apply.",,positive,,,,,neutral
"Just wrapped in a bag, luckily no dents. The smell is a bit chemical.",,,negative,,,,neutral
The box looks a bit old but the product is new. Shipping was very slow.,,,,,,negative,neutral
Packaging is decent enough. The lipstick is too expensive for this quality.,,,,negative,,,neutral
"Wrapped okay, not too careful but not bad. The color is nice and soft.",,,,,positive,,neutral
"The outer box was squashed, but the glass bottle inside is intact. Texture is sticky.",,negative,,,,,neutral
"Packaging is basic. The smell is weird, I don't like it.",,,negative,,,,neutral
"Packed securely enough, just a standard box. Fast delivery.",,,,,,positive,neutral
"The packaging is fair, nothing impressive. The price is affordable.",,,,positive,,,neutral
"It came in a bag without bubble wrap, but the lipstick is okay. The color is not what I ordered.",,,,,negative,,neutral
The packaging is simple and neat enough. Staying power is very poor.,negative,,,,,,neutral
"Normal packing, arrived in one piece. The lipstick feels velvety smooth.",,positive,,,,,neutral
The box is a little dusty but the item is fine. Shipping took a week.,,,,,,neutral,neutral
Packaging is plain. The smell is subtle and nice.,,,positive,,,,neutral
"They just put it in a courier bag, but it's safe. Price is a bit high.",,,,negative,,,neutral
"The packaging is okay, not damaged. The color is really beautiful.",,,,,positive,,neutral
"Wrapped in simple foam, no box, but acceptable. Texture is clumpy.",,negative,,,,,neutral
Packaging is standard retail box. Delivery was quick.,,,,,,positive,neutral
The box was slightly open but the product is unused. Good price.,,,,positive,,,neutral
"Packing is average, nothing special to mention. The smell is bad like plastic.",,,negative,,,,neutral
"It arrived in a plain box, quite safe. The color is very pale.",,,,,negative,,neutral
Packaging is adequate. The lipstick lasts a long time on the lips.,positive,,,,,,neutral
The parcel was a bit dirty outside but the packing inside is fine. Texture is nice.,,positive,,,,,neutral
"Simple packaging, no shockproof bag. Price is reasonable.",,,,positive,,,neutral
"Packed okay, the lipstick cap is secure. Shipping was delayed.",,,,,,negative,neutral
"The box is nothing fancy, just standard. The scent is very strong.",,,negative,,,,neutral
"Packaging is fine, the product is intact. Texture feels heavy on lips.",,negative,,,,,neutral
"Wrapped in a thin layer of bubble wrap, acceptable. Beautiful color.",,,,,positive,,neutral
"The packaging is just a brown box, but it did the job. Fast shipping.",,,,,,positive,neutral
"Packing is decent, not great but not bad. The price is too high.",,,,negative,,,neutral
"The box was slightly crushed on one side, but the lipstick is fine. Smells good.",,,positive,,,,neutral
Standard packing quality. The lipstick is very moisturizing.,,positive,,,,,neutral
"Came in a simple bag, no damage. The color washes me out.",,,,,negative,,neutral
"Packaging is acceptable. Staying power is okay, standard for a gloss.",neutral,,,,,,neutral
The packing is just ordinary. Good value for money.,,,,positive,,,neutral
Box was a bit dented but it's okay. Texture is smooth.,,positive,,,,,neutral
"The packaging is simple and acceptable, nothing fancy. The lipstick texture feels smooth when applied.",,positive,,,,,neutral
Packaging was okay and arrived without damage. The color looks good on the lips.,,,,,positive,,neutral
The product packaging is normal and does its job. The lipstick feels a bit dry after some time.,,negative,,,,,neutral
"Packing was just fine, no issues. Shipping took a few days.",,,,,,neutral,neutral
The packaging is average but acceptable. The lipstick has almost no smell.,,,neutral,,,,neutral
Packaging looks basic and clean. The color matches the product photos.,,,,,positive,,neutral
The packaging is okay and arrived intact. The lipstick does not last very long.,negative,,,,,,neutral
Packing was simple and acceptable. The texture feels normal on the lips.,,neutral,,,,,neutral
"The packaging is not very tight, but the product arrived fine. The smell is slightly noticeable.",,,negative,,,,neutral
Packaging is okay and not damaged. Shipping was fast.,,,,,,positive,neutral
"The packaging is average, nothing special. The lipstick color is nice.",,,,,positive,,neutral
Packaging was fine and kept the product safe. The lipstick feels light on the lips.,,positive,,,,,neutral
The product packing is normal and acceptable. The price seems reasonable.,,,,neutral,,,neutral
Packaging is okay and not messy. The lipstick has a pleasant smell.,,,positive,,,,neutral
The packaging is simple and works fine. The lipstick fades after a few hours.,negative,,,,,,neutral
Packing was standard and arrived safely. The texture feels a bit dry.,,negative,,,,,neutral
The packaging is acceptable and clean. The lipstick color is okay.,,,,,neutral,,neutral
Packaging arrived fine with no damage. Shipping was a bit slow.,,,,,,negative,neutral
The packaging is normal and acceptable. The lipstick feels smooth to apply.,,positive,,,,,neutral
Packing is simple and practical. The price feels fair.,,,,neutral,,,neutral
"The packaging is okay, nothing special. The smell is a bit strong.",,,negative,,,,neutral
Packaging is average and acceptable. The lipstick color is wearable.,,,,,positive,,neutral
The product packaging is normal and arrived fine. The texture feels average.,,neutral,,,,,neutral
Packaging is okay and does not affect the product. The lipstick does not last long.,negative,,,,,,neutral
Packing was fine and arrived safely. Shipping was quick.,,,,,,positive,neutral
The packaging is neat enough and acceptable. The lipstick feels comfortable.,,positive,,,,,neutral
"Packaging is simple, no extra protection. The smell is light.",,,neutral,,,,neutral
The packaging is average and arrived fine. The color is not very bright.,,,,,negative,,neutral
Packing is okay and arrived without issues. The price is acceptable.,,,,neutral,,,neutral
The packaging is normal and fine. The lipstick feels a bit heavy.,,negative,,,,,neutral
Packaging is okay and clean. The lipstick smells nice.,,,positive,,,,neutral
The packaging is acceptable and arrived safely. Shipping took about a week.,,,,,,neutral,neutral
Packaging is simple and fine. The lipstick texture is smooth.,,positive,,,,,neutral
The packaging is normal and acceptable. The color looks different in person.,,,,,negative,,neutral
Packaging is okay and simple. The lipstick stays for a few hours.,neutral,,,,,,neutral
"The packaging arrived fine, no dents. The texture feels slightly dry.",,negative,,,,,neutral
Packaging is ordinary and acceptable. The lipstick color is soft.,,,,,positive,,neutral
The packaging is normal and arrived safely. The price feels reasonable.,,,,neutral,,,neutral
Packaging is simple and clean. The smell is not very strong.,,,neutral,,,,neutral
The packaging is average and acceptable. The texture feels okay.,,neutral,,,,,neutral
Packaging is normal and fine. Shipping was a bit slow.,,,,,,negative,neutral
The packaging is okay and clean. The lipstick feels comfortable.,,positive,,,,,neutral
Packaging is acceptable and simple. The color is average.,,,,,neutral,,neutral
The packaging is normal and fine. The lipstick does not last all day.,negative,,,,,,neutral
Packaging is okay and arrived without damage. The smell is pleasant.,,,positive,,,,neutral
The packaging is just okay. The lipstick texture feels smooth enough.,,positive,,,,,neutral
Packaging is basic but fine. The price is acceptable for the quality.,,,,neutral,,,neutral
The packaging is average and acceptable. The lipstick stays on for a short time.,negative,,,,,,neutral
"The box was slightly dented when it arrived, but the lipstick inside is completely fine.",,,,,,,neutral
"Packaging is nothing special, just a standard cardboard box. The texture of the cream is quite smooth though.",,positive,,,,,neutral
"They wrapped it in bubble wrap which is okay, but I expected a proper box for this price.",,,,negative,,,neutral
"The shop packed it simply in a paper bag, fortunately nothing broke. Delivery took a bit long.",,,,,,negative,neutral
"The packaging is average, not very sturdy but acceptable. The lipstick fades too quickly after eating.",negative,,,,,,neutral
"It came in a basic envelope, no damage to the item. The price is cheap so I am satisfied.",,,,positive,,,neutral
"Packing was just okay, the corners of the box were bent. However, the shipping was super fast.",,,,,,positive,neutral
The wrapper is a bit thin but the lipstick is safe. The color is darker than I expected.,,,,,negative,,neutral
"Standard packaging, sufficient to protect the goods. The texture is a bit dry for my liking.",,negative,,,,,neutral
"The box is simple, not luxurious, but it works. The product smells like candy.",,,positive,,,,neutral
"Packed in a plastic bag with some foam, it arrived safe. Expensive shipping fee though.",,,,,,negative,neutral
"The packaging is functional, nothing to complain about. The lipstick stays on all day.",positive,,,,,,neutral
"Received the package with a slight tear in the outer bag, but the item is fine. Good value for money.",,,,positive,,,neutral
"The seller used old newspaper to wrap it, which is okay I guess. The color matches the description.",,,,,positive,,neutral
"Packaging is minimal, no extra box. The texture is creamy and easy to apply.",,positive,,,,,neutral
"Just wrapped in a bag, luckily no dents. The smell is a bit chemical.",,,negative,,,,neutral
The box looks a bit old but the product is new. Shipping was very slow.,,,,,,negative,neutral
Packaging is decent enough. The lipstick is too expensive for this quality.,,,,negative,,,neutral
"Wrapped okay, not too careful but not bad. The color is nice and soft.",,,,,positive,,neutral
"The outer box was squashed, but the glass bottle inside is intact. Texture is sticky.",,negative,,,,,neutral
"Packaging is basic. The smell is weird, I don't like it.",,,negative,,,,neutral
"Packed securely enough, just a standard box. Fast delivery.",,,,,,positive,neutral
"The packaging is fair, nothing impressive. The price is affordable.",,,,positive,,,neutral
"It came in a bag without bubble wrap, but the lipstick is okay. The color is not what I ordered.",,,,,negative,,neutral
The packaging is simple and neat enough. Staying power is very poor.,negative,,,,,,neutral
"Normal packing, arrived in one piece. The lipstick feels velvety smooth.",,positive,,,,,neutral
The box is a little dusty but the item is fine. Shipping took a week.,,,,,,neutral,neutral
Packaging is plain. The smell is subtle and nice.,,,positive,,,,neutral
"They just put it in a courier bag, but it's safe. Price is a bit high.",,,,negative,,,neutral
"The packaging is okay, not damaged. The color is really beautiful.",,,,,positive,,neutral
"Wrapped in simple foam, no box, but acceptable. Texture is clumpy.",,negative,,,,,neutral
Packaging is standard retail box. Delivery was quick.,,,,,,positive,neutral
The box was slightly open but the product is unused. Good price.,,,,positive,,,neutral
"Packing is average, nothing special to mention. The smell is bad like plastic.",,,negative,,,,neutral
"It arrived in a plain box, quite safe. The color is very pale.",,,,,negative,,neutral
Packaging is adequate. The lipstick lasts a long time on the lips.,positive,,,,,,neutral
The parcel was a bit dirty outside but the packing inside is fine. Texture is nice.,,positive,,,,,neutral
"Simple packaging, no shockproof bag. Price is reasonable.",,,,positive,,,neutral
"Packed okay, the lipstick cap is secure. Shipping was delayed.",,,,,,negative,neutral
"The box is nothing fancy, just standard. The scent is very strong.",,,,,,,neutral
"Packaging is fine, the product is intact. Texture feels heavy on lips.",,negative,,,,,neutral
"Wrapped in a thin layer of bubble wrap, acceptable. Beautiful color.",,,,,positive,,neutral
"The packaging is just a brown box, but it did the job. Fast shipping.",,,,,,positive,neutral
"Packing is decent, not great but not bad. The price is too high.",,,,negative,,,neutral
"The box was slightly crushed on one side, but the lipstick is fine. Smells good.",,,positive,,,,neutral
Standard packing quality. The lipstick is very moisturizing.,,positive,,,,,neutral
"Came in a simple bag, no damage. The color washes me out.",,,,,negative,,neutral
"Packaging is acceptable. Staying power is okay, standard for a gloss.",neutral,,,,,,neutral
The packing is just ordinary. Good value for money.,,,,positive,,,neutral
Box was a bit dented but it's okay. Texture is smooth.,,positive,,,,,neutral
