text,aspect,true_label,pred_label,error_type
"Images are for coin recognition purposes only Son looks very beautiful. When applied to the lips, it feels foamy and dry. Because I just tested it, I don't know if it's durable or not. Support 5 stars",texture,neutral,positive,neutral→positive
"The lipstick is very pretty, the color 203 is brighter in person than in the photo. It's a bit picky about skin color, so everyone should consider before buying.",colour,neutral,negative,neutral→negative
"Uses: on my lips, it's orange-red Texture: pretty lipstick Color fastness: 3 to 4 hours, will last longer if not exposed",colour,neutral,positive,neutral→positive
"We say that from the lipstick case to the lipstick, the quality is the same >< the color is perfect, the lips are soft and smooth, without clumping, the lips are super pretty. Very worth the money, you should buy it! Delivery took a bit long, but in return the shipper was extremely friendly, so I rate it 5 stars! *Video is for recognition purposes only*@@",shipping,positive,neutral,positive→neutral
"Received the goods quite quickly, the shop also packaged the goods carefully. The lipstick is soft and smooth, easy to spread, no smell, applies smoothly but not dry, and the price is so cheap. The problem is that the lipstick when tested on my hand looks better than when it's on my lips, and the color on the picture is also more beautiful than in person. Anyway, I really like it",colour,negative,positive,negative→positive
"This color is a bit dark, suitable for makeup but not for bare faces. The lipstick is long-lasting, easy to wear off. One light swipe and it's all gone.",stayingpower,negative,positive,negative→positive
"This color is a bit dark, suitable for makeup but not for bare faces. The lipstick is long-lasting, easy to wear off. One light swipe and it's all gone.",texture,negative,positive,negative→positive
"This color is a bit dark, suitable for makeup but not for bare faces. The lipstick is long-lasting, easy to wear off. One light swipe and it's all gone.",colour,neutral,negative,neutral→negative
"Beautiful color, smooth, matte, extremely fragrant Delivery takes about 5-6 days Spa is very good",shipping,positive,neutral,positive→neutral
Delivery is quite fast. Smaller than pictured. The lipstick is difficult to spread. The color is as beautiful as the picture,colour,negative,positive,negative→positive
"The lipstick is not very durable and takes a long time to deliver, but it's cheap and can be used temporarily",stayingpower,neutral,negative,neutral→negative
"The lipstick is beautiful but it's a bit pink, still 10",colour,neutral,negative,neutral→negative
"Bought 3 lipsticks, not a great price but very good, the shop shipped quickly and wrapped well, I think this collection is worth buying. V26 is so beautiful",price,neutral,positive,neutral→positive
"The color is very nice The color is exactly like chocolate, but I apply it boldly on the center of my lips, instead of lightly applying it to an orange-brown color, it's more orange. The lipstick is matte but not very smooth. It dries out your lips and the color fades quickly. After eating a little, the lipstick gets all over your food.",stayingpower,negative,positive,negative→positive
Received the goods quickly and shipped from there even faster than when I ordered and shipped from the store :) I bought this color as a gift for my mother…,colour,neutral,positive,neutral→positive
The lipstick is very beautiful. It's a good price. delivery took a while due to the epidemic so I told the shop to ship quickly within 5 days. I will support the shop for a long time.,shipping,negative,positive,negative→positive
"003 is beautiful, it looks very western 102 is a bit greasy with a super dry texture, Asian skin doesn't look good",colour,neutral,positive,neutral→positive
"Full product delivery Due to the epidemic situation, it took me quite a while to receive it, okay?",shipping,neutral,negative,neutral→negative
"Uses: Lipstick Texture: thin Color fastness: 8/10 This color will look good on people with medium to white skin, the color is so pretty that many people don't know, but I don't like the lipstick quality of this line, the smell is a bit unpleasant.",texture,negative,neutral,negative→neutral
"Cheap price, buy to try and experience. All of them are durable and durable. I haven't tested the lip color yet so I can't rate it specifically. In general, every tree color is beautiful",colour,positive,neutral,positive→neutral
"Product quality is good, beautiful lipstick, long lasting does not cause dry lips, long delivery but it's okay during the pandemic so accept",shipping,neutral,negative,neutral→negative
"Texture: 9/10 Color fastness: 8/10 The shop delivered fast but the lipstick color is not durable, guys, but the color is very ok",stayingpower,negative,positive,negative→positive
"The lipstick is just a little matte, the color is quite pretty, the quality is ok, but why does the shell look like it's smeared with oil?",stayingpower,neutral,positive,neutral→positive
The lipstick is as beautiful as the picture Delivery took quite a while The lipstick doesn't wear off too quickly like candy,stayingpower,positive,negative,positive→negative
"The lipstick is beautiful and fast, but looks a bit confusing on the outside. The matte lipstick applies without clumping or dries very smoothly.",colour,neutral,negative,neutral→negative
"The lipstick is very beautiful, it's an international product so I waited a long time but I'm so satisfied. There's no need to discuss the lipstick color (as shown in the photo), the hero lipstick color is shinier than the other lipstick",texture,neutral,positive,neutral→positive
"The lipstick color is so beautiful, it like chocolate candy. In general, the price is cheap but the quality, in my personal opinion, is great. I chose a slightly dark color, which is very suitable huhu",colour,neutral,positive,neutral→positive
"U is a really nice lipstick color, delivery took a little long, thank you. The lipstick is beautiful so I'll let it go. Packaged very carefully ?",shipping,neutral,negative,neutral→negative
"Uses: lipstick has the ability to adhere to color very well Texture: matte cream lipstick Color fastness: after 3-4 hours it will begin to fade The reddish brown orange color matches all ncl skin tones, it's so pretty",texture,neutral,positive,neutral→positive
"The matte cream lipstick doesn't have to worry about it slipping off, the color is really good",texture,neutral,positive,neutral→positive
"The product is just like the picture, the quality is suitable for the price, the color is standard, the paint is a little matte, if you wipe it hard it will come off",stayingpower,neutral,positive,neutral→positive
"Cute lipstick design, beautiful lipstick color, especially 501. However, the lipstick quality is okay but when I apply it, it doesn't stick to the upper lip line ?",texture,positive,negative,positive→negative
"Texture: hihi Color fastness: hihi It's ok. Exactly the color I like, dark style. The smell is also fragrant. Ncl ok",stayingpower,neutral,positive,neutral→positive
Uses: beautiful lipstick Texture: beautiful Color fastness: beautiful It's great to receive a lipstick with such a beautiful and satisfying color,stayingpower,positive,neutral,positive→neutral
"The product is ok, the lipstick is a fine powder but doesn't stick for long and easily fades into a beautiful color",texture,neutral,positive,neutral→positive
The color 302 is the most beautiful..402 is ok..similar to merzy m5…but 501 is very light..not as dark as the picture..the lipstick is smooth but difficult to apply..especially 501…all 3 bars are difficult to blend on the lips..not pleasing to the lips at all,texture,neutral,negative,neutral→negative
"The color is pretty and has just the right amount of staying power, not matte. The color is a little lighter than the photo",stayingpower,neutral,positive,neutral→positive
"Beautiful lipstick, the shop carefully packaged each product, so delivery took a while",shipping,neutral,negative,neutral→negative
Super pretty lipstick with perfect color. These two colors are very similar. They are not very,texture,positive,neutral,positive→neutral
Super pretty lipstick with perfect color. These two colors are very similar. They are not very,colour,neutral,positive,neutral→positive
"The color of the lipstick is very beautiful. If you have sensitive skin like me, this lipstick is ok, it's not picky about your skin, it's good for your tooth enamel, it takes a while to deliver, but due to the pandemic, I understand so you should buy it and try it.",shipping,neutral,negative,neutral→negative
The product was carefully packaged and delivered in the correct color. Haven't used it yet so quality is unknown,shipping,neutral,positive,neutral→positive
I've used this lipstick so many times. I don't like any color as much as this one. I'll have to buy it over and over again.,colour,positive,negative,positive→negative
"Very beautiful, very smooth lipstick, but because it's in translation, the delivery took a while. In general, I should buy it without taking photos :((",shipping,neutral,negative,neutral→negative
"The lipstick like chocolate. I don't know if my lips are quite soft, matte or not..",texture,positive,neutral,positive→neutral
"I didn't think international products would take so long.. the packaging and packaging of the lipstick is beautiful but the lipstick is quite disappointing.. the color is decent but the quality of the lipstick is so bad that the slightest touch causes it to fall on your hand.. it doesn't stick, the lipstick tip is bent too much and keeps getting stuck so you have to gently pull it out for fear it will break so buy it to make sure not to buy again",colour,neutral,positive,neutral→positive
"Air mist silky matte line: thin matte lipstick but extremely dry and reveals lip lines, anyone with dry lips should not buy it Clay mashed potato line: beautiful, matte color on lips but still has a certain softness and moisture. Highly recommended to try The super velvet line: is drier on the lips than the clay mashed potato line, but the color palette is prettier",texture,negative,positive,negative→positive
"The lipstick is smooth and can't be washed off after eating or drinking. Leave it on for a while until it becomes more pink…, lipstick causes dry lips so use more moisturizer.",texture,neutral,positive,neutral→positive
"First of all, the lipstick like peach, the texture is smooth, but I feel like it has some chemicals in it",texture,neutral,positive,neutral→positive
"First of all, the lipstick like peach, the texture is smooth, but I feel like it has some chemicals in it",smell,positive,negative,positive→negative
"Delivery took a while, everyone, but the packaging and product quality are terrible",packing,positive,negative,positive→negative
"Ordered last year and received it this year. It took a long time to deliver, but the quality of the lipstick is ok and the packaging is already good. I naturally went to buy this color and apply it on the alum.",colour,negative,positive,negative→positive
"I don't really like the quality of the lipstick, but the color is okay. Let's try another color to see how it goes",colour,positive,neutral,positive→neutral
The lipstick is super pretty but I have to apply many layers to get the same color as in the photo. The lipstick like chocolate hehe I love it,colour,neutral,positive,neutral→positive
"Super pretty lipstick with cheap price: 33 Yew shop ? The shipper is also friendly ? For international shipments, delivery takes a while, otherwise everything is ok ?",shipping,negative,neutral,negative→neutral
"Foreign shops should take a long time to deliver Shipper is friendly The shop gives enthusiastic advice Pack carefully As for the quality, I don't know yet because I haven't tried it yet",shipping,negative,neutral,negative→neutral
"Delivery took about 1 week, I don't like the quality of the lipstick, the color isn't too pretty",colour,positive,negative,positive→negative
"The lip color is a bit brighter than I expected, but the quality is quite difficult to apply evenly, but the reviews are quite good in terms of spp",colour,neutral,positive,neutral→positive
"Delivery is quite fast, the lipstick is really beautiful, the cap is really good, the color is pretty but a bit dark xxisu, I don't know if it fits, I haven't tried it yet, overall it's quite",colour,neutral,positive,neutral→positive
"Buying at a mall makes you feel secure, but as soon as you get home, the cosmetics store near your house has cheaper sales ?",price,negative,positive,negative→positive
"The lipstick is smooth and of chocolate. I like color 003 more, it is a slightly orange brown color that is easy to use for many skin types, color 301 is a bit reddish. I'm looking for a darker shade but don't know what color it is. If you have bought it, please give me some advice",colour,positive,neutral,positive→neutral
"The color of the lipstick is quite good but easy to wear off, the price is reasonable.",price,positive,neutral,positive→neutral
The color is brighter than I thought. I've used romand a lot so I quite like it,colour,positive,negative,positive→negative
"The color is beautiful and the smell is not very fragrant but it's okay. I see a shadow. The lipstick is difficult to apply, dries quickly, is difficult to apply, and irritates the lips. Extremely dry lips. But it's 19k",smell,negative,neutral,negative→neutral
The lipstick has super good color but the smell is a bit unpleasant. Fit howph for the price,shipping,positive,negative,positive→negative
"First time buying lipstick from this brand, the store delivered the right color, beautiful lipstick color The shop delivered the goods quite quickly, the packaging did not use plastic bags, but fortunately there were no dents",packing,neutral,positive,neutral→positive
"The lipstick shell is very nice to the touch, the lipstick is a bit dry but the texture is ok You should buy it?",texture,negative,positive,negative→positive
Solid lipstick. Pack the product securely. Lipstick has beautiful color. Fragrant lipstick,texture,neutral,positive,neutral→positive
"I've bought it 3 times already, the lipstick color is beautiful The smell is not very pleasant …",smell,neutral,negative,neutral→negative
"Uses: Helps lips shine brightly Texture: soft, smooth, silky Color fastness: amazing goodjob! I love your gifts <3",stayingpower,positive,neutral,positive→neutral
IT'S BORING TO USE VERY POWDER I WILL NEVER BUY FOCALLURE'S PRODUCTS AGAIN BECAUSE THE QUALITY IS TOO BAD,texture,negative,positive,negative→positive
"Fragrant, I really like this lipstick, easy to spread the color beautifully, holds the color on the lips a little well, but it is not suitable for dark skin and you have dark lip lines. (video and photo are not related).",colour,positive,negative,positive→negative
"The lipstick is of poor quality, the smell is bad, it says matte lipstick but after a little wiping it goes away. If you pay attention, you will see that there are 2 types of lipsticks for sale (gold cap and black cap), and the lipstick I bought (gold cap) is very popular on sale (maybe it's because the sale is so bad that it can be sold).",stayingpower,negative,positive,negative→positive
"The lipstick is of poor quality, the smell is bad, it says matte lipstick but after a little wiping it goes away. If you pay attention, you will see that there are 2 types of lipsticks for sale (gold cap and black cap), and the lipstick I bought (gold cap) is very popular on sale (maybe it's because the sale is so bad that it can be sold).",price,negative,positive,negative→positive
"The color is beautiful, just easy to wear. The color of the photo is not very accurate. Shipping time is very reasonable. I placed the order with excitement waiting to experience the product and I didn't get tired of waiting at all. It can be seen that the shipping company does not care about the weather and remote roads to deliver the products",colour,neutral,positive,neutral→positive
"Fast delivery, the pink color doesn't suit my skin very well, it suits those with lighter skin",colour,negative,neutral,negative→neutral
"Quality product, scent is not color is slightly lighter than the photo. The long delivery is probably due to the epidemic",smell,positive,negative,positive→negative
"The pencil is quite easy to apply and has a nice, smooth lipstick, but it's a bit dry. If you have dry lips, using it will easily reveal your flaws. Fast delivery. I was surprised. I secretly bought it from my mother but she borrowed money and didn't pay it back until the delivery was faster than expected. I didn't dare to ask my mother for money :D",texture,neutral,positive,neutral→positive
"Texture: okkkk Color fastness: In general, the lipstick is very beautiful so you should buy it. It's okay if you use the shop after a while to change it",stayingpower,positive,neutral,positive→neutral
"Uses: So pretty Texture: jdjd Color fastness: sour autumn The packaging was careless, as if someone had opened it with a whip",stayingpower,neutral,negative,neutral→negative
"Tet so delivery takes quite a while. The lipstick color is beautiful but the two lipstick lines are different so the quality is different, it's ok to buy it for experience at this price range",texture,neutral,negative,neutral→negative
"Buy 2 lipsticks. The outer shell looks good, but when opened, the tree is ok. The remaining tree is weak. Because it has lost the white bark at the top of the lipstick container. Quite sad. Well, you get what you pay for. Buying cheap must be accepted. I still rate 5* when buying from the shop.",price,neutral,positive,neutral→positive
Texture: ok Color fastness: slightly faster than the old version :**((((((((((#(@(((#(#(#((#(#(#((#(#(#(#(#(#(#(#),stayingpower,negative,positive,negative→positive
"So beautiful, it so good",smell,negative,positive,negative→positive
"I bought it during the sale so the price was quite cheap. The store gave me a eglips lipstick color 04 that is almost the same as the 2 color tones I bought, thank you very much store.",colour,neutral,positive,neutral→positive
"Carefully wrapped, delivery took a while, beautiful color, holding the lipstick feels as smooth as velvet",shipping,positive,negative,positive→negative
The lipstick is slightly dry and the color is brighter than the illustration. The color on the left is color 302,colour,negative,neutral,negative→neutral
"The lipstick is beautiful, the scent of chocolate is delicious, if you have dark lips you should not buy this color :vv because it doesn't come out the right color to check. In general, cheap and good",colour,negative,neutral,negative→neutral
"Uses: The product applies to beautiful, fragrant lips Texture: does not stick to the standard color Color fastness: good",texture,neutral,negative,neutral→negative
"If the delivery is late, next time I will give you a break Expensive lipstick on sale, still expensive, buy Romand lipstick, bbia blackrouge :))",price,negative,positive,negative→positive
"The lipstick like orange milk. But the color is not as dark as in the picture but it's okay, I still like it very much. It's so beautiful that I bought it, but the store covered the smiley face and made it look pretty, so I had to peel it off ?",colour,positive,neutral,positive→neutral
"I didn't open this lipstick because I gave it to a friend, but the color is beautiful but I don't know what the quality will be like.",texture,positive,neutral,positive→neutral
Texture: beautiful Color fastness: tip of tip,stayingpower,positive,neutral,positive→neutral
"The lipstick is very matte,,, but it easily darkens the lips, please note, it's hard to remove and it's a bit burning when you put it on.",texture,neutral,negative,neutral→negative
Fast delivery but also slow delivery The quality of the product is absolutely terrible I also got a lipstick and a lip mask with an egg-shaped mask Super likehh,shipping,neutral,positive,neutral→positive
"Son is beautiful I think the lipstick is quite ok, the lipstick has a pink base so it's okay, it's still pretty I bought it for my friend's birthday so I couldn't test it directly",colour,positive,neutral,positive→neutral
"Oh my god, mom! From the packaging to the design, it is definitely beautiful, so beautiful ?. I have to buy more to get the full set to get it. It's not so beautiful, but it's also the right color. I give the shop many stars ?",shipping,neutral,positive,neutral→positive
"Uses: creates super beautiful color Texture: liquid, soft and smooth Color fastness: about 4 hours Long delivery leads to depression The lipstick color is very beautiful The box is also very beautiful",stayingpower,neutral,negative,neutral→negative
"I quite like the packaging and the delivery is also quite fast. I have never used this brand. I recommended it so I bought it to try and use. I am very satisfied. The smell is not too It's very ok. The color is 905. When I tested it on my hand because I was taking flash photos, it was a bit and but on my lips, it was ok.",smell,positive,neutral,positive→neutral
"Lipstick color 907 is so pretty, this color is exactly like the model so I like it very much. The remaining color 901 is not the same as on the sample, I'm a bit disappointed, the lipstick color is more nude, it looks Western but looks very pale on the lips. Illustration of receiving coins",colour,neutral,positive,neutral→positive
"Uses: Lipstick Texture: Beautiful Color fastness: Good The lipstick is smooth but a bit drying on the lips, fast delivery, securely packaged",texture,neutral,positive,neutral→positive
"Beautifully designed, the rough shell is pleasant to the touch. The lipstick is a bit dry on the lips so apply lip balm first. It's fragrant, smooth, and the brush tip is soft and easy to apply. You should buy it ^-^",texture,negative,positive,negative→positive
"beautiful color and fast delivery time, the shop said it would take 7 days but it took 10 days to arrive. Due to long distance shipping, the box was dented. The box is pretty but I can't keep it. I saw a lot of tiktokers recommending this brand so I trusted it and bought it. The lipstick quality is super super beautiful and the price is cheap. I think people who are new to makeup should buy it and try it.",packing,negative,positive,negative→positive
"Okay, here are my 2 colors: 203,302, according to my sister, the lipstick is quite dry",colour,neutral,positive,neutral→positive
"The lipstick is soft and doesn't dry your lips. The chocolate smell is super fragrant, not this color is very gentle and easy to use on the lips, MLBB style. Really, this price with this lipstick quality is really worth buying.",colour,positive,negative,positive→negative
"Images are for illustration purposes only Despite the translation, the shop delivered the goods quickly I also like that lipstick color, but my skin type is a bit picky If you add a little makeup, you'll look better",colour,neutral,positive,neutral→positive
"Bought right during the flash sale time frame so the price is extremely cheap. The lipstick is small and pretty, the shell is beautifully designed and sturdy, and the lipstick color is smooth and doesn't dry out. Very satisfied.",colour,neutral,positive,neutral→positive
I like 302 but it's hard to flirt because it's too stubborn. As tough as watercolor :) Color 403 easily and is also beautiful Deliver complete and correct goods But only 2.4 grams is a bit smaller and lighter than expected.,texture,negative,positive,negative→positive
I like 302 but it's hard to flirt because it's too stubborn. As tough as watercolor :) Color 403 easily and is also beautiful Deliver complete and correct goods But only 2.4 grams is a bit smaller and lighter than expected.,colour,neutral,positive,neutral→positive
I like 302 but it's hard to flirt because it's too stubborn. As tough as watercolor :) Color 403 easily and is also beautiful Deliver complete and correct goods But only 2.4 grams is a bit smaller and lighter than expected.,shipping,neutral,positive,neutral→positive
"The lipstick is very pretty, the quality is smooth, the delivery is quite slow but the translation is understandable, the package is well packaged",shipping,neutral,negative,neutral→negative
Uses: Can I use lipstick to go out with girls? :)) Texture: I haven't used it yet so I don't know Color fastness: looks matte as people say,stayingpower,negative,positive,negative→positive
I think it's more orange than red but the lipstick is very smooth,colour,neutral,positive,neutral→positive
"Standard goods After many days of waiting, she finally returned Pack carefully",shipping,negative,positive,negative→positive
Beautiful lipstick. It's normal. Will support more :))))))))) ?,stayingpower,neutral,negative,neutral→negative
The lipstick color is quite pleasing on the lips. Mild smell. Bought on flash sale so thank you very much to the store,smell,positive,neutral,positive→neutral
The lipstick color is beautiful and fragrant Order in 5 days and get the product There's nothing to criticize at all So excellent,shipping,neutral,positive,neutral→positive
"Delivery 46 days :)) Due to the complicated epidemic situation, I also tried to wait for the goods to arrive The store packed it carefully I haven't checked the scented lipstick yet, but it's probably authentic because it's my first time buying it Got an extra baribe lipstick with a color as pretty as A25, the packaging is so pretty. When I opened the package, I was a bit disappointed",smell,neutral,positive,neutral→positive
Uses: Texture: 0,texture,negative,neutral,negative→neutral
"Actually, at this price range, it's ok to buy, I bought it on sale for only 26k so I'm satisfied, but if I buy it for regular use then I shouldn't, because I have to apply lip balm carefully to make it look beautiful, not clumpy.",texture,negative,positive,negative→positive
"I bought 1 tube before, the lipstick is beautiful and fragrant but a bit dry. Just buy it for fun, it's not your money.",price,neutral,negative,neutral→negative
The lipstick color is okay but not very good. You get what you pay for,price,positive,neutral,positive→neutral
"The lipstick has a nice color, but the texture is a bit dry so the lip lines can easily show. Shipping doesn't take too long even though it's international. Worth buying!",shipping,positive,neutral,positive→neutral
Satisfactory design. The lipstick is also quite smooth. Not really matte but not too easy to wear. The color is a bit darker than the color in the photo. Still satisfied with this lipstick and this price,stayingpower,neutral,negative,neutral→negative
"I like it so much <3 The lipstick is so fragrant Deep color Fast delivery and cheap too, not very fast but quality like this is 5? ha <3",stayingpower,neutral,negative,neutral→negative
"I haven't known about this lipstick for a long time and this is my first time buying Shopee Mall but I trust it, fast delivery, beautiful and smooth lipstick, I'm just sad because it's not durable but the review doesn't know if it's because of my lips or what ?",stayingpower,negative,positive,negative→positive
"The color of the lipstick is more earthy pink, my dear, it very good ? ?",colour,neutral,positive,neutral→positive
Structure: Carefully packaged Color fastness: Haven't tested so don't know The lipstick color is quite satisfactory. Beautiful smooth shell.,texture,neutral,positive,neutral→positive
"Uses: … Texture: thin, light, matte Color fastness: quite long lasting Beautiful color, looks good on lips, takes quite a while to deliver. Slightly smaller than imagined",texture,positive,neutral,positive→neutral
Color fastness: beautiful can do yyyy can do that,stayingpower,positive,neutral,positive→neutral
"The packaging is so sketchy, the lipstick is not as accurate as the photo, the powder works well, the concealer has a smell, overall the price is cheap, so I only bought powder and highlighter, the worst thing is the foundation color is like that of u60 :))",colour,negative,positive,negative→positive
"Texture: The lipstick like chocolate when applied to the lips, it's a bit dry, and the color is nice overall",texture,negative,neutral,negative→neutral
"Texture: beautiful Color fastness: I don't know if it to my lips Uses: beautiful The color is beautiful, but it doesn't stick to my lips at all.",stayingpower,negative,neutral,negative→neutral
"Texture: beautiful Color fastness: I don't know if it to my lips Uses: beautiful The color is beautiful, but it doesn't stick to my lips at all.",texture,positive,neutral,positive→neutral
The lipstick is soft and smooth. The smell is not too fragrant You get what you pay for. Next time I will buy again to support ?,smell,neutral,negative,neutral→negative
"The lipstick has a beautiful color, dries quickly and spreads, but it's better if it's difficult to apply..",texture,negative,positive,negative→positive
"Goods delivered, just the mask is a bit small. Looking at the photo, I thought it would be too big ?",shipping,neutral,positive,neutral→positive
"Use: apply on lips Texture: cream lipstick Color fastness: good The outside of the lipstick is really nice, on the inside, it feels a little dry on the lips, but it doesn't feel smooth.",texture,neutral,negative,neutral→negative
"It's been a long time since I've been a teacher, exactly a month ago, the lipstick is so matte that you can wipe it off if you try it on your hand",stayingpower,negative,positive,negative→positive
"It's been a long time since I've been a teacher, exactly a month ago, the lipstick is so matte that you can wipe it off if you try it on your hand",shipping,negative,positive,negative→positive
"I bought 2 color bars 402 and 404 eagle vc :))) Not very matte, the lipstick is smooth, the lipstick smell I hate, the price is okay",colour,positive,neutral,positive→neutral
"The shop agreed to redeliver the goods 3 times, not canceling the order. The lipstick has a smell but it's light. Dries quickly, gives good color, but if left for a long time, the powder becomes a bit crumbly.",smell,negative,neutral,negative→neutral
"Delivered on time, lipstick makes lips dry, good, beautiful packaging.",shipping,positive,neutral,positive→neutral
"Due to the pandemic, delivery was not very fast. I bought it and used it for a long time but found it sold here at an ok price and the quality is ok too.",shipping,neutral,negative,neutral→negative
"The orange matte lipstick is so beautiful but the delivery took quite a while, ordered on December 12 but it didn't arrive until December 24.",texture,neutral,positive,neutral→positive
"The lipstick is a bit smeary on the skin, suitable as a base and then mixed with a darker color is fine.",colour,negative,neutral,negative→neutral
"Very pretty, everyone, of chocolate, good product but the color 203 is a bit pink, so if you want it, get another color, delivery took a while due to the epidemic.",colour,neutral,negative,neutral→negative
"When delivered here, the shell was a bit distorted so I was a little disappointed but it's okay, the lipstick color is beautiful and the body is fine",packing,negative,neutral,negative→neutral
"When it touches my lips, it turns pink. But it's okay, shipping is fast, cheap, ok.",colour,negative,neutral,negative→neutral
So,shipping,positive,negative,positive→negative
"This beautiful lipstick color is a bit darker, 003 will look better",colour,negative,positive,negative→positive
"I received the goods after 2 weeks, a birthday gift so I didn't try it out, maybe it's beautiful",shipping,positive,neutral,positive→neutral
Delivered all goods. waited 1 week. product ok. cheap price. will continue to support…,shipping,positive,negative,positive→negative
"I feel like I was cheated… the color the company posted and the actual color are apart =)))) It's a real lie. It's pink and purple outside, oh fuck!",colour,negative,neutral,negative→neutral
"I bought it a second time, the lipstick is smooth and velvety ok, but the matteness is relatively poor, the base is more red than the website, but overall the color is still pretty.",stayingpower,positive,negative,positive→negative
"Uses: good Texture: light consistency Color fastness: 6 hours Delivery took a long time but in return, the shop packaged securely + nice smooth lipstick, cream powder type lipstick in general very satisfied with the product",stayingpower,neutral,positive,neutral→positive
Mindful review corner: you get what you pay for. The paint color is good but the lipstick quality is flat. like candy,price,positive,neutral,positive→neutral
"The orange brown color is earthy, suitable for people with dark skin like me, very pretty",colour,positive,neutral,positive→neutral
"When I apply the lipstick on my hand, the color is very standard, but on my lips it's a different color and the lipstick is very difficult to blend so I have to blend it quickly. It's matte, the lipstick is cheap and beautiful and when I apply it on my hand, I smell it carefully and it bad. The quality is also okay for me ?",texture,negative,positive,negative→positive
"When I apply the lipstick on my hand, the color is very standard, but on my lips it's a different color and the lipstick is very difficult to blend so I have to blend it quickly. It's matte, the lipstick is cheap and beautiful and when I apply it on my hand, I smell it carefully and it bad. The quality is also okay for me ?",colour,negative,positive,negative→positive
"The right color, beautiful, matte lipstick, color 402 is pretty and color 302 probably doesn't match so it's a bit on the lips.",colour,neutral,positive,neutral→positive
Color same as sample Slightly dry Relatively easy to clean Not very satisfied Buy it because it's cheap,texture,negative,positive,negative→positive
"Delivery takes a bit long. Spa ok. But in this lane, I don't see the seal on the outside like usual. Slightly earthy color.",colour,negative,neutral,negative→neutral
"The lipstick is smooth, quite ok, after eating and drinking, the color layer is still quite good, fades faster than merzy, will buy more in the future",stayingpower,neutral,negative,neutral→negative
"The top down colors are 001,107,203 The lipstick is smooth, applies quite smoothly, and like cream I haven't looked in the mirror yet so I can't decide on any further colors",smell,positive,neutral,positive→neutral
"The lipstick has a good color base but has a coffee smell, so I really like it :((",smell,negative,positive,negative→positive
The color is brighter than in the photo. Cute lipstick but feels a bit dry on my lips.,colour,positive,negative,positive→negative
"The color on the outside looks a bit more pink, and when opened, there is a faint acrid smell like the smell of bitter lemon peel",smell,negative,positive,negative→positive
The color of the lipstick is beautiful but when applied it's clumpy and doesn't work very well,colour,positive,neutral,positive→neutral
"The lipstick is beautiful and softens the lips, it wears off quickly, but I don't like this color",colour,positive,negative,positive→negative
The lipstick color is super pretty but a bit more picky about my skin. The one with white/make up will look better. Who wants to get the 99k pass code? 0963168393,price,neutral,positive,neutral→positive
Cheap and good lipstick,stayingpower,positive,negative,positive→negative
"Delivery didn't take long. Poor packaging caused the lipstick shell to be dented, but in return, the quality of the lipstick cannot be faulted. The lipstick washes off when eaten.",shipping,positive,negative,positive→negative
"Beautiful color, good lip balm powder,",texture,negative,positive,negative→positive
