text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score
"purchased during the epidemic season from august 8 to october 4, new delivery ???? first time using this color, hope you like it to avoid disappointment after waiting for so long",positive,0.4312,None,neutral,0.4264,None,positive,0.4669,None,positive,0.7594,None,neutral,0.4702,neutral,negative,0.7707,negative,positive,0.7462,None,MIXED,0.5836
"i thought it was beautiful, but it was beautiful, i thought the lipstick was smooth but also fragrant. i waited for my order forever and finally i received it",positive,0.5124,None,positive,0.8989,positive,positive,0.7956,positive,positive,0.8406,None,positive,0.799,None,negative,0.8021,None,positive,0.8662,None,MIXED,0.6854
"the lipstick is so pretty, i applied the discount code so i didn't have to pay for this product, it's like getting it for free, it's just yiwu warehouse so delivery takes so long",positive,0.4855,None,positive,0.7228,None,positive,0.793,None,positive,0.8282,positive,positive,0.868,None,negative,0.8213,negative,positive,0.8703,None,MIXED,0.6961
the lipstick color is beautiful but the lipstick is not very smooth and dries quickly. i applied lipstick before i could even blend it and it was dry -.-,negative,0.681,None,negative,0.9376,negative,positive,0.3948,None,positive,0.6756,None,positive,0.7882,positive,positive,0.4108,None,negative,0.4716,None,MIXED,1.0881
"great product quality, well worth the money. pictures and videos are for coin recognition purposes only",positive,0.7973,None,positive,0.8877,None,positive,0.8847,None,positive,0.8967,positive,positive,0.9184,None,positive,0.4948,None,positive,0.9066,None,Overall Positive,0.0
"great. it's great, everyone. ladies you should buy it. it's cheap but the color is so beautiful. oh, when i picked up the lipstick, i fainted",positive,0.7807,None,positive,0.8972,None,positive,0.8817,None,positive,0.8812,positive,positive,0.9311,positive,neutral,0.4742,None,positive,0.896,None,Overall Positive,0.0
bbia a25 is a legend. this is the first lipstick i've used for the third time and still like it,positive,0.8403,None,positive,0.7614,None,positive,0.8595,None,positive,0.8755,None,positive,0.9032,positive,positive,0.477,None,positive,0.8939,None,Overall Positive,0.0
"beautiful lipstick color, good quality, fast delivery, very attentive shop. images and videos are for coin-receipt purposes",positive,0.5519,None,positive,0.7892,None,positive,0.857,None,positive,0.8494,None,positive,0.931,positive,positive,0.9143,positive,positive,0.9146,None,Overall Positive,0.0
"uses: fast delivery, quality product packaging texture: beautiful color fastness: quite long lasting",positive,0.8136,positive,positive,0.604,positive,positive,0.8064,None,positive,0.8507,None,positive,0.8372,None,positive,0.7733,positive,positive,0.9172,positive,Overall Positive,0.0
the color is quite nice and smells of chocolate. but international delivery takes a bit longer,positive,0.5686,None,positive,0.7561,None,positive,0.8066,positive,positive,0.8294,None,positive,0.8894,positive,negative,0.8414,negative,positive,0.8771,None,MIXED,0.7143
delivery took a little while but the lipstick looks beautiful. i can check the code... i haven't opened it yet because i haven't used it yet. i don't know if this color suits my skin or not ??????,neutral,0.7405,None,neutral,0.6802,None,positive,0.4588,None,positive,0.7105,None,neutral,0.6363,neutral,negative,0.7763,negative,positive,0.8159,None,MIXED,0.5581
"the lipstick is beautiful but dries too quickly, before even applying it, it dries on my lips",negative,0.9509,None,negative,0.6318,negative,positive,0.5005,None,positive,0.6397,None,positive,0.7598,None,positive,0.5347,None,positive,0.5011,None,MIXED,1.0283
"the product is as beautiful as the picture and has the scent of chocolate, worth buying gnasgsks tendonuanbdidnhdjdidndjdidns sibehdkshaiwnsjdnxnnxhdhhe",positive,0.7937,None,positive,0.8133,None,positive,0.8092,positive,positive,0.8655,None,positive,0.8022,None,neutral,0.6634,None,positive,0.8245,None,Overall Positive,0.0
"beautiful lipstick, fast delivery, color exactly as pictured, looks beautiful on lips, price is too cheap, will continue to support",positive,0.6294,None,positive,0.7907,None,positive,0.8627,None,positive,0.8576,positive,positive,0.9317,positive,positive,0.9194,positive,positive,0.9203,None,Overall Positive,0.0
"the product is suitable for the price. at first, the lipstick smells a bit harsh, but after a while it evaporates and gives off a bit of a chocolate scent",negative,0.6893,None,negative,0.6128,None,negative,0.7515,neutral,positive,0.5324,positive,neutral,0.4139,None,negative,0.6346,None,positive,0.4828,None,MIXED,0.7369
uses: the color is super pretty texture: apply beautifully color fastness: very long lasting the lipstick is super pretty.,positive,0.8356,positive,positive,0.7069,positive,positive,0.7972,None,positive,0.8555,None,positive,0.8287,positive,positive,0.4081,None,positive,0.9035,None,Overall Positive,0.0
genuine mall products with guaranteed quality the lipstick color is beautiful pack carefully,positive,0.8172,None,positive,0.891,None,positive,0.8828,None,positive,0.8813,None,positive,0.9294,positive,positive,0.4687,None,positive,0.9151,positive,Overall Positive,0.0
"the lipstick is very beautiful, very suitable for the price, worth the purchase and delivery takes a bit",positive,0.4842,None,positive,0.7667,None,positive,0.7713,None,positive,0.8393,positive,positive,0.8643,None,negative,0.8392,negative,positive,0.8806,None,MIXED,0.7099
"the lipstick color is very beautiful, stays on the lips for a long time, satisfied with the product and service but delivery does not take too long",positive,0.5488,positive,positive,0.8231,None,positive,0.6621,None,positive,0.8436,None,positive,0.9065,positive,neutral,0.5434,positive,positive,0.852,None,Overall Positive,0.0
"beyond my imagination?? the color is beautiful, smooth, doesn't dry my lips and the price is cheap??",positive,0.744,None,positive,0.9649,positive,positive,0.8684,None,positive,0.9008,positive,positive,0.8849,positive,neutral,0.5278,None,positive,0.9018,None,Overall Positive,0.0
"this shop delivers very quickly. will still continue to support. last time i ordered, the shop was prepared and there was one product missing. how do i get to the shop?",negative,0.4677,None,neutral,0.6631,None,positive,0.5531,None,positive,0.6548,None,positive,0.5467,None,positive,0.8836,positive,positive,0.5561,None,MIXED,0.408
bought the 4th plant for my momeeeeeeeeee at first it was quite fragrant but then the smell became a bit different,positive,0.4148,None,positive,0.4637,None,negative,0.8415,neutral,positive,0.5023,None,positive,0.574,None,positive,0.4964,None,positive,0.6169,None,MIXED,0.6604
"i like it so much i like it. the color looks amazingly beautiful on the outside, but it's because of my computer so i can't get the color right, but it's so beautifulyyy",positive,0.5303,None,positive,0.4781,None,positive,0.8087,None,positive,0.7889,None,positive,0.8511,positive,neutral,0.4852,None,positive,0.7324,None,Overall Positive,0.0
"the lipstick is very beautiful, delivery took a while but it's ok, packaged carefully,",positive,0.4917,None,positive,0.7026,None,positive,0.7995,None,positive,0.8206,None,positive,0.8584,None,negative,0.852,neutral,positive,0.8792,positive,MIXED,0.7177
"the lipstick is beautiful, has a light shine, beautiful color and smells good. p/s: the lipstick color in the photo is a bit different from the outside.",negative,0.5779,None,positive,0.7725,None,positive,0.7613,positive,positive,0.7932,None,negative,0.6319,neutral,neutral,0.5072,None,positive,0.7419,None,MIXED,0.8677
the shell looks very good. the quality is not yet used so i don't know yet..fast delivery,neutral,0.794,None,neutral,0.8531,None,positive,0.595,None,positive,0.705,None,neutral,0.8159,None,positive,0.9036,positive,positive,0.863,None,Overall Positive,0.0
lipstick has beautiful color fragrant smell but it's a bit small hehe you get what you pay for,positive,0.6938,None,positive,0.8749,None,positive,0.8618,positive,positive,0.8831,positive,positive,0.9218,positive,neutral,0.5488,None,positive,0.8864,None,Overall Positive,0.0
"excellent product quality, fast delivery, very nice packaging",negative,0.4827,None,positive,0.7107,None,positive,0.8132,None,positive,0.8259,None,positive,0.9028,None,positive,0.9406,None,positive,0.906,positive,MIXED,0.441
the picture is not relevant but the lipstick is worth the price. it's fine for anyone to change it,positive,0.5419,None,positive,0.6867,None,positive,0.7268,None,positive,0.8308,positive,positive,0.7736,None,neutral,0.4786,None,positive,0.7957,None,Overall Positive,0.0
"the lipstick is so pretty, i really like it, the quality of the lipstick is perfect, the pictures and vids are for receiving purposes.",positive,0.752,None,positive,0.9028,positive,positive,0.8965,None,positive,0.9076,None,positive,0.9276,positive,positive,0.5579,None,positive,0.9166,None,Overall Positive,0.0
"although the pictures and videos are not relevant, the lipstick color is really pretty. i think you're a little redder than wine.",positive,0.7147,None,positive,0.8266,None,positive,0.7879,None,positive,0.8391,None,positive,0.8975,positive,neutral,0.5277,None,positive,0.8587,None,Overall Positive,0.0
the shipping of pretty color lipstick is a bit slow hihihehehehhehehehe,negative,0.6364,None,negative,0.471,None,positive,0.5975,None,positive,0.7207,None,positive,0.9069,positive,negative,0.9089,negative,positive,0.7101,None,MIXED,1.1952
"the quality of the lipstick is ok, the smell is a bit strong, the color 402 is very nice and overall it's reasonable for the price",positive,0.5932,None,positive,0.4527,positive,negative,0.8583,negative,positive,0.5631,positive,positive,0.7385,positive,positive,0.4849,None,positive,0.6634,None,MIXED,0.6891
"beautiful lipstick color apply lightly, slightly red, matte, hard to wash off, combined with earthy pink color, it is very suitable for people with dark skin",positive,0.754,positive,positive,0.7482,None,positive,0.763,None,positive,0.8722,None,positive,0.5488,positive,neutral,0.4966,None,positive,0.858,None,Overall Positive,0.0
beautiful lipstick... first time buying but will support in the future... delivery is a bit slow....,negative,0.522,None,negative,0.4941,None,positive,0.5977,None,positive,0.6922,None,positive,0.8553,None,negative,0.9157,negative,positive,0.6751,None,MIXED,1.1465
"very good product, worth the money to support the shop next time.hlhdydktszgnxmv mxstistzkgxditv nzyksutsutsj",positive,0.8172,None,positive,0.7794,None,positive,0.8234,None,positive,0.8606,positive,positive,0.8582,None,neutral,0.5726,None,positive,0.8591,None,Overall Positive,0.0
"the color is quite pretty, everyone. the packaging is good compared to the price, a bit dry on the lips with a slightly strange smell :((",positive,0.4684,None,negative,0.6827,negative,negative,0.8801,negative,positive,0.5086,None,positive,0.8257,positive,positive,0.4899,None,positive,0.5863,None,MIXED,1.0129
fast delivery. standard packagingnnnnnnnnmmmmmmmmmmmmmnnnnnnnnnn,negative,0.5111,None,positive,0.6325,None,positive,0.788,None,positive,0.8013,None,positive,0.8541,None,positive,0.9525,positive,positive,0.8976,None,MIXED,0.4631
"packaged carefully and beautifully, but when applied to the hands it's very nice, but when applied to the lips, it's a bit ugly. i don't think it's suitable for soaked skin.",negative,0.7017,None,negative,0.8606,None,positive,0.38,None,positive,0.6573,None,negative,0.4618,negative,neutral,0.3877,None,positive,0.4638,positive,MIXED,0.8619
"great lipstick quality, color as pictured, carefully packaged, delivery a bit slow,........................",negative,0.5482,None,positive,0.3706,None,positive,0.6549,None,positive,0.7572,None,positive,0.8927,positive,negative,0.9022,negative,positive,0.7762,positive,MIXED,1.0213
the color is so different from the picture :((,negative,0.7366,None,positive,0.4601,None,positive,0.5451,None,positive,0.6454,None,negative,0.8726,negative,negative,0.442,None,positive,0.6213,None,MIXED,1.078
"the lipstick color is very good, i recommend that you buy it, the quality is quite ok, not very matte but it's beautiful",negative,0.856,negative,positive,0.6834,positive,positive,0.5703,None,positive,0.7409,None,positive,0.9039,positive,neutral,0.4908,None,positive,0.7729,None,MIXED,0.6942
"the teacher is missing 1 tree, i hope the model shop can solve it!!",negative,0.5648,None,negative,0.6142,None,neutral,0.4694,None,positive,0.5436,None,neutral,0.3665,None,negative,0.849,negative,negative,0.6269,None,MIXED,0.4512
"i really like it, the goods arrived on my birthday, the shop responded quickly and enthusiastically",positive,0.5233,None,positive,0.7329,None,positive,0.8383,None,positive,0.8344,None,positive,0.9002,None,positive,0.9371,positive,positive,0.911,None,Overall Positive,0.0
"sending my sincere apologies to the shop for the quick delivery and my review being too late. the chocolate-scented lipstick color i chose is 02 trendy colors that are not picky about skin or teeth but need makeup to go with it. the shop delivered extremely fast, within 2 days i received my order",negative,0.6515,None,neutral,0.5718,None,positive,0.6988,positive,positive,0.7746,None,positive,0.6029,positive,positive,0.906,positive,positive,0.7829,None,MIXED,0.5554
"the lipstick is silky and has a slight orange and alcohol scent. bought for 16k, don't ask for much",negative,0.5861,positive,positive,0.9185,positive,neutral,0.4484,neutral,positive,0.8276,positive,neutral,0.5204,None,positive,0.5365,None,positive,0.7808,None,MIXED,0.492
"structure: long, set color fastness: average the color is beautiful, once you use it you will feel beautiful, you should exfoliate your lips before using and keep your lips moisturized.",neutral,0.5771,neutral,neutral,0.7625,neutral,positive,0.5483,None,positive,0.7166,None,positive,0.564,positive,negative,0.448,None,positive,0.7697,None,MIXED,0.3821
it took more than 30 days to receive the lipstick?? but the lipstick is very pretty and the color is super pretty ???,positive,0.8084,None,positive,0.8219,None,positive,0.826,None,positive,0.894,None,positive,0.9139,positive,neutral,0.5356,negative,positive,0.8937,None,Overall Positive,0.0
"the lipstick is so beautiful, the color is sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo...",positive,0.726,None,positive,0.882,None,positive,0.8616,None,positive,0.8589,None,positive,0.9346,positive,neutral,0.4897,None,positive,0.8864,None,Overall Positive,0.0
"the lipstick quality is difficult to spread and the scent is fragrant. at this price, the lipstick quality is not very good, the color is not the same as the picture, which is a shame",negative,0.7364,None,negative,0.822,negative,positive,0.4025,positive,positive,0.6698,negative,negative,0.7487,negative,negative,0.4452,None,positive,0.498,None,MIXED,0.9998
"the lipstick color is very pretty, color 08 has more shimmer. fast delivery, ordered on october 10th and was afraid it would arrive in time for the october 20th holiday to give as a gift but luckily it still arrived on time. orders over 300k should receive free foundation, makeup remover cotton and mask. the makeup remover cotton bag is smaller than expected",positive,0.6102,None,positive,0.4675,None,positive,0.7626,None,positive,0.8258,neutral,positive,0.7657,positive,positive,0.9587,positive,positive,0.8741,None,Overall Positive,0.0
"fast delivery, cheap price, very good on lips ????????????????????????????",negative,0.5179,None,positive,0.7038,None,positive,0.8092,None,positive,0.8244,positive,positive,0.9093,None,positive,0.94,positive,positive,0.9035,None,MIXED,0.4701
"the chocolate lipstick smells super fragrant, although the color on my lips is a bit purple and pink, it also comes with a free mask.",negative,0.6339,None,positive,0.6637,None,positive,0.7121,positive,positive,0.7718,None,negative,0.7374,neutral,neutral,0.5136,None,positive,0.6972,None,MIXED,0.9253
"beautiful color, has a delicious chocolate scent, very smooth, not dry, recommended to buy",positive,0.6459,None,positive,0.956,positive,positive,0.8263,positive,positive,0.8936,None,positive,0.8815,positive,neutral,0.4806,None,positive,0.8926,None,Overall Positive,0.0
"lipstick is very beautiful. quality goods. smooth lipstick, worth the money. excellent",positive,0.7104,None,positive,0.9554,positive,positive,0.8871,None,positive,0.9068,positive,positive,0.9041,None,positive,0.5458,None,positive,0.9161,None,Overall Positive,0.0
"the quality of the product is good, the lipstick applies smoothly and the color is very beautiful on the lips!!",positive,0.7766,None,positive,0.9493,positive,positive,0.8781,None,positive,0.8981,None,positive,0.9148,positive,neutral,0.4737,None,positive,0.9096,None,Overall Positive,0.0
uses: play beautifully texture: terrible color fastness: matte the lipstick is very beautiful. the lipstick is smooth yyyyyyyyyyyyyyy,neutral,0.4416,positive,positive,0.6776,positive,positive,0.4033,None,positive,0.6414,None,negative,0.38,None,negative,0.381,None,positive,0.6994,None,MIXED,0.579
"uses: beautiful texture: beautiful color fastness: ok fast delivery, beautiful paint, cheap price. next time i will continue to support this shop....",positive,0.7736,positive,positive,0.7634,positive,positive,0.8741,None,positive,0.8759,positive,positive,0.9082,None,positive,0.8781,positive,positive,0.9279,None,Overall Positive,0.0
"even though the lipstick is from abroad, super fast delivery, eye-catching packaging, great value for money. everyone loves it",positive,0.5207,None,positive,0.6909,None,positive,0.8302,None,positive,0.8334,positive,positive,0.857,None,positive,0.954,positive,positive,0.913,positive,Overall Positive,0.0
this one is a bit dry but the color comes out beautifully ??????????????????????????????,negative,0.5528,None,negative,0.8796,negative,positive,0.4556,None,positive,0.679,None,positive,0.9158,positive,positive,0.4802,None,positive,0.5772,None,MIXED,0.9805
son likes to use it very much smooth lipstick bought a lipstick that i really like light scent of chocolate,positive,0.6881,None,positive,0.9569,positive,positive,0.8858,positive,positive,0.9048,None,positive,0.8738,None,positive,0.6082,None,positive,0.9149,None,Overall Positive,0.0
product packaged securely. hunting for sale should be cheap. ??????????????,positive,0.5193,None,positive,0.821,None,positive,0.8661,None,positive,0.8734,positive,positive,0.8272,None,positive,0.9075,None,positive,0.9123,positive,Overall Positive,0.0
fast delivery. the scent is very pleasant. pack carefully. will support more.,positive,0.5131,None,positive,0.765,None,positive,0.8346,positive,positive,0.8353,None,positive,0.8998,None,positive,0.9402,positive,positive,0.9157,positive,Overall Positive,0.0
"the lipstick color is very beautiful, smooth but long-lasting, has the scent of chocolate, international products so shipping takes a while, but the price and quality are very reasonable, will support",positive,0.6212,positive,positive,0.8676,positive,positive,0.8007,positive,positive,0.8408,positive,positive,0.8389,positive,negative,0.8214,negative,positive,0.8793,None,MIXED,0.7024
"the lipstick smells like chocolate, it makes me want to eat it but i don't really like it :)) the color is okay, long lasting",positive,0.6488,positive,positive,0.45,None,negative,0.5776,positive,positive,0.5915,None,positive,0.8705,positive,positive,0.4751,None,positive,0.7521,None,MIXED,0.5012
"cheap lipstick, the color is of course different from the picture, different from the swatch video i watched of ms. maihuongmakeup huhu :((( the color is 105 kp nude pink but it's so annoying, lol",negative,0.7546,None,positive,0.5537,None,positive,0.6379,None,positive,0.7081,positive,negative,0.8647,negative,neutral,0.4138,None,positive,0.6403,None,MIXED,0.9889
images are for coin recognition purposes only haven't used it yet so don't know how it works the lipstick probably comes off easily,negative,0.8207,negative,neutral,0.6546,None,neutral,0.5461,None,positive,0.6685,None,neutral,0.5723,None,neutral,0.4523,None,positive,0.5072,None,MIXED,0.4833
"the color is long-lasting, bright red as described, not rough when applied to the lips, feels fragrant when applied to the lips, fast delivery",positive,0.6529,None,positive,0.7052,positive,positive,0.772,positive,positive,0.834,None,positive,0.875,positive,positive,0.8975,positive,positive,0.8748,None,Overall Positive,0.0
the color is so pretty mmmm ?? should try this color even though the delivery took a while,positive,0.5684,None,positive,0.7129,None,positive,0.7904,None,positive,0.8202,None,positive,0.8817,positive,negative,0.8491,negative,positive,0.8795,None,MIXED,0.7181
dark orange color. the lipstick is smooth and easy to apply. mmmmmmmmmmmmmm,negative,0.4864,None,positive,0.8865,positive,positive,0.747,None,positive,0.829,None,neutral,0.568,neutral,positive,0.5125,None,positive,0.7853,None,MIXED,0.4307
"product is ok, beautiful and smooth, very good. the shop will uubgr for long and long she ck vks jns h nck",positive,0.8329,None,positive,0.9513,positive,positive,0.8817,None,positive,0.8944,None,positive,0.8184,None,neutral,0.4586,None,positive,0.8984,None,Overall Positive,0.0
"beautiful product, fast delivery time, very carefully packaged product",negative,0.5108,None,positive,0.697,None,positive,0.8131,None,positive,0.8254,None,positive,0.9004,None,positive,0.9366,positive,positive,0.9049,positive,MIXED,0.4641
"the second product that is highly recommended for everyone, besides the super pretty 9-panel eye palette, is the lipstick from focallure ???? the color design of the lipstick shell is light, the lipstick brush is designed in a leaf shape and looks ok, the important thing is that the lipstick color is extremely beautiful, the color is very accurate, when applied on the lips, it feels smooth, not powdery ????",positive,0.7746,None,positive,0.9309,positive,positive,0.8192,None,positive,0.8886,None,positive,0.8224,positive,neutral,0.6335,None,positive,0.8659,None,Overall Positive,0.0
"really, the lipstick quality and color are absolutely beautiful. if i knew it was this beautiful, i would have bought 3 or 4 trees. really pretty. i think it's even more beautiful than blackrouge",positive,0.8153,None,positive,0.8581,positive,positive,0.8685,None,positive,0.8621,None,positive,0.8982,positive,neutral,0.5907,None,positive,0.8908,None,Overall Positive,0.0
"the image has the quality of receiving coins and fast delivery, so i don't know",neutral,0.5031,None,neutral,0.7013,None,positive,0.6945,None,positive,0.7667,None,neutral,0.5863,None,positive,0.9649,positive,positive,0.8794,None,Overall Positive,0.0
"uses: new lipstick structure: shaped like a tru color fastness: beautiful after painting my lips, i feel confident and the color is beautiful and smells like chocolate: 3333 delivery took a while",neutral,0.5349,neutral,neutral,0.6591,neutral,positive,0.5793,positive,positive,0.7332,None,positive,0.6634,positive,negative,0.6317,negative,positive,0.7901,None,MIXED,0.5143
"every color is beautiful, cheap price but top quality......",positive,0.7775,None,positive,0.8969,None,positive,0.8588,None,positive,0.8709,positive,positive,0.931,positive,neutral,0.5946,None,positive,0.8877,None,Overall Positive,0.0
beautiful quality lipstick the color makes the lips smooth and supple color 501 is more beautiful than 402,positive,0.8012,None,positive,0.93,positive,positive,0.8716,None,positive,0.8946,None,positive,0.7661,neutral,neutral,0.5717,None,positive,0.9014,None,Overall Positive,0.0
pretty color but not very fragrant yixtuzitxp7druxhl hl yociyxtixtixti tyy8 hk hovy9ct8x47zru gk y9xru jpct7 gk kh y8xtu bk oy,positive,0.4442,None,negative,0.4093,None,negative,0.9076,neutral,positive,0.4531,None,positive,0.6772,positive,positive,0.4563,None,positive,0.563,None,MIXED,0.8734
"nice packaging, pretty lipstick jssjsjsjskdkksksksskksjsjsjssskk",negative,0.4853,None,positive,0.8794,None,positive,0.8528,None,positive,0.8745,None,positive,0.9055,None,positive,0.7648,None,positive,0.9036,positive,MIXED,0.4437
the soft lipstick has a smell but is not strong. lipstick doesn't come off very well after drinking water.,negative,0.7333,neutral,positive,0.8208,positive,negative,0.5908,neutral,positive,0.6964,None,positive,0.406,None,positive,0.4312,None,positive,0.6169,None,MIXED,0.9159
"uses: don't know texture: don't know color fastness: unknown receiving the goods and then delivering them is painfully long. the cream is quite liquid and has a nice color, but the tip of the lipstick is larger than the neck so when opened it opens up a bit",neutral,0.7722,neutral,neutral,0.8743,negative,neutral,0.3802,None,positive,0.6597,None,neutral,0.5279,positive,negative,0.6265,negative,positive,0.6488,None,MIXED,0.4237
"the shop carefully packaged the product, the shop delivered the correct product, although the delivery was a bit slow due to the epidemic, the product quality is excellent.........,,,,,,,",positive,0.5237,None,positive,0.5009,None,positive,0.7371,None,positive,0.8082,None,positive,0.8441,None,negative,0.7558,negative,positive,0.8239,positive,MIXED,0.6414
the lipstick looks like the picture but not matte the shop packs the goods carefully friendly shipper,negative,0.9322,negative,positive,0.6531,None,positive,0.5957,None,positive,0.6862,None,positive,0.5882,None,positive,0.8387,positive,positive,0.7034,positive,MIXED,0.7583
"the goods are currently in transit so delivery may take a while. beautiful color, ok, will support the shop",positive,0.5599,None,positive,0.6329,None,positive,0.7685,None,positive,0.8069,None,positive,0.8644,positive,negative,0.8078,negative,positive,0.8759,None,MIXED,0.6851
"the color on the outside is a bit darker than the video, the color is so good, the lipstick is soft and doesn't dry out, the shop always packs it and it's definitely beautiful.",positive,0.4875,None,positive,0.9451,positive,positive,0.8033,None,positive,0.8582,None,positive,0.4227,positive,neutral,0.5065,None,positive,0.7999,positive,Overall Positive,0.0
"looking for a good price, nice shop, sturdy in hand. but i didn't like the color right away :(",negative,0.746,None,positive,0.6141,None,positive,0.56,None,positive,0.7164,positive,negative,0.834,negative,neutral,0.4006,None,positive,0.6545,None,MIXED,0.9748
the product is good and has a good smell. the color is beautiful. i should support this shop. i will definitely support this shop again.,positive,0.8294,None,positive,0.8864,None,positive,0.866,positive,positive,0.8687,None,positive,0.9212,positive,neutral,0.5895,None,positive,0.8839,None,Overall Positive,0.0
"delivery took a while, the lipstick was carefully wrapped, beautiful, the color is very pretty, the packaging is quite ok, satisfied with the product",positive,0.4846,None,positive,0.7571,None,positive,0.7808,None,positive,0.8276,None,positive,0.8718,positive,negative,0.8596,negative,positive,0.8806,positive,MIXED,0.7243
the lipstick is soft and smooth shell looked over cheap price but high quality fast delivery,positive,0.4924,None,positive,0.8748,positive,positive,0.8589,None,positive,0.8625,positive,positive,0.8763,None,positive,0.9151,positive,positive,0.9134,None,Overall Positive,0.0
the lipstick color on the lips is very beautiful. the quality of the lipstick is also very nice and packaged very carefully,positive,0.7607,None,positive,0.8833,positive,positive,0.8666,None,positive,0.8793,None,positive,0.9322,positive,positive,0.5737,None,positive,0.9059,positive,Overall Positive,0.0
"the product is very good, packaged securely, if it works in the future, i will continue to use it",positive,0.7885,None,positive,0.5837,None,positive,0.8008,None,positive,0.8685,None,positive,0.8087,None,positive,0.6782,None,positive,0.8895,positive,Overall Positive,0.0
the lipstick is so smooth wildly beautiful color price is also cheap shipping is correct and fast,positive,0.5929,None,positive,0.873,positive,positive,0.8783,None,positive,0.8786,positive,positive,0.921,positive,positive,0.9021,positive,positive,0.9216,None,Overall Positive,0.0
"good product, high quality, long delivery but not too long, it's ok to use",negative,0.784,None,positive,0.6184,None,positive,0.5979,None,positive,0.7709,None,positive,0.7845,None,negative,0.7767,negative,positive,0.8003,None,MIXED,1.0861
"the color is pretty and firm when held in the hand, but the scent is uneven and the scent is cheap",negative,0.4827,None,negative,0.7846,negative,positive,0.5522,positive,positive,0.723,positive,positive,0.8135,positive,positive,0.4542,None,negative,0.4555,None,MIXED,1.027
