text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score
"this shop delivers very quickly. will still continue to support. last time i ordered, the shop was prepared and there was one product missing. how do i get to the shop?",positive,0.3954,None,positive,0.3783,None,positive,0.7873,None,positive,0.9335,None,neutral,0.4256,None,positive,0.9515,positive,positive,0.858,None,Overall Positive,0.0
bought the 4th plant for my momeeeeeeeeee at first it was quite fragrant but then the smell became a bit different,positive,0.5945,None,positive,0.778,None,negative,0.9321,neutral,positive,0.9308,None,positive,0.3964,None,positive,0.5586,None,positive,0.6887,None,MIXED,0.754
"i like it so much i like it. the color looks amazingly beautiful on the outside, but it's because of my computer so i can't get the color right, but it's so beautifulyyy",positive,0.9547,None,positive,0.9106,None,positive,0.9941,None,positive,0.9986,None,positive,0.8702,positive,positive,0.7272,None,positive,0.9965,None,Overall Positive,0.0
"the lipstick is very beautiful, delivery took a while but it's ok, packaged carefully,",positive,0.8803,None,positive,0.9361,None,positive,0.9898,None,positive,0.9987,None,positive,0.9731,None,negative,0.9731,neutral,positive,0.9969,positive,MIXED,0.8328
"the lipstick is beautiful, has a light shine, beautiful color and smells good. p/s: the lipstick color in the photo is a bit different from the outside.",positive,0.7472,None,positive,0.9827,None,positive,0.9816,positive,positive,0.9939,None,neutral,0.5615,neutral,positive,0.7293,None,positive,0.9909,None,Overall Positive,0.0
the shell looks very good. the quality is not yet used so i don't know yet..fast delivery,neutral,0.8798,None,positive,0.717,None,positive,0.9248,None,positive,0.9818,None,neutral,0.6858,None,positive,0.9839,positive,positive,0.9885,None,Overall Positive,0.0
lipstick has beautiful color fragrant smell but it's a bit small hehe you get what you pay for,positive,0.9229,None,positive,0.9954,None,positive,0.9939,positive,positive,0.999,positive,positive,0.9538,positive,positive,0.6568,None,positive,0.9985,None,Overall Positive,0.0
"excellent product quality, fast delivery, very nice packaging",positive,0.8843,None,positive,0.9857,None,positive,0.9893,None,positive,0.999,None,positive,0.991,None,positive,0.9984,None,positive,0.9981,positive,Overall Positive,0.0
the picture is not relevant but the lipstick is worth the price. it's fine for anyone to change it,positive,0.9809,None,positive,0.9872,None,positive,0.997,None,positive,0.9994,positive,positive,0.971,None,positive,0.818,None,positive,0.999,None,Overall Positive,0.0
"the lipstick is so pretty, i really like it, the quality of the lipstick is perfect, the pictures and vids are for receiving purposes.",positive,0.9883,None,positive,0.9926,positive,positive,0.9968,None,positive,0.9995,None,positive,0.9872,positive,positive,0.6548,None,positive,0.9991,None,Overall Positive,0.0
"although the pictures and videos are not relevant, the lipstick color is really pretty. i think you're a little redder than wine.",positive,0.9015,None,positive,0.9077,None,positive,0.9918,None,positive,0.9976,None,positive,0.681,positive,positive,0.9323,None,positive,0.9953,None,Overall Positive,0.0
the shipping of pretty color lipstick is a bit slow hihihehehehhehehehe,positive,0.7828,None,negative,0.4253,None,positive,0.9242,None,positive,0.9963,None,positive,0.9335,positive,negative,0.9888,negative,positive,0.9784,None,MIXED,1.0824
"the quality of the lipstick is ok, the smell is a bit strong, the color 402 is very nice and overall it's reasonable for the price",positive,0.8149,None,positive,0.7783,positive,negative,0.951,negative,positive,0.9679,positive,positive,0.8679,positive,positive,0.7535,None,positive,0.8351,None,MIXED,0.7995
"beautiful lipstick color apply lightly, slightly red, matte, hard to wash off, combined with earthy pink color, it is very suitable for people with dark skin",positive,0.9494,positive,positive,0.6876,None,positive,0.9903,None,positive,0.9974,None,positive,0.7473,positive,positive,0.7377,None,positive,0.9941,None,Overall Positive,0.0
beautiful lipstick... first time buying but will support in the future... delivery is a bit slow....,positive,0.8037,None,positive,0.7654,None,positive,0.9788,None,positive,0.9978,None,positive,0.8948,None,negative,0.9776,negative,positive,0.9935,None,MIXED,0.8285
"very good product, worth the money to support the shop next time.hlhdydktszgnxmv mxstistzkgxditv nzyksutsutsj",positive,0.9845,None,positive,0.9855,None,positive,0.9963,None,positive,0.9992,positive,positive,0.9803,None,positive,0.5488,None,positive,0.9988,None,Overall Positive,0.0
"the color is quite pretty, everyone. the packaging is good compared to the price, a bit dry on the lips with a slightly strange smell :((",positive,0.8724,None,negative,0.8836,negative,negative,0.6816,negative,positive,0.9694,None,positive,0.9082,positive,positive,0.6641,None,positive,0.71,None,MIXED,1.1346
fast delivery. standard packagingnnnnnnnnmmmmmmmmmmmmmnnnnnnnnnn,positive,0.8185,None,positive,0.9804,None,positive,0.9844,None,positive,0.9985,None,positive,0.9833,None,positive,0.9988,positive,positive,0.9972,None,Overall Positive,0.0
"packaged carefully and beautifully, but when applied to the hands it's very nice, but when applied to the lips, it's a bit ugly. i don't think it's suitable for soaked skin.",positive,0.5605,None,negative,0.7016,None,positive,0.5663,None,positive,0.8739,None,negative,0.4944,negative,positive,0.4278,None,positive,0.6552,positive,MIXED,0.8618
"great lipstick quality, color as pictured, carefully packaged, delivery a bit slow,........................",positive,0.8298,None,positive,0.8681,None,positive,0.9761,None,positive,0.9975,None,positive,0.9,positive,negative,0.9773,negative,positive,0.9936,positive,MIXED,0.8313
the color is so different from the picture :((,negative,0.4725,None,positive,0.7062,None,positive,0.7393,None,positive,0.9611,None,negative,0.944,negative,negative,0.4529,None,positive,0.8742,None,MIXED,1.1909
"the lipstick color is very good, i recommend that you buy it, the quality is quite ok, not very matte but it's beautiful",negative,0.9761,negative,positive,0.9423,positive,positive,0.9714,None,positive,0.9941,None,positive,0.975,positive,positive,0.7891,None,positive,0.9939,None,MIXED,0.8327
"the teacher is missing 1 tree, i hope the model shop can solve it!!",positive,0.5372,None,neutral,0.5094,None,positive,0.8197,None,positive,0.95,None,neutral,0.5502,None,negative,0.6988,negative,positive,0.8905,None,MIXED,0.5735
"i really like it, the goods arrived on my birthday, the shop responded quickly and enthusiastically",positive,0.9311,None,positive,0.9894,None,positive,0.993,None,positive,0.9993,None,positive,0.9927,None,positive,0.9976,positive,positive,0.9986,None,Overall Positive,0.0
"sending my sincere apologies to the shop for the quick delivery and my review being too late. the chocolate-scented lipstick color i chose is 02 trendy colors that are not picky about skin or teeth but need makeup to go with it. the shop delivered extremely fast, within 2 days i received my order",negative,0.5164,None,positive,0.9152,None,positive,0.9569,positive,positive,0.986,None,neutral,0.4876,positive,positive,0.9949,positive,positive,0.9867,None,MIXED,0.4666
"the lipstick is silky and has a slight orange and alcohol scent. bought for 16k, don't ask for much",neutral,0.5056,positive,positive,0.8382,positive,positive,0.3872,neutral,positive,0.872,positive,neutral,0.6986,None,positive,0.667,None,positive,0.8565,None,Overall Positive,0.0
"structure: long, set color fastness: average the color is beautiful, once you use it you will feel beautiful, you should exfoliate your lips before using and keep your lips moisturized.",neutral,0.8172,neutral,neutral,0.8926,neutral,positive,0.9118,None,positive,0.9866,None,positive,0.6239,positive,negative,0.746,None,positive,0.9781,None,MIXED,0.6149
it took more than 30 days to receive the lipstick?? but the lipstick is very pretty and the color is super pretty ???,positive,0.8339,None,positive,0.7828,None,positive,0.9859,None,positive,0.9986,None,positive,0.9691,positive,negative,0.9596,negative,positive,0.9959,None,MIXED,0.8185
"the lipstick is so beautiful, the color is sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo...",positive,0.9771,None,positive,0.9883,None,positive,0.9961,None,positive,0.9997,None,positive,0.9986,positive,positive,0.8874,None,positive,0.9994,None,Overall Positive,0.0
"the lipstick quality is difficult to spread and the scent is fragrant. at this price, the lipstick quality is not very good, the color is not the same as the picture, which is a shame",positive,0.4743,None,negative,0.8887,negative,positive,0.3647,positive,positive,0.8823,negative,negative,0.7519,negative,negative,0.6034,None,negative,0.4684,None,MIXED,1.053
"the lipstick color is very pretty, color 08 has more shimmer. fast delivery, ordered on october 10th and was afraid it would arrive in time for the october 20th holiday to give as a gift but luckily it still arrived on time. orders over 300k should receive free foundation, makeup remover cotton and mask. the makeup remover cotton bag is smaller than expected",positive,0.7361,None,positive,0.6379,None,positive,0.963,None,positive,0.9865,neutral,neutral,0.6399,positive,positive,0.9826,positive,positive,0.9799,None,Overall Positive,0.0
"fast delivery, cheap price, very good on lips ????????????????????????????",positive,0.9117,None,positive,0.9899,None,positive,0.9916,None,positive,0.9992,positive,positive,0.9911,None,positive,0.9982,positive,positive,0.9985,None,Overall Positive,0.0
"the chocolate lipstick smells super fragrant, although the color on my lips is a bit purple and pink, it also comes with a free mask.",positive,0.6704,None,positive,0.8983,None,positive,0.9599,positive,positive,0.9879,None,neutral,0.5901,neutral,positive,0.578,None,positive,0.9794,None,Overall Positive,0.0
"beautiful color, has a delicious chocolate scent, very smooth, not dry, recommended to buy",positive,0.9825,None,positive,0.9974,positive,positive,0.9964,positive,positive,0.9995,None,positive,0.9896,positive,positive,0.749,None,positive,0.9992,None,Overall Positive,0.0
"lipstick is very beautiful. quality goods. smooth lipstick, worth the money. excellent",positive,0.9838,None,positive,0.9972,positive,positive,0.9963,None,positive,0.9995,positive,positive,0.9879,None,positive,0.7167,None,positive,0.9991,None,Overall Positive,0.0
"the quality of the product is good, the lipstick applies smoothly and the color is very beautiful on the lips!!",positive,0.9895,None,positive,0.9942,positive,positive,0.9971,None,positive,0.9996,None,positive,0.9952,positive,positive,0.6256,None,positive,0.9993,None,Overall Positive,0.0
uses: play beautifully texture: terrible color fastness: matte the lipstick is very beautiful. the lipstick is smooth yyyyyyyyyyyyyyy,neutral,0.5502,positive,positive,0.6176,positive,positive,0.8055,None,positive,0.9448,None,neutral,0.5008,None,positive,0.5089,None,positive,0.9204,None,Overall Positive,0.0
"uses: beautiful texture: beautiful color fastness: ok fast delivery, beautiful paint, cheap price. next time i will continue to support this shop....",positive,0.9536,positive,positive,0.987,positive,positive,0.9944,None,positive,0.9995,positive,positive,0.9941,None,positive,0.9973,positive,positive,0.9988,None,Overall Positive,0.0
"even though the lipstick is from abroad, super fast delivery, eye-catching packaging, great value for money. everyone loves it",positive,0.8757,None,positive,0.9812,None,positive,0.9885,None,positive,0.9988,positive,positive,0.9843,None,positive,0.9989,positive,positive,0.9978,positive,Overall Positive,0.0
this one is a bit dry but the color comes out beautifully ??????????????????????????????,positive,0.8018,None,negative,0.957,negative,positive,0.72,None,positive,0.9742,None,positive,0.9182,positive,positive,0.5338,None,positive,0.7899,None,MIXED,0.7962
son likes to use it very much smooth lipstick bought a lipstick that i really like light scent of chocolate,positive,0.974,None,positive,0.9977,positive,positive,0.9954,positive,positive,0.9992,None,positive,0.964,None,positive,0.6925,None,positive,0.9987,None,Overall Positive,0.0
product packaged securely. hunting for sale should be cheap. ??????????????,positive,0.9673,None,positive,0.9889,None,positive,0.9957,None,positive,0.999,positive,positive,0.9229,None,positive,0.8066,None,positive,0.9988,positive,Overall Positive,0.0
fast delivery. the scent is very pleasant. pack carefully. will support more.,positive,0.9418,None,positive,0.9921,None,positive,0.9939,positive,positive,0.9994,None,positive,0.9903,None,positive,0.9974,positive,positive,0.9988,positive,Overall Positive,0.0
"the lipstick color is very beautiful, smooth but long-lasting, has the scent of chocolate, international products so shipping takes a while, but the price and quality are very reasonable, will support",positive,0.8893,positive,positive,0.9679,positive,positive,0.99,positive,positive,0.9987,positive,positive,0.9723,positive,negative,0.9649,negative,positive,0.997,None,MIXED,0.8276
"the lipstick smells like chocolate, it makes me want to eat it but i don't really like it :)) the color is okay, long lasting",positive,0.8952,positive,positive,0.8804,None,positive,0.9402,positive,positive,0.9938,None,positive,0.9314,positive,positive,0.8916,None,positive,0.9892,None,Overall Positive,0.0
"cheap lipstick, the color is of course different from the picture, different from the swatch video i watched of ms. maihuongmakeup huhu :((( the color is 105 kp nude pink but it's so annoying, lol",positive,0.3878,None,positive,0.7903,None,positive,0.7748,None,positive,0.9662,positive,negative,0.9118,negative,neutral,0.4327,None,positive,0.9042,None,MIXED,0.7362
images are for coin recognition purposes only haven't used it yet so don't know how it works the lipstick probably comes off easily,negative,0.9676,negative,negative,0.4361,None,positive,0.795,None,positive,0.9292,None,neutral,0.4057,None,positive,0.4424,None,positive,0.9034,None,MIXED,0.9633
"the color is long-lasting, bright red as described, not rough when applied to the lips, feels fragrant when applied to the lips, fast delivery",positive,0.899,None,positive,0.9821,positive,positive,0.9889,positive,positive,0.998,None,positive,0.9371,positive,positive,0.9975,positive,positive,0.9969,None,Overall Positive,0.0
the color is so pretty mmmm ?? should try this color even though the delivery took a while,positive,0.8727,None,positive,0.8924,None,positive,0.9857,None,positive,0.9988,None,positive,0.9804,positive,negative,0.9802,negative,positive,0.9963,None,MIXED,0.8369
dark orange color. the lipstick is smooth and easy to apply. mmmmmmmmmmmmmm,positive,0.6843,None,positive,0.9909,positive,positive,0.9716,None,positive,0.9901,None,neutral,0.5688,neutral,positive,0.7219,None,positive,0.9892,None,Overall Positive,0.0
"product is ok, beautiful and smooth, very good. the shop will uubgr for long and long she ck vks jns h nck",positive,0.9807,None,positive,0.9967,positive,positive,0.9957,None,positive,0.9993,None,positive,0.9828,None,positive,0.6567,None,positive,0.999,None,Overall Positive,0.0
"beautiful product, fast delivery time, very carefully packaged product",positive,0.8899,None,positive,0.9861,None,positive,0.9895,None,positive,0.999,None,positive,0.9903,None,positive,0.9984,positive,positive,0.9982,positive,Overall Positive,0.0
"the second product that is highly recommended for everyone, besides the super pretty 9-panel eye palette, is the lipstick from focallure ???? the color design of the lipstick shell is light, the lipstick brush is designed in a leaf shape and looks ok, the important thing is that the lipstick color is extremely beautiful, the color is very accurate, when applied on the lips, it feels smooth, not powdery ????",positive,0.9803,None,positive,0.9944,positive,positive,0.9958,None,positive,0.9991,None,positive,0.9705,positive,positive,0.6437,None,positive,0.9986,None,Overall Positive,0.0
"really, the lipstick quality and color are absolutely beautiful. if i knew it was this beautiful, i would have bought 3 or 4 trees. really pretty. i think it's even more beautiful than blackrouge",positive,0.9818,None,positive,0.9666,positive,positive,0.9974,None,positive,0.9996,None,positive,0.99,positive,positive,0.8872,None,positive,0.9991,None,Overall Positive,0.0
"the image has the quality of receiving coins and fast delivery, so i don't know",neutral,0.7938,None,positive,0.7747,None,positive,0.9419,None,positive,0.9849,None,neutral,0.6691,None,positive,0.9907,positive,positive,0.9889,None,Overall Positive,0.0
"uses: new lipstick structure: shaped like a tru color fastness: beautiful after painting my lips, i feel confident and the color is beautiful and smells like chocolate: 3333 delivery took a while",neutral,0.6141,neutral,neutral,0.703,neutral,positive,0.9563,positive,positive,0.9939,None,positive,0.8056,positive,negative,0.9443,negative,positive,0.9872,None,MIXED,0.7541
"every color is beautiful, cheap price but top quality......",positive,0.9897,None,positive,0.9915,None,positive,0.9963,None,positive,0.9996,positive,positive,0.9969,positive,positive,0.7566,None,positive,0.9993,None,Overall Positive,0.0
beautiful quality lipstick the color makes the lips smooth and supple color 501 is more beautiful than 402,positive,0.8568,None,positive,0.9935,positive,positive,0.987,None,positive,0.9957,None,positive,0.6927,neutral,positive,0.7432,None,positive,0.9954,None,Overall Positive,0.0
pretty color but not very fragrant yixtuzitxp7druxhl hl yociyxtixtixti tyy8 hk hovy9ct8x47zru gk y9xru jpct7 gk kh y8xtu bk oy,positive,0.8053,None,positive,0.6388,None,negative,0.9769,neutral,positive,0.9759,None,positive,0.8971,positive,positive,0.7412,None,positive,0.749,None,MIXED,0.8119
"nice packaging, pretty lipstick jssjsjsjskdkksksksskksjsjsjssskk",positive,0.9774,None,positive,0.9952,None,positive,0.9969,None,positive,0.9997,None,positive,0.9957,None,positive,0.9386,None,positive,0.9994,positive,Overall Positive,0.0
the soft lipstick has a smell but is not strong. lipstick doesn't come off very well after drinking water.,negative,0.5346,neutral,positive,0.8467,positive,negative,0.619,neutral,positive,0.8843,None,positive,0.4332,None,positive,0.6676,None,positive,0.8026,None,MIXED,0.8757
"uses: don't know texture: don't know color fastness: unknown receiving the goods and then delivering them is painfully long. the cream is quite liquid and has a nice color, but the tip of the lipstick is larger than the neck so when opened it opens up a bit",neutral,0.6337,neutral,neutral,0.6356,negative,positive,0.6416,None,positive,0.949,None,neutral,0.4242,positive,negative,0.9458,negative,positive,0.8361,None,MIXED,0.6806
"the shop carefully packaged the product, the shop delivered the correct product, although the delivery was a bit slow due to the epidemic, the product quality is excellent.........,,,,,,,",positive,0.8524,None,positive,0.9124,None,positive,0.981,None,positive,0.9979,None,positive,0.9375,None,negative,0.9776,negative,positive,0.995,positive,MIXED,0.834
the lipstick looks like the picture but not matte the shop packs the goods carefully friendly shipper,negative,0.9777,negative,positive,0.9496,None,positive,0.9209,None,positive,0.9844,None,positive,0.666,None,positive,0.9759,positive,positive,0.9819,positive,MIXED,0.8296
"the goods are currently in transit so delivery may take a while. beautiful color, ok, will support the shop",positive,0.7975,None,positive,0.795,None,positive,0.9679,None,positive,0.9976,None,positive,0.9559,positive,negative,0.9865,negative,positive,0.9922,None,MIXED,0.8366
"the color on the outside is a bit darker than the video, the color is so good, the lipstick is soft and doesn't dry out, the shop always packs it and it's definitely beautiful.",positive,0.7721,None,positive,0.9931,positive,positive,0.9746,None,positive,0.9926,None,neutral,0.4497,positive,positive,0.6032,None,positive,0.9897,positive,Overall Positive,0.0
"looking for a good price, nice shop, sturdy in hand. but i didn't like the color right away :(",positive,0.4314,None,positive,0.8875,None,positive,0.7473,None,positive,0.9709,positive,negative,0.7794,negative,positive,0.5662,None,positive,0.9264,None,MIXED,0.665
the product is good and has a good smell. the color is beautiful. i should support this shop. i will definitely support this shop again.,positive,0.9886,None,positive,0.9897,None,positive,0.996,positive,positive,0.9996,None,positive,0.9962,positive,positive,0.6889,None,positive,0.9992,None,Overall Positive,0.0
"delivery took a while, the lipstick was carefully wrapped, beautiful, the color is very pretty, the packaging is quite ok, satisfied with the product",positive,0.8547,None,positive,0.8813,None,positive,0.983,None,positive,0.9984,None,positive,0.969,positive,negative,0.9842,negative,positive,0.9955,positive,MIXED,0.8389
the lipstick is soft and smooth shell looked over cheap price but high quality fast delivery,positive,0.9272,None,positive,0.9962,positive,positive,0.9924,None,positive,0.9991,positive,positive,0.9851,None,positive,0.9954,positive,positive,0.9986,None,Overall Positive,0.0
the lipstick color on the lips is very beautiful. the quality of the lipstick is also very nice and packaged very carefully,positive,0.9884,None,positive,0.9946,positive,positive,0.9972,None,positive,0.9997,None,positive,0.9955,positive,positive,0.8436,None,positive,0.9994,positive,Overall Positive,0.0
"the product is very good, packaged securely, if it works in the future, i will continue to use it",positive,0.9621,None,positive,0.9786,None,positive,0.9961,None,positive,0.9992,None,positive,0.9391,None,positive,0.7826,None,positive,0.9988,positive,Overall Positive,0.0
the lipstick is so smooth wildly beautiful color price is also cheap shipping is correct and fast,positive,0.9363,None,positive,0.9948,positive,positive,0.9925,None,positive,0.9993,positive,positive,0.9934,positive,positive,0.9963,positive,positive,0.9988,None,Overall Positive,0.0
"good product, high quality, long delivery but not too long, it's ok to use",negative,0.9704,None,positive,0.6651,None,positive,0.8771,None,positive,0.9902,None,positive,0.8575,None,negative,0.9625,negative,positive,0.9801,None,MIXED,1.3401
"the color is pretty and firm when held in the hand, but the scent is uneven and the scent is cheap",positive,0.8315,None,negative,0.3884,negative,negative,0.7503,positive,positive,0.9596,positive,positive,0.8167,positive,positive,0.6092,None,positive,0.7116,None,MIXED,0.8828
