text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score
"purchased during the epidemic season from august 8 to october 4, new delivery ???? first time using this color, hope you like it to avoid disappointment after waiting for so long",neutral,0.491,None,positive,0.5013,None,positive,0.7268,None,positive,0.8698,None,positive,0.6593,neutral,negative,0.7956,negative,positive,0.7955,None,MIXED,0.65
"i thought it was beautiful, but it was beautiful, i thought the lipstick was smooth but also fragrant. i waited for my order forever and finally i received it",neutral,0.4965,None,positive,0.9209,positive,positive,0.7466,positive,positive,0.8686,None,positive,0.5894,None,negative,0.7497,None,positive,0.8363,None,MIXED,0.6304
"the lipstick is so pretty, i applied the discount code so i didn't have to pay for this product, it's like getting it for free, it's just yiwu warehouse so delivery takes so long",neutral,0.4054,None,positive,0.493,None,positive,0.7428,None,positive,0.8702,positive,positive,0.7849,None,negative,0.8725,negative,positive,0.8078,None,MIXED,0.706
the lipstick color is beautiful but the lipstick is not very smooth and dries quickly. i applied lipstick before i could even blend it and it was dry -.-,negative,0.5647,None,negative,0.9151,negative,positive,0.6407,None,positive,0.7558,None,positive,0.8328,positive,neutral,0.5991,None,positive,0.5997,None,MIXED,0.9716
"great product quality, well worth the money. pictures and videos are for coin recognition purposes only",positive,0.8106,None,positive,0.7906,None,positive,0.8507,None,positive,0.8797,positive,positive,0.8862,None,neutral,0.5951,None,positive,0.8791,None,Overall Positive,0.0
"great. it's great, everyone. ladies you should buy it. it's cheap but the color is so beautiful. oh, when i picked up the lipstick, i fainted",positive,0.8194,None,positive,0.807,None,positive,0.8754,None,positive,0.9078,positive,positive,0.9376,positive,neutral,0.5362,None,positive,0.9031,None,Overall Positive,0.0
bbia a25 is a legend. this is the first lipstick i've used for the third time and still like it,positive,0.7644,None,positive,0.6672,None,positive,0.7696,None,positive,0.8874,None,positive,0.8258,positive,positive,0.5497,None,positive,0.8763,None,Overall Positive,0.0
"beautiful lipstick color, good quality, fast delivery, very attentive shop. images and videos are for coin-receipt purposes",positive,0.7213,None,positive,0.8109,None,positive,0.7938,None,positive,0.8775,None,positive,0.9257,positive,positive,0.9367,positive,positive,0.9186,None,Overall Positive,0.0
"uses: fast delivery, quality product packaging texture: beautiful color fastness: quite long lasting",neutral,0.6224,positive,neutral,0.7608,positive,positive,0.4657,None,positive,0.8109,None,positive,0.5633,None,positive,0.9168,positive,positive,0.7664,positive,Overall Positive,0.0
the color is quite nice and smells of chocolate. but international delivery takes a bit longer,positive,0.5074,None,positive,0.5522,None,positive,0.7234,positive,positive,0.8768,None,positive,0.8905,positive,negative,0.8597,negative,positive,0.8382,None,MIXED,0.7189
delivery took a little while but the lipstick looks beautiful. i can check the code... i haven't opened it yet because i haven't used it yet. i don't know if this color suits my skin or not ??????,neutral,0.7371,None,neutral,0.7351,None,positive,0.4297,None,positive,0.7998,None,neutral,0.5317,neutral,negative,0.8707,negative,positive,0.6954,None,MIXED,0.5995
"the lipstick is beautiful but dries too quickly, before even applying it, it dries on my lips",negative,0.6707,None,negative,0.9152,negative,positive,0.5939,None,positive,0.6915,None,positive,0.7181,None,neutral,0.5183,None,negative,0.5055,None,MIXED,1.0233
"the product is as beautiful as the picture and has the scent of chocolate, worth buying gnasgsks tendonuanbdidnhdjdidndjdidns sibehdkshaiwnsjdnxnnxhdhhe",positive,0.8146,None,positive,0.755,None,positive,0.8599,positive,positive,0.8916,None,positive,0.8881,None,neutral,0.6659,None,positive,0.882,None,Overall Positive,0.0
"beautiful lipstick, fast delivery, color exactly as pictured, looks beautiful on lips, price is too cheap, will continue to support",positive,0.7157,None,positive,0.8062,None,positive,0.7955,None,positive,0.8761,positive,positive,0.9164,positive,positive,0.9372,positive,positive,0.9156,None,Overall Positive,0.0
"the product is suitable for the price. at first, the lipstick smells a bit harsh, but after a while it evaporates and gives off a bit of a chocolate scent",negative,0.8569,None,negative,0.6561,None,negative,0.554,neutral,positive,0.5635,positive,negative,0.3769,None,negative,0.617,None,negative,0.5287,None,MIXED,0.487
uses: the color is super pretty texture: apply beautifully color fastness: very long lasting the lipstick is super pretty.,positive,0.4943,positive,neutral,0.7315,positive,positive,0.5874,None,positive,0.8825,None,positive,0.8305,positive,positive,0.4924,None,positive,0.8474,None,Overall Positive,0.0
genuine mall products with guaranteed quality the lipstick color is beautiful pack carefully,positive,0.8152,None,positive,0.7349,None,positive,0.8496,None,positive,0.9096,None,positive,0.9249,positive,neutral,0.5374,None,positive,0.9193,positive,Overall Positive,0.0
"the lipstick is very beautiful, very suitable for the price, worth the purchase and delivery takes a bit",positive,0.4755,None,positive,0.5838,None,positive,0.7634,None,positive,0.8913,positive,positive,0.8375,None,negative,0.8516,negative,positive,0.8323,None,MIXED,0.7131
"the lipstick color is very beautiful, stays on the lips for a long time, satisfied with the product and service but delivery does not take too long",positive,0.6999,positive,positive,0.8058,None,positive,0.8179,None,positive,0.9248,None,positive,0.9426,positive,neutral,0.6262,positive,positive,0.9146,None,Overall Positive,0.0
"beyond my imagination?? the color is beautiful, smooth, doesn't dry my lips and the price is cheap??",positive,0.7744,None,positive,0.9537,positive,positive,0.8726,None,positive,0.927,positive,positive,0.9434,positive,neutral,0.5754,None,positive,0.9182,None,Overall Positive,0.0
"this shop delivers very quickly. will still continue to support. last time i ordered, the shop was prepared and there was one product missing. how do i get to the shop?",positive,0.383,None,neutral,0.563,None,positive,0.4939,None,positive,0.6746,None,positive,0.4856,None,positive,0.9461,positive,positive,0.5741,None,Overall Positive,0.0
bought the 4th plant for my momeeeeeeeeee at first it was quite fragrant but then the smell became a bit different,negative,0.5619,None,negative,0.3837,None,negative,0.7864,neutral,positive,0.5323,None,negative,0.3826,None,negative,0.4391,None,negative,0.4317,None,MIXED,0.4518
"i like it so much i like it. the color looks amazingly beautiful on the outside, but it's because of my computer so i can't get the color right, but it's so beautifulyyy",positive,0.484,None,negative,0.8016,None,positive,0.7219,None,positive,0.8156,None,positive,0.8842,positive,neutral,0.5601,None,positive,0.5795,None,MIXED,0.6517
"the lipstick is very beautiful, delivery took a while but it's ok, packaged carefully,",positive,0.4419,None,positive,0.6647,None,positive,0.7522,None,positive,0.8944,None,positive,0.8412,None,negative,0.8172,neutral,positive,0.847,positive,MIXED,0.6902
"the lipstick is beautiful, has a light shine, beautiful color and smells good. p/s: the lipstick color in the photo is a bit different from the outside.",positive,0.7305,None,positive,0.6961,None,positive,0.8362,positive,positive,0.9062,None,positive,0.8674,neutral,neutral,0.7027,None,positive,0.8665,None,Overall Positive,0.0
the shell looks very good. the quality is not yet used so i don't know yet..fast delivery,neutral,0.824,None,neutral,0.7832,None,neutral,0.4174,None,positive,0.7054,None,neutral,0.7093,None,positive,0.9065,positive,positive,0.7168,None,Overall Positive,0.0
lipstick has beautiful color fragrant smell but it's a bit small hehe you get what you pay for,positive,0.682,None,positive,0.5583,None,neutral,0.4209,positive,positive,0.8024,positive,positive,0.9429,positive,neutral,0.3824,None,positive,0.8257,None,Overall Positive,0.0
"excellent product quality, fast delivery, very nice packaging",positive,0.6875,None,positive,0.789,None,positive,0.7537,None,positive,0.8596,None,positive,0.8672,None,positive,0.9596,None,positive,0.9011,positive,Overall Positive,0.0
the picture is not relevant but the lipstick is worth the price. it's fine for anyone to change it,positive,0.4812,None,positive,0.7025,None,positive,0.7864,None,positive,0.7889,positive,positive,0.7956,None,neutral,0.6401,None,positive,0.7864,None,Overall Positive,0.0
"the lipstick is so pretty, i really like it, the quality of the lipstick is perfect, the pictures and vids are for receiving purposes.",positive,0.8033,None,positive,0.7859,positive,positive,0.8555,None,positive,0.8884,None,positive,0.8991,positive,neutral,0.5267,None,positive,0.8957,None,Overall Positive,0.0
"although the pictures and videos are not relevant, the lipstick color is really pretty. i think you're a little redder than wine.",positive,0.7167,None,positive,0.5914,None,positive,0.8243,None,positive,0.8907,None,positive,0.8887,positive,neutral,0.772,None,positive,0.8718,None,Overall Positive,0.0
the shipping of pretty color lipstick is a bit slow hihihehehehhehehehe,negative,0.4256,None,negative,0.363,None,positive,0.6902,None,positive,0.8217,None,positive,0.829,positive,negative,0.8884,negative,positive,0.7099,None,MIXED,1.0822
"the quality of the lipstick is ok, the smell is a bit strong, the color 402 is very nice and overall it's reasonable for the price",positive,0.5538,None,negative,0.5145,positive,negative,0.8872,negative,positive,0.7131,positive,positive,0.8376,positive,positive,0.4403,None,positive,0.6271,None,MIXED,0.9721
"beautiful lipstick color apply lightly, slightly red, matte, hard to wash off, combined with earthy pink color, it is very suitable for people with dark skin",positive,0.5876,positive,positive,0.5757,None,positive,0.7318,None,positive,0.8928,None,positive,0.5766,positive,neutral,0.7519,None,positive,0.8414,None,Overall Positive,0.0
beautiful lipstick... first time buying but will support in the future... delivery is a bit slow....,neutral,0.402,None,positive,0.4099,None,positive,0.6927,None,positive,0.8447,None,positive,0.7396,None,negative,0.9001,negative,positive,0.7587,None,MIXED,0.7137
"very good product, worth the money to support the shop next time.hlhdydktszgnxmv mxstistzkgxditv nzyksutsutsj",positive,0.831,None,positive,0.7957,None,positive,0.8607,None,positive,0.9003,positive,positive,0.882,None,neutral,0.6477,None,positive,0.8701,None,Overall Positive,0.0
"the color is quite pretty, everyone. the packaging is good compared to the price, a bit dry on the lips with a slightly strange smell :((",positive,0.4955,None,negative,0.8345,negative,negative,0.6496,negative,positive,0.7143,None,positive,0.8865,positive,neutral,0.4526,None,positive,0.6723,None,MIXED,0.9662
fast delivery. standard packagingnnnnnnnnmmmmmmmmmmmmmnnnnnnnnnn,positive,0.5283,None,positive,0.685,None,positive,0.6653,None,positive,0.7796,None,positive,0.7556,None,positive,0.9738,positive,positive,0.8492,None,Overall Positive,0.0
"packaged carefully and beautifully, but when applied to the hands it's very nice, but when applied to the lips, it's a bit ugly. i don't think it's suitable for soaked skin.",negative,0.5124,None,negative,0.9182,None,positive,0.6015,None,positive,0.7093,None,positive,0.6717,negative,neutral,0.6047,None,positive,0.4766,positive,MIXED,0.9044
"great lipstick quality, color as pictured, carefully packaged, delivery a bit slow,........................",positive,0.4768,None,positive,0.581,None,positive,0.7632,None,positive,0.881,None,positive,0.8766,positive,negative,0.8579,negative,positive,0.8295,positive,MIXED,0.7181
the color is so different from the picture :((,negative,0.7974,None,negative,0.7526,None,positive,0.4531,None,positive,0.4704,None,negative,0.7985,negative,negative,0.5795,None,negative,0.4633,None,MIXED,0.7258
"the lipstick color is very good, i recommend that you buy it, the quality is quite ok, not very matte but it's beautiful",negative,0.7038,negative,positive,0.6574,positive,positive,0.6801,None,positive,0.8296,None,positive,0.9202,positive,neutral,0.5539,None,positive,0.8414,None,MIXED,0.5969
"the teacher is missing 1 tree, i hope the model shop can solve it!!",neutral,0.4985,None,neutral,0.4992,None,positive,0.4485,None,positive,0.689,None,neutral,0.4265,None,negative,0.8051,negative,negative,0.4604,None,MIXED,0.599
"i really like it, the goods arrived on my birthday, the shop responded quickly and enthusiastically",positive,0.7382,None,positive,0.7595,None,positive,0.7838,None,positive,0.8673,None,positive,0.866,None,positive,0.956,positive,positive,0.8952,None,Overall Positive,0.0
"sending my sincere apologies to the shop for the quick delivery and my review being too late. the chocolate-scented lipstick color i chose is 02 trendy colors that are not picky about skin or teeth but need makeup to go with it. the shop delivered extremely fast, within 2 days i received my order",negative,0.6567,None,positive,0.6224,None,positive,0.6662,positive,positive,0.7173,None,positive,0.4473,positive,positive,0.9216,positive,positive,0.7777,None,MIXED,0.567
"the lipstick is silky and has a slight orange and alcohol scent. bought for 16k, don't ask for much",negative,0.5427,positive,positive,0.4525,positive,neutral,0.5652,neutral,positive,0.7404,positive,neutral,0.5839,None,neutral,0.4559,None,positive,0.6879,None,MIXED,0.4212
"structure: long, set color fastness: average the color is beautiful, once you use it you will feel beautiful, you should exfoliate your lips before using and keep your lips moisturized.",neutral,0.6646,neutral,neutral,0.7684,neutral,positive,0.506,None,positive,0.8313,None,positive,0.6242,positive,negative,0.8756,None,positive,0.7339,None,MIXED,0.6609
it took more than 30 days to receive the lipstick?? but the lipstick is very pretty and the color is super pretty ???,positive,0.6769,None,positive,0.6732,None,positive,0.7997,None,positive,0.8942,None,positive,0.9473,positive,negative,0.5924,negative,positive,0.8381,None,MIXED,0.5277
"the lipstick is so beautiful, the color is sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo...",positive,0.7966,None,positive,0.7925,None,positive,0.8694,None,positive,0.9045,None,positive,0.952,positive,neutral,0.5405,None,positive,0.9069,None,Overall Positive,0.0
"the lipstick quality is difficult to spread and the scent is fragrant. at this price, the lipstick quality is not very good, the color is not the same as the picture, which is a shame",negative,0.7289,None,negative,0.8193,negative,positive,0.5196,positive,positive,0.7403,negative,negative,0.5685,negative,neutral,0.4926,None,positive,0.5938,None,MIXED,0.9882
"the lipstick color is very pretty, color 08 has more shimmer. fast delivery, ordered on october 10th and was afraid it would arrive in time for the october 20th holiday to give as a gift but luckily it still arrived on time. orders over 300k should receive free foundation, makeup remover cotton and mask. the makeup remover cotton bag is smaller than expected",positive,0.5622,None,positive,0.5598,None,positive,0.7097,None,positive,0.8581,neutral,positive,0.5714,positive,positive,0.9237,positive,positive,0.8369,None,Overall Positive,0.0
"fast delivery, cheap price, very good on lips ????????????????????????????",positive,0.6819,None,positive,0.8072,None,positive,0.7957,None,positive,0.8733,positive,positive,0.9139,None,positive,0.9442,positive,positive,0.913,None,Overall Positive,0.0
"the chocolate lipstick smells super fragrant, although the color on my lips is a bit purple and pink, it also comes with a free mask.",positive,0.4905,None,positive,0.4875,None,positive,0.7206,positive,positive,0.8657,None,neutral,0.478,neutral,neutral,0.684,None,positive,0.8294,None,Overall Positive,0.0
"beautiful color, has a delicious chocolate scent, very smooth, not dry, recommended to buy",positive,0.7927,None,positive,0.9517,positive,positive,0.8698,positive,positive,0.9307,None,positive,0.9246,positive,neutral,0.4995,None,positive,0.9199,None,Overall Positive,0.0
"lipstick is very beautiful. quality goods. smooth lipstick, worth the money. excellent",positive,0.7821,None,positive,0.9489,positive,positive,0.8633,None,positive,0.915,positive,positive,0.9182,None,neutral,0.5265,None,positive,0.91,None,Overall Positive,0.0
"the quality of the product is good, the lipstick applies smoothly and the color is very beautiful on the lips!!",positive,0.8018,None,positive,0.9394,positive,positive,0.8579,None,positive,0.9268,None,positive,0.9357,positive,neutral,0.4569,None,positive,0.9178,None,Overall Positive,0.0
uses: play beautifully texture: terrible color fastness: matte the lipstick is very beautiful. the lipstick is smooth yyyyyyyyyyyyyyy,neutral,0.3963,positive,positive,0.7064,positive,negative,0.4318,None,positive,0.7273,None,negative,0.4048,None,negative,0.6988,None,positive,0.5752,None,MIXED,0.8703
"uses: beautiful texture: beautiful color fastness: ok fast delivery, beautiful paint, cheap price. next time i will continue to support this shop....",positive,0.5632,positive,positive,0.5112,positive,positive,0.6029,None,positive,0.8652,positive,positive,0.8007,None,positive,0.9213,positive,positive,0.8341,None,Overall Positive,0.0
"even though the lipstick is from abroad, super fast delivery, eye-catching packaging, great value for money. everyone loves it",positive,0.6146,None,positive,0.7863,None,positive,0.7271,None,positive,0.8309,positive,positive,0.8388,None,positive,0.9668,positive,positive,0.8823,positive,Overall Positive,0.0
this one is a bit dry but the color comes out beautifully ??????????????????????????????,positive,0.4706,None,negative,0.8931,negative,positive,0.6833,None,positive,0.7685,None,positive,0.86,positive,neutral,0.6412,None,positive,0.6575,None,MIXED,0.709
son likes to use it very much smooth lipstick bought a lipstick that i really like light scent of chocolate,positive,0.7813,None,positive,0.9455,positive,positive,0.87,positive,positive,0.9169,None,positive,0.8573,None,neutral,0.4805,None,positive,0.9008,None,Overall Positive,0.0
product packaged securely. hunting for sale should be cheap. ??????????????,positive,0.7062,None,positive,0.6837,None,positive,0.8063,None,positive,0.8672,positive,positive,0.8619,None,positive,0.7222,None,positive,0.9025,positive,Overall Positive,0.0
fast delivery. the scent is very pleasant. pack carefully. will support more.,positive,0.678,None,positive,0.7767,None,positive,0.7198,positive,positive,0.8547,None,positive,0.8029,None,positive,0.9637,positive,positive,0.8764,positive,Overall Positive,0.0
"the lipstick color is very beautiful, smooth but long-lasting, has the scent of chocolate, international products so shipping takes a while, but the price and quality are very reasonable, will support",positive,0.4501,positive,positive,0.8812,positive,positive,0.772,positive,positive,0.9013,positive,positive,0.8234,positive,negative,0.8286,negative,positive,0.8714,None,MIXED,0.7044
"the lipstick smells like chocolate, it makes me want to eat it but i don't really like it :)) the color is okay, long lasting",negative,0.4575,positive,negative,0.8125,None,positive,0.519,positive,positive,0.7688,None,positive,0.8236,positive,neutral,0.5683,None,positive,0.5964,None,MIXED,0.8645
"cheap lipstick, the color is of course different from the picture, different from the swatch video i watched of ms. maihuongmakeup huhu :((( the color is 105 kp nude pink but it's so annoying, lol",negative,0.732,None,negative,0.711,None,positive,0.4548,None,positive,0.6123,positive,negative,0.7562,negative,negative,0.5816,None,positive,0.5051,None,MIXED,1.0044
images are for coin recognition purposes only haven't used it yet so don't know how it works the lipstick probably comes off easily,negative,0.7572,negative,negative,0.7622,None,positive,0.4037,None,positive,0.6558,None,positive,0.4636,None,neutral,0.5007,None,negative,0.5958,None,MIXED,0.8855
"the color is long-lasting, bright red as described, not rough when applied to the lips, feels fragrant when applied to the lips, fast delivery",negative,0.4434,None,positive,0.5696,positive,positive,0.5215,positive,positive,0.7694,None,neutral,0.5132,positive,positive,0.9358,positive,positive,0.7946,None,MIXED,0.3947
the color is so pretty mmmm ?? should try this color even though the delivery took a while,positive,0.512,None,positive,0.6122,None,positive,0.7467,None,positive,0.8888,None,positive,0.9079,positive,negative,0.8396,negative,positive,0.8425,None,MIXED,0.7078
dark orange color. the lipstick is smooth and easy to apply. mmmmmmmmmmmmmm,positive,0.4912,None,positive,0.9536,positive,positive,0.7256,None,positive,0.8639,None,positive,0.5195,neutral,positive,0.4845,None,positive,0.851,None,Overall Positive,0.0
"product is ok, beautiful and smooth, very good. the shop will uubgr for long and long she ck vks jns h nck",positive,0.7163,None,positive,0.948,positive,positive,0.8469,None,positive,0.9265,None,positive,0.8587,None,neutral,0.4814,None,positive,0.8862,None,Overall Positive,0.0
"beautiful product, fast delivery time, very carefully packaged product",positive,0.6848,None,positive,0.7884,None,positive,0.7531,None,positive,0.8623,None,positive,0.8631,None,positive,0.9592,positive,positive,0.8998,positive,Overall Positive,0.0
"the second product that is highly recommended for everyone, besides the super pretty 9-panel eye palette, is the lipstick from focallure ???? the color design of the lipstick shell is light, the lipstick brush is designed in a leaf shape and looks ok, the important thing is that the lipstick color is extremely beautiful, the color is very accurate, when applied on the lips, it feels smooth, not powdery ????",positive,0.6702,None,positive,0.8635,positive,positive,0.8198,None,positive,0.9097,None,positive,0.7264,positive,neutral,0.6988,None,positive,0.8773,None,Overall Positive,0.0
"really, the lipstick quality and color are absolutely beautiful. if i knew it was this beautiful, i would have bought 3 or 4 trees. really pretty. i think it's even more beautiful than blackrouge",positive,0.8217,None,positive,0.7626,positive,positive,0.8703,None,positive,0.9179,None,positive,0.9354,positive,neutral,0.6163,None,positive,0.9059,None,Overall Positive,0.0
"the image has the quality of receiving coins and fast delivery, so i don't know",neutral,0.7679,None,neutral,0.7156,None,positive,0.4929,None,positive,0.7304,None,neutral,0.6294,None,positive,0.9497,positive,positive,0.7532,None,Overall Positive,0.0
"uses: new lipstick structure: shaped like a tru color fastness: beautiful after painting my lips, i feel confident and the color is beautiful and smells like chocolate: 3333 delivery took a while",neutral,0.7292,neutral,neutral,0.7953,neutral,positive,0.4829,positive,positive,0.8259,None,positive,0.5756,positive,negative,0.8303,negative,positive,0.714,None,MIXED,0.6292
"every color is beautiful, cheap price but top quality......",positive,0.7907,None,positive,0.8107,None,positive,0.8645,None,positive,0.8915,positive,positive,0.9441,positive,neutral,0.6396,None,positive,0.8991,None,Overall Positive,0.0
beautiful quality lipstick the color makes the lips smooth and supple color 501 is more beautiful than 402,positive,0.7808,None,positive,0.9336,positive,positive,0.8792,None,positive,0.9226,None,positive,0.8963,neutral,neutral,0.5723,None,positive,0.902,None,Overall Positive,0.0
pretty color but not very fragrant yixtuzitxp7druxhl hl yociyxtixtixti tyy8 hk hovy9ct8x47zru gk y9xru jpct7 gk kh y8xtu bk oy,negative,0.6581,None,negative,0.8927,None,negative,0.6272,neutral,positive,0.6945,None,positive,0.8008,positive,neutral,0.4618,None,positive,0.5204,None,MIXED,1.0469
"nice packaging, pretty lipstick jssjsjsjskdkksksksskksjsjsjssskk",positive,0.7708,None,positive,0.6922,None,positive,0.835,None,positive,0.8669,None,positive,0.9118,None,neutral,0.5294,None,positive,0.8808,positive,Overall Positive,0.0
the soft lipstick has a smell but is not strong. lipstick doesn't come off very well after drinking water.,negative,0.8491,neutral,positive,0.7519,positive,neutral,0.3692,neutral,positive,0.6033,None,negative,0.5262,None,negative,0.4309,None,positive,0.4895,None,MIXED,0.9126
"uses: don't know texture: don't know color fastness: unknown receiving the goods and then delivering them is painfully long. the cream is quite liquid and has a nice color, but the tip of the lipstick is larger than the neck so when opened it opens up a bit",neutral,0.4819,neutral,negative,0.657,negative,positive,0.4286,None,positive,0.7433,None,positive,0.525,positive,negative,0.8045,negative,positive,0.4984,None,MIXED,0.8774
"the shop carefully packaged the product, the shop delivered the correct product, although the delivery was a bit slow due to the epidemic, the product quality is excellent.........,,,,,,,",positive,0.548,None,positive,0.6271,None,positive,0.7761,None,positive,0.9144,None,positive,0.8486,None,negative,0.5348,negative,positive,0.8426,positive,MIXED,0.4786
the lipstick looks like the picture but not matte the shop packs the goods carefully friendly shipper,negative,0.943,negative,positive,0.5444,None,positive,0.5873,None,positive,0.6184,None,negative,0.4323,None,positive,0.7395,positive,positive,0.5882,positive,MIXED,0.9506
"the goods are currently in transit so delivery may take a while. beautiful color, ok, will support the shop",neutral,0.4822,None,positive,0.5371,None,positive,0.6809,None,positive,0.8855,None,positive,0.8405,positive,negative,0.8579,negative,positive,0.8473,None,MIXED,0.6996
"the color on the outside is a bit darker than the video, the color is so good, the lipstick is soft and doesn't dry out, the shop always packs it and it's definitely beautiful.",positive,0.6402,None,positive,0.8705,positive,positive,0.8841,None,positive,0.9052,None,positive,0.8176,positive,neutral,0.603,None,positive,0.8362,positive,Overall Positive,0.0
"looking for a good price, nice shop, sturdy in hand. but i didn't like the color right away :(",negative,0.6626,None,negative,0.7043,None,positive,0.5891,None,positive,0.7969,positive,negative,0.4954,negative,neutral,0.4532,None,positive,0.6736,None,MIXED,0.978
the product is good and has a good smell. the color is beautiful. i should support this shop. i will definitely support this shop again.,positive,0.829,None,positive,0.8015,None,positive,0.7663,positive,positive,0.903,None,positive,0.9499,positive,positive,0.5475,None,positive,0.916,None,Overall Positive,0.0
"delivery took a while, the lipstick was carefully wrapped, beautiful, the color is very pretty, the packaging is quite ok, satisfied with the product",positive,0.4844,None,positive,0.6811,None,positive,0.7781,None,positive,0.9028,None,positive,0.8891,positive,negative,0.8129,negative,positive,0.8644,positive,MIXED,0.6908
the lipstick is soft and smooth shell looked over cheap price but high quality fast delivery,positive,0.6323,None,positive,0.9439,positive,positive,0.8026,None,positive,0.8565,positive,positive,0.8235,None,positive,0.8994,positive,positive,0.8956,None,Overall Positive,0.0
the lipstick color on the lips is very beautiful. the quality of the lipstick is also very nice and packaged very carefully,positive,0.8042,None,positive,0.7791,positive,positive,0.8549,None,positive,0.8891,None,positive,0.9357,positive,neutral,0.6218,None,positive,0.9036,positive,Overall Positive,0.0
"the product is very good, packaged securely, if it works in the future, i will continue to use it",positive,0.5956,None,neutral,0.4957,None,positive,0.7676,None,positive,0.9163,None,positive,0.7885,None,positive,0.7157,None,positive,0.8879,positive,Overall Positive,0.0
the lipstick is so smooth wildly beautiful color price is also cheap shipping is correct and fast,positive,0.749,None,positive,0.9254,positive,positive,0.8395,None,positive,0.913,positive,positive,0.914,positive,positive,0.8535,positive,positive,0.9194,None,Overall Positive,0.0
"good product, high quality, long delivery but not too long, it's ok to use",negative,0.7413,None,positive,0.5388,None,positive,0.6949,None,positive,0.8144,None,positive,0.7971,None,negative,0.7829,negative,positive,0.7663,None,MIXED,1.0718
"the color is pretty and firm when held in the hand, but the scent is uneven and the scent is cheap",negative,0.464,None,negative,0.8714,negative,positive,0.4011,positive,positive,0.7225,positive,positive,0.892,positive,neutral,0.4961,None,negative,0.4904,None,MIXED,0.958
